period,stock_thousand_barrels,source_record_sha256
1998-01-02,289764,4790035ad4f737af7150a655582f547bc3e60dee27118b8675bb7ad4178a6f7a
1998-01-09,288685,16305eb5044e052de5bbbe721afdcafbe946fed5a53cc09a98c452e6fc8d525a
1998-01-16,299897,4d2b91cc8a12b86d687180ec167976eafd33e6901737a635f544ee1483b7957f
1998-01-23,305583,1de79c1e5581926d7c7c006d358f726239d03ca8b91cc79b528b4edc80e78697
1998-01-30,304961,22957945cc6a7f86892d61bbb102e6202b2c141de2b8b81ddd80eb6e7cf08289
1998-02-06,304983,c335755604fdca48c0f2f51fe9bc1a176ee2e5069e594595afc316f3b1ca1772
1998-02-13,306685,66fb89389542a9f4bf1288a7c467c1a28a537d8c41fd81048f2b74f6bcfb9525
1998-02-20,309568,3a5ed6677eef967bba1c415ceca169d8b8fd375829a90e23a828255ec055a07a
1998-02-27,307969,91badc3ed499dfe2bdb8de67b462920cc9f2535a4416eb9764fc5ebe7b222903
1998-03-06,307194,14c5d0cd8264a12ec08be34ec36b16ab06145d50e6a81406d4dd86f14f28f3a9
1998-03-13,305137,0d743e428bb8b1222f2cda3f41db1fb4803cfdf2ea220d338943beea4b75faa0
1998-03-20,311606,9b6fd23c06c5fabf78a613a7462c5d3471928948727e9d104c4e4afb9a20b7fb
1998-03-27,313200,34a7fa7e35154102b06dbc738bb27ae2bbe5c7a374b6c32abf09a60731e169e6
1998-04-03,314569,701431421ec574111bfee95795540f82f3c340c5cf14b9287082cebef1c2c4f0
1998-04-10,319899,3e4bc491b5cefb3698ee74901e722c92406123655e3e9e431babab3b092aeeae
1998-04-17,324906,ef1fbcc28e8a22d002f84ad7eab49815aa67d948fef987e6a8174472498391fa
1998-04-24,325209,dd4240542d199badbe5e4cfdd396085370ca758404023edc2013115f56192402
1998-05-01,327368,45f1353bb4bc712774a1a003a4109cdca19b735bb515fd6fa228ce256ca15260
1998-05-08,326705,f1d23dd091ace63d54ea150538d70033c08fe49be998d533a040a985296085a3
1998-05-15,337928,64b93aad669a135e533cbadadf9b9981d5632d99d4b9c6ab81259829e00302ec
1998-05-22,334682,ef7a5eaf65961b99b1bfea672821a6fedff784510dae545c7a83b03ab9232926
1998-05-29,330394,b1ab0f0595c69a1e7a2bede9cec510ee6f06aecffbcb296e96a74984b831827c
1998-06-05,329534,7199876341bc6f56c2ca9f32afc66d81b83aafc1084c5430a7bf90a023f11a77
1998-06-12,326836,9ae78f9e1bf0b175fe3daa20a9965946a771f4585f78d4e567ccc275edcc43d6
1998-06-19,325182,a363bfe06c7c7b0d3ec3064802a49ca3ec63b92dbbc62c1466ff7276436cdce9
1998-06-26,326843,88b3a91878c725730c6ff23e9c110365600c14f0857abd990245546ea9c00058
1998-07-03,324057,ae547a65b2530305e467e997f598db48e0a85ec2f7ff424437b726fd3b3b9cc6
1998-07-10,317425,59f9223fed48e2e79db0e9e29a552618ee86af78e590820a8a177edc124f9946
1998-07-17,322966,8d9a3a99d3b77cffe7eae8268afd97ef532fd8936a640d535055e0c9f4abafdb
1998-07-24,326795,c000a351214c2ed5d515e4e82fcb06429209c578a9aa7e6a654b01a6716e9b53
1998-07-31,327478,156011e0f4bfb564f5fbe8bd2bda1cce6f54c50c261d90f185ca6225d8c06d47
1998-08-07,328423,1bcdb94a39bc99d63b100810ff6d2beda9b5243cb0d1b309f6d6aecc91367f3d
1998-08-14,327887,fda1e3934863fa86e7d00e09c83a7a3ff8d7f2085c7430d97e22d35f805a4757
1998-08-21,321012,f7694e88638819a5572e4c44ca3539c1489b49d68e4ad7410663a3ac157766ed
1998-08-28,320694,acdce6472bfc2b9c4cebc9f6b621426eb0baa50f0ded33816b349946651b19ad
1998-09-04,312057,2595e58748a8279e0501c1347c984ecbf0924a2a67ecad69d8ca2497bada0467
1998-09-11,309675,3251edb3be2bfa6c1d4d226d7bcfe25075c04cdaeb2eda173348b2d553d16312
1998-09-18,300336,5bb2e2cc4b5aa4aeebfb64aae29a7e6a51baa0ec8eb7d469b0862ec36339830c
1998-09-25,303433,8cb52baaa06db6d3c416b03d502316540b8a5af52b6fc128e05eeb66e52a3d45
1998-10-02,305893,87b9c537cbbc32daff0cb6d5b4c6f01680ac1430d74cbb7fee9998af8ccccd12
1998-10-09,312682,78038304df5d1b57c7ca6dfc81200f7b0eda5b30ae28c7d4717bb56ed94b8e6c
1998-10-16,316227,772505a40d8a329cb45d985b97589ae8c8235dd6d5c37dd1a6bcb374e64c2dd7
1998-10-23,319964,e650cd680d86991aa564299b7304716028b5331964e1a186cde9364bf0946eb4
1998-10-30,323739,e5b36c0ffed6fafc656f31f65f09fe599f57e3c3e1a35e6f6428af194cacf666
1998-11-06,322932,a172cc8566da81722b1e276a2ab6afaab2de82978008ebade70270ed6ac74c77
1998-11-13,320397,dc4fbabeebf670dedb2bdf60ff2acb1bb039786faa97b9301bd902fce31d8129
1998-11-20,325554,c197ef31cff720eee193c11e55ae0c12adb5c7b781b3d437f4d31fa77cabcfb4
1998-11-27,319986,a9236e87a99f4740a720984921039d64f9433dd5d9939921a17d32b1eeee600e
1998-12-04,318465,1a414a0eaffcc41b1f40203e9ce91187b6eaa225134572df4e6c226bba9f3469
1998-12-11,321884,17a9ac4b648720990fb75e453370630d621a3f2cd486db0e2d8246927c7c1d0c
1998-12-18,323364,15026a4dbbc2ed2ea1909d0f03ed8f5958af7d49584188a02400fe223cb2cf3d
1998-12-25,320706,50bf89c5a10cac783b3c0ff8b85797e214149fb3db0d836308c705afd6dda90b
