period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1925-01,17.3,available,,,false,1b220d7ba70678be1e0102672c5ae397f05c3668affb1e463bbae2ec20666dba
1925-02,17.2,available,,,false,bb9bc89c5169695f1786be5dcc0de435a3abb8509954787e984a7744ff729fed
1925-03,17.3,available,,,false,1d9b14e1ae812cc2d9f3761bbc73d590c6092b5df176bda4132a242c360277c8
1925-04,17.2,available,,,false,510488e4a7e8b0d47cec30714b54b823e143b67615dd3efaa63e1036f541492f
1925-05,17.3,available,,,false,affabf6fafa210e16374c62b6e462a5ed476c0380bf7ea9ca4a29b2b80dd155f
1925-06,17.5,available,,,false,594ee85a8a921fd88c3bb0370ce659ec1c0dfba468e6006d19a96651032c8fd3
1925-07,17.7,available,,,false,574576abbc58b7b208de3299f6c8588e1629a08488ae096c34d323b736187ca6
1925-08,17.7,available,,,false,6a00b65326795e5f1507010aca681676b49934be463c79798e87bbf0e88b5e0b
1925-09,17.7,available,,,false,793683275b4936f458feef30ad7346281d355f3ae34c0329ab7d6fd09031f752
1925-10,17.7,available,,,false,8368e6076f468473cf127846bf7fd2b4b0fe081c9f5405243b1acf6d77c1dc62
1925-11,18.0,available,,,false,272f17cc510d5da63eb7b8239f29a3ced7c9c22d2bdfe9e071354586a59c19cd
1925-12,17.9,available,,,false,6d526ec42c8c5fac9ab9587b730b49e0ad57373fa694d6fe765529cae77f8979
