period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2004-01-02,null,null,6981477122871.86,1,c75e4e31bb63176287ed8e14f0cc3395c55e16e62523447ee84418644f46200c
2004-01-05,null,null,6989184944125.77,1,9b1f83802a60e1922925725bbed74be4b64d9dc776d69d203b06603844b30d1a
2004-01-06,null,null,6991488657454.93,1,062d8dc28c7f2c9d618588174840fbb1b0ed175ab8354e8444c277994bf98e98
2004-01-07,null,null,6990408199507.34,1,6983736692dca18c9f30b7f347440390fa6ca36ad49a5cfd8d263f17c41fb25a
2004-01-08,null,null,6985436709829.38,1,0226794d2a6b50747b8cab5abcdf26c553eec897bd7bc5a5abe5439174db0e99
2004-01-09,null,null,6987116908679.61,1,fd99d669e132e6895969b9e21aa7244bbbd37a0ead20427edf19e0731c005b56
2004-01-12,null,null,6988570014716.87,1,00422c1b8353d4bbaae4889d0dbd7491533c8e46b427b9aa1b12de1f9ecde759
2004-01-13,null,null,6991843338608.59,1,b7880ff9396d0baafc8dc73b293c5bed2e2b85a27cc2c8d95bc36528039f18da
2004-01-14,null,null,6988602001011.26,1,a60ffb53bc0a2fbb2104148ae3c492435dee490d547ebf7094ccbefb6862b21c
2004-01-15,null,null,7001852607623.35,1,14bb321bf13e1df99cf140dab4cbadbc51c842d9a1f6e40958b9128fa54daa93
2004-01-16,null,null,7002877924418.81,1,22d79c5975b2e8835048c19bdb1e2440d2b2689dba89de307e978948153f421f
2004-01-20,null,null,7006834072435.49,1,e352ab310d750b915fa00cf909ef6038638f42837b0b3cb506430ef480c5e297
2004-01-21,null,null,7007932873054.97,1,e32531488a80cdb86e2383b255730d2ebcbb506facf341c2d834f0a8a8b6e553
2004-01-22,null,null,7008606702827.92,1,559c3380b148887953627c41f14de6a5f740e2c3ba514a8eaa8e001d7e7fa9d4
2004-01-23,null,null,7011706193371.95,1,2320853ac15fcef91f6424adf4fdf891b91a0c1e040eee54a46371d36bc7a95d
2004-01-26,null,null,7012401539247.40,1,97c5bbc5d8852c4e3be7932094b0583151592f79254d0bec4b814fd961742a15
2004-01-27,null,null,7017309022990.02,1,4abd2b3fa342dabd3ecb3cc7fe4342c18ca8b56281a54b1c3b0e4532a3dafa3f
2004-01-28,null,null,7014800837478.20,1,d55f6e5d6ad15ada088ff058c72e1ea75d23872dd17f1fe61a7e45c52fe1165a
2004-01-29,null,null,7010088657339.47,1,42e070dbf1c25e142cc3b4f99c85d4ba34ae7f357a7acac9282f03966d742306
2004-01-30,4045200977014.69,2964033628713.37,7009234605728.06,1,7b4aabfca18431e711c5975a4d03ba5a0a2e4929a26a322893c32c4d086ab8d9
2004-02-02,null,null,6999225568549.30,1,7d3d46c1db252a402a8b9f9dfa6ddc06ef65d21e5e341feeefbd954365bc1b49
2004-02-03,null,null,6995640607255.37,1,f85bde3afa62543268ea36b41b60da5327494d179d666ce3c3d0c71e373c8f37
2004-02-04,null,null,6995566489614.71,1,a3a5f8fb723b6bb4d68699fb65c221a1c9f6e88b832a2d6b0e5cbe59f38252a3
2004-02-05,null,null,7009333811289.69,1,61febdd3949a42153ef8154ac0b8b8105e0abbbc2bdf6af9c18b930e31bf98bc
2004-02-06,null,null,7007151685098.82,1,b8fd731af195aa009c237483dfd5fbcd128671f1a2b63b0b5dae8dcbeb51872f
2004-02-09,null,null,7009302427650.80,1,62b57190d5b3ad8b98dae8db1dfb98336dd93d225a30561ac5575ba9ea0d3d17
2004-02-10,null,null,7012102110400.63,1,d7386bb742749c5a5a59753db0e2a021613e299349e4c4ccb1e261ecddfa0118
2004-02-11,null,null,7008539942293.52,1,04b9494af75c028fc52ab5790d1129eb74d000dbba656307175e8e5fe0943a80
2004-02-12,null,null,7024983813569.60,1,658930d07df4632cd21db684c387c668ec3c26dd5ec5044bb863860bf572c037
2004-02-13,null,null,7025538526126.98,1,df3bd535cdc6a473c7fa50173e425ccde60f7aa6d3f03bb33b8a31430aaef2cf
2004-02-17,null,null,7057767771759.59,1,4b049185c852aa04c10c663070a659129856742c8905ebf4a2c0466eb9d93fcc
2004-02-18,null,null,7060810492230.78,1,442d8a0c30bcabf204ab5fe7f06256bd23926840a9909bd9f3862094d9a8b3cd
2004-02-19,null,null,7075958798529.31,1,94e3b359cca317d947662b786312edbbb38cead18f5ee81004a94000e52da0bb
2004-02-20,null,null,7078257721070.94,1,a110807d1ac03ca783d6fe21513ad088dcc87a22944936c070f4bb831461a70b
2004-02-23,null,null,7078547781475.11,1,8ff2f59978e4f7173515b2ebe5d25e0dbed3d1ab602e8a0e69c165eb28ba5841
2004-02-24,null,null,7082476010743.55,1,b3e52e8eb7c709193be63954f2746762fdd7702dc2129d03e62ad21babe33c54
2004-02-25,null,null,7079926804261.36,1,b1da7a1ed0f920dbc236752265df5977735e5a3055fe3490f106ffe94a9d598c
2004-02-26,null,null,7088125600039.76,1,728529ef14e307a33e0401ee3d40b9995aef040a709ad201d31d6668bfc3daa6
2004-02-27,4125593309304.13,2966349800790.71,7091943110094.84,1,f4a068aeb236515ed6457178caad82a74157160119bd2070912611944d53f6fe
2004-03-01,null,null,7065724603168.71,1,5b967e70efb404f3f9b4039ff4033aaebf285b0a3233579d6b621064d7fd360d
2004-03-02,null,null,7074045293090.18,1,459cc064b6d72adae547bc3199beb704a98d3d4219fdbcb63a122c57f6325c4f
2004-03-03,null,null,7088938265393.24,1,19c3c81d2ebdfb4986ea4e4c05a2fa9bf7f967207327ad44202e183c8b31b45e
2004-03-04,null,null,7099563768330.73,1,8cace0763b0854e3579b3e58b4cf506dda7135f99fe10def00bb8aa0caaaf8a7
2004-03-05,null,null,7099567295565.79,1,82a84ba99519bbdb2cf6d6006f30efa635af05f76b3dc4e7cecbd6bf402a0b9e
2004-03-08,null,null,7100583000173.98,1,eb15abeacf6b551b2e1a5fb2949ff0b1dd4492bc1fa16b87ea142c5d43627b4e
2004-03-09,null,null,7101968174220.41,1,e1a481714e6f82c63006f11c0ec0584f31adf1ede895d47065e3731ad7f87187
2004-03-10,null,null,7098933492984.19,1,87a30eb707748630397b697868f0d13e9e220e9449551cead94faae6b6fc7164
2004-03-11,null,null,7108569959814.55,1,c6d5d8827985b610741033abdf10480b749af0ccae3c30f26a8a4854a69d4ce1
2004-03-12,null,null,7110400061554.98,1,d18c5663e112b18057a66302a4d72a87c17c5ae99771e64c385cfb29dc5a5925
2004-03-15,null,null,7107241822708.55,1,582879a006d7648cb231eb12521c927f651a395b51c70d503c344bfe58ca33c8
2004-03-16,null,null,7112101936253.79,1,d56ac06b6706bc8c171562e6a4a1d9f29da595fa8e90a30a3dccc6d76ddce78c
2004-03-17,null,null,7112045133227.38,1,fb9de30e74d6a9d56a6f397f89537c0d389cefd66aedd2b93a9f6d90fe08b437
2004-03-18,null,null,7122319716240.24,1,114d5f44a57cd76f5aa62fde447abeeb482e1e6816b41c3044a181d6ff644fc8
2004-03-19,null,null,7122202961882.64,1,968ebc3863a9568cd39b07bedad44ce035fd3736e2c69d7a05db822607264913
2004-03-22,null,null,7123463144525.77,1,c3426a1e5b9c22bdb99a70105ef3f20aecde735de85d3cb6bd9025887bde1522
2004-03-23,null,null,7128192080244.49,1,a8d822fc5cb5a5b51b8d27eb3cf35697e45f55149d721ddd2d206b1e330320a2
2004-03-24,null,null,7124825451030.21,1,46be37012bf0b1c23d079799c23dab1ea9265c0cdad1c4c7d3bfc249dce1230c
2004-03-25,null,null,7130944110012.52,1,12376061a34a9144de7558c63e0c94c83cd413bad4f4c5e0d9ff23e3b191a952
2004-03-26,null,null,7131615529890.35,1,79b29ee7e88942cfdf217055226f3a378a6e36d65708c970c1793169ee81412f
2004-03-29,null,null,7131964532109.93,1,f55ed48e282243b9c0ff073a3b7eab16d3a58041025680c36f2ec60652ed3cf0
2004-03-30,null,null,7129537278372.83,1,5996246a0e596bc27515d8300c2a0982f0439d9c993f21d7b6dccaf919dd9c3d
2004-03-31,4176873639108.95,2954194311538.37,7131067950647.32,1,af7f4ec921940c50fccbec0338eadacf48371a6f38fa46a312777ffdb6b6f64f
2004-04-01,null,null,7122841728666.17,1,8fd92ee8f4ae4abbe61c5403cc9f66f5d81864abaffffaffe23580f4e6203c77
2004-04-02,null,null,7139841955051.34,1,4237b671ab783089f3c79d7643f1c43b8bde49c37ba9d5fc17d53a607ec30fe0
2004-04-05,null,null,7141930542184.59,1,ef693e1f32f7bee87718223df0a6172c46744a66b3f4d4763dfca6fe34e8405c
2004-04-06,null,null,7151900213503.45,1,bd0a5cffc057506ba0ba487491aade774a845659b36d227aaa6da4d0603626f3
2004-04-07,null,null,7151013061391.15,1,4651ca115a798f8fd81d27ee4442ba6a499305ec72b1d11e8da2f5ddfa5d408e
2004-04-08,null,null,7160467386702.99,1,bdc5d361d04ca047bbdaa28304e583767728d785a687e9edd660f0249c2b8f1b
2004-04-09,null,null,7160991855678.41,1,db28e8409710cbedb008212a7a275f06de204173f438a7c2a6d8c64be1161687
2004-04-12,null,null,7162025763951.47,1,b07e40642e1729da3819d5b95220d0577a28771a097ac4c568c00d5569d84e20
2004-04-13,null,null,7164797958097.65,1,b8a9234a6f6f17a293674f6ec946cf08d273889ba94e35d3ab481e304cc341f4
2004-04-14,null,null,7162467913839.76,1,b486dacd0b5283b6a410d4875d0206467c7ceea57c1024fe5283447dcbce84fc
2004-04-15,null,null,7152609126120.43,1,bfb687d1ee0678575846dc705e4bbbf85a8e70b939ee273f369a0cc46df981f9
2004-04-16,null,null,7154523400391.22,1,8ba20b288e734d489776b9618cd508a2ad414cb5afb8ed6ebcc2dd662ee09806
2004-04-19,null,null,7142502295952.92,1,dae68171226e95d1334d6acac1538aeb5b767e51661f9e8eb2ff18a57a932d71
2004-04-20,null,null,7141785769842.52,1,5a267d2d2f17688a876eae8ec715985a9242b6d23fcb2d2325d734b6ae015a84
2004-04-21,null,null,7141673039292.53,1,19e96fc28e287de5b40d6d43d48cf1057b18950c8c0c2ff9439604ec26f67aa9
2004-04-22,null,null,7131345799396.81,1,35be63fdff9972cde07f07413afbde8bc4e4688e21cd2ad760401921c160ead3
