period,stock_thousand_barrels,source_record_sha256
2010-01-01,306626,99b24b36f4144f9749f85dea0baad270f140c46468020d55810139d962497826
2010-01-08,310325,417809bcde5c0edc5d87af1f9338d7e35cf10e970c12c9eb5cdf65a6966970a5
2010-01-15,309854,aa72f07b4c4135cd1dfcdb8b93426bdc5f378b033bf9f36c20763c9c242f9c93
2010-01-22,305966,a831478dd035238a1b6cbab63edb5cb51972ece1cf27f8e67b9c22a5806049d2
2010-01-29,308283,3ee7cf6328d0132b791309a21c33e27e8c1fd3d74e551cc108a00782eb405b01
2010-02-05,310577,55f5d614f48c4ee5b6c0ae906cb810fe11b2ddae7a389e21978345f0b8552e2b
2010-02-12,313662,e52762e37b3e25631a574514ff16ac97f433b9f128337dc41139ec193ea28007
2010-02-19,316696,74a725b1983540770ae34233bf3569a0f18b85eef42710cea07ff1df5e1edb59
2010-02-26,320730,ed48c178daaf291a1bdef55dbc6f9f1f4c88115be7d69fafd5f42c934dd1b170
2010-03-05,322200,fe7238c03ccb024710026056f37f38ac7938232d49f988f6440aca273db7c95d
2010-03-12,323212,8a6a2e9a7b508a3dc43646effcefb30691f99ff1ac5f7c3fd53a04895936a1ac
2010-03-19,330457,eab1940588126f803aed57705f0325a6212fe7bdf82b2fde2144cce957c2d0fd
2010-03-26,333386,e51de9b74dababe4eb9785056bbcd6901748c7f88fbfd36975a177c6a972ad0d
2010-04-02,335532,ad8e1ad6fc5b1431c6da53be3e28f732b20823143f53b69c03af9dcfb70ccfb7
2010-04-09,333330,72d1f3b66f55250a783e21720a2c98356f5688d1d71165fcc3d43be6d002f971
2010-04-16,335224,3c0f4a2479fceefab7ca5ba468237f24fe44eea93f9b7ecc8b4b888226d64091
2010-04-23,337187,5972262dd9b10a932bb19283c12224544f6e8ddaf46f12df8282d16dbcea0f6c
2010-04-30,339942,62f7f41f27c84adf6fc3456ab495ef7516df9355985dc1e39c19a9c43906e648
2010-05-07,341861,a58f684d88b3b89dc882909ebe4e493d123d9835002ca486f591a62dbf60445b
2010-05-14,342023,cb3c260d81bee4d18315622ceb03124f50c4a446d43651110b3331354989a781
2010-05-21,344483,ffcb84586caf544c6f54e8223cebd6f0b522aa4162740280457119c13463888a
2010-05-28,342581,241d14ebc2debd96804e3f24a9c570d9575ef9e8e987db46992982af42873fdc
2010-06-04,340906,3ea5ac19c51c4917bc733858b096ebf13ec75123a14de8d8a356f69117db7c15
2010-06-11,342596,ee30734389f9d208a7f85c695c22d7778609a628c788971c09b635007b998f43
2010-06-18,344613,36bd1357c969557fc65bdbf1c78c2e33fddb377895246fc99e0d4be0caf2cef3
2010-06-25,342606,e4bd91f9ff7fbd0ebd4bd8c8b0d25ea26f909aa38f5e3f119bc3c13140695f2a
2010-07-02,337562,a02a3b230cdba2fff04298787290c1dc9f07788083c18b046f027e15f8142152
2010-07-09,332504,365659fdd75d2bc78bcf15c8e148823e53663b7f72db4228a1dd1ba423cb9c2e
2010-07-16,332864,a0444b6ae6443b33dab74179204687940ffa52a8c2d516606c71a6adf176da32
2010-07-23,340172,ee759326ba781a744d1046bcfe85d848f538c618b170533efef2cc6236b14b4a
2010-07-30,337388,c2c2756c2190171f583f7fee7b88839423aba7c9baa8cfc07c71932e9c8fb24b
2010-08-06,334390,5e62caf9c7618e2e4528fa124d03cdebac6d6e837333b915a5beb0953093ecde
2010-08-13,333572,467cd33c1218e71eff355ad6db0dc7f9a6c91f97e91ffce1e3430ef00d25452c
2010-08-20,337680,3591121ced0ec6d06b969d5bc68f9e7bee270fa6ab532a407aba0e075a4197db
2010-08-27,341105,bb46e5b9ec8c162b4ce6e4480100efb0ada5b9a36b812cc3cc64f85ec6bb89bc
2010-09-03,339337,9d3acfd891b51480e5502b08df674f42e8cf2f7d85cdcb608f6032635d318026
2010-09-10,336848,9b404f3c02938ce6ea369f688b57080a5a02dc68deb34b6a5799caf131a538dd
2010-09-17,337818,53701b5b20e2c534e4ee0a62a9472afb8490dfc139600055e4a9dc26ba51e9a1
2010-09-24,337343,55df9b6a0adbd3320172f597c1a8a8bbedd6b8709490b8d259c940fdba156a3e
2010-10-01,340186,86ffa35f0369d337dd58714ff0038defa382b506ddc2525c41643d3cd5661498
2010-10-08,339770,ea656d44dd044e71a544ca5bb7d10f30eeba451bcbbeab4530a8c8de4ba2c42e
