period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2015-01-02,13000209721920.03,5080402933324.23,18080612655244.26,1,a6063d4bda0e9ba0032e64cd02e3f682645f9c2af339d7d518149236c55b6d82
2015-01-05,12999336609259.79,5091979772342.83,18091316381602.62,1,3b1ce6e885c730db23a3ae4691ab203e99bcc542fdc166136c3369e5af2cb488
2015-01-06,12999569410502.08,5098245548608.05,18097814959110.13,1,bfac098bf8bb091166c7fa4a656c360c9428a1c837fa523170b4863b03d42ef9
2015-01-07,12999091201359.51,5099169359400.76,18098260560760.27,1,fbc02198339e4e4e406875e363ecb183e92b5f45dd2c87a085dbf2e3f1194d07
2015-01-08,12981962678994.62,5102855241830.91,18084817920825.53,1,5381111a72df6e10482e0b7f611cdbfb3d8e8d55d19d0c6a09525dbe6fcc0f6f
2015-01-09,12981628166616.11,5104197907625.46,18085826074241.57,1,2510b87e24eb5e4844fb23c3c5a51f1e5c16df68d61f38ad00780fb243b87412
2015-01-12,12981011748689.49,5105935014396.30,18086946763085.79,1,1fd68604c64f251a721a4ab5ee0f5eebe1330e501a3a8f75bf089c339917cf09
2015-01-13,12980751749798.21,5111419040289.16,18092170790087.37,1,8ef09637061bf81639b8f34b877e79eae723838471f0092a34976dc160906389
2015-01-14,12981666559709.40,5099812054036.54,18081478613745.94,1,dc3431a99fcb422c978465b493c45ec2094b1d2256e27c246811a6fe946a4503
2015-01-15,12971949359465.79,5107659036053.90,18079608395519.69,1,8e357acb5107062647ee7a19b729bc1c9fc525ec71b9a591aa20e3d880d905fb
2015-01-16,12971502433051.37,5109292049174.10,18080794482225.47,1,4b3eac86fd60736dd47655f9eb2995bb6211a7165e11e5b520a9ae8ef54877e9
2015-01-20,12970475453865.57,5115572590633.82,18086048044499.39,1,df55de953608e5604af16e02332dc22cc99f5ad0ceb4e26de83a11b2d06f1f2c
2015-01-21,12971143199110.03,5112320907744.18,18083464106854.21,1,bcb0ed06cea352a0a9cee106c556e9eb3f5ff1b5d1c7f28abbce3d87aef38454
2015-01-22,12970391793262.78,5117033651915.75,18087425445178.53,1,fbe325d8a6dafc5dd1002f0f5ed68d7198bca4e8aac6168b79e7cb5f02daec40
2015-01-23,12970193212137.56,5116142389917.56,18086335602055.12,1,997e5274e1367c73c1d464cfb9619fd133362111e10b5f6a08a1674777f6f882
2015-01-26,12970484928522.46,5117242424181.26,18087727352703.72,1,5b5857892f2ff43beedae3bf20e5b25111d4b0e3e4b01188d79f3418d7b49252
2015-01-27,12970533962395.64,5124586126475.28,18095120088870.92,1,d85467bf1f34be3f78f07129ca1e4345aa63cb7ddcfbbb8fd0265ddccba6c6b3
2015-01-28,12970172927408.44,5112418150651.83,18082591078060.27,1,cca6a9029fe8573c832af975f31d94ef99526cb599d34531501a3a3afec53c7e
2015-01-29,12970704211784.51,5114359625997.31,18085063837781.82,1,ae93300e8c34d70f7ca45d5dfadff8b30ca7a83bdff9db1cced448ff5aaf77b9
2015-01-30,12984930426312.84,5097363731197.36,18082294157510.20,1,a95ee5cc8f675a81d14f7376dd60a257cf7e8e09da76f14191c304ebc2087ef7
2015-02-02,13009390741738.74,5089651495515.15,18099042237253.89,1,f39464446b2c065e210135441f3a324e634ba6342af1f12ac6b7ede970e2c7e3
2015-02-03,13009360166059.35,5089142063840.41,18098502229899.76,1,08b1b419b6d0a3e63f51de6d3efc5b4cd8e0883f85a5324ad15d1e9f2d28f6cb
2015-02-04,13010253116961.72,5089727160462.60,18099980277424.32,1,b289a78b13d5727106623f9e9ded0fe72c449ab5e0c0a865173d6e369a41bb8a
2015-02-05,13030729516506.65,5095147180924.34,18125876697430.99,1,dffb603548b6f622814abebc8469ea282026cf8f4be6b1540f36dba38b203c5e
2015-02-06,13030502916525.58,5094460056204.32,18124962972729.90,1,aadcf62b8936c62f0adc408b698eb8e55d468b10ed282d76fc298f076d8341c7
2015-02-09,13030240698387.68,5098270644293.46,18128511342681.14,1,dac6ea8814ca7d22b352e87be471b8ff2003148cb12026ff842ec9c7e9845a7f
2015-02-10,13030084686437.05,5102284183501.93,18132368869938.98,1,1fe863b9a41690385309d2d3fba22f2ded96453259ae6976204b9db76b0ff3bc
2015-02-11,13030765585361.52,5090085492674.00,18120851078035.52,1,04206055b41c9cacb0289b8f1a846c8352327ed1a8d05a9f8e74d966ba1503a4
2015-02-12,13044634775705.21,5092271492374.30,18136906268079.51,1,95c2ac17f1b7594ca0f84d12227448cfc27512713056167df055707bdf8e1536
2015-02-13,13044579279877.51,5092268467544.31,18136847747421.82,1,3feb7d8b5454c4b7e325a6652766b23c1b86172ece3a204dabf3d4270885f636
2015-02-17,13024634800903.09,5097808287731.13,18122443088634.22,1,04feeaf942810a64a16b6052392ca49d01dcd56ae3bc90cf1848cad4b6c0f3f9
2015-02-18,13025593746420.95,5097287809150.03,18122881555570.98,1,0b11644095c1d16c0a5ce9de06f8145ab02bf7daaac27b3731f85b552dddff24
2015-02-19,13038548288145.09,5099910953762.50,18138459241907.59,1,d4064d493c780f863e96bbf7d0ded98063c1a29e072295c05a81011f58c1b503
2015-02-20,13038401615591.31,5102123587712.29,18140525203303.60,1,5d18daa1d4454cac1b4da956a2de5f75ce6f3f11d6efed207d19cfe4537df705
2015-02-23,13037661212728.82,5103747870483.54,18141409083212.36,1,91287140fdc8140a99bbb43da60b49f4117178c446624919fe6b9e3ebc5a9a92
2015-02-24,13038072925171.88,5110032081051.20,18148105006223.08,1,f492864315e903b4f34a6462daa04bbb7472b866f732df3cb1909498aace4203
2015-02-25,13038635290490.76,5094721067653.73,18133356358144.49,1,a14f1934f369877dfd9ded6e2859537b5411c1a255fe94b865408c01596d882d
2015-02-26,13052462540018.66,5097290276940.94,18149752816959.60,1,ca9f71ca065bd74416bbb628f345f2d2898f54aa6669d273985478301ca1740d
2015-02-27,13074036284486.10,5081817556297.57,18155853840783.67,1,a060abd43f58ef8fdb97adfe8c3b42f882c47b18b76f5316c30d66d93b1222a1
2015-03-02,13082175825545.41,5071361991819.36,18153537817364.77,1,2f5af7983a3e97350930cec711f22b0eda53f1fe1a4d1206bce5bc9aac9ff3a8
2015-03-03,13083156868369.24,5066797663395.83,18149954531765.07,1,9ac0b49ac0e6106af394808ae702ac8c19cf5b0b47b1a101cd95812bebdc8a6e
2015-03-04,13083702031373.27,5065959927821.42,18149661959194.69,1,ed42c8b48c90dd913bf93f19438a0bffaa96b8957a8321a5d71dbd8e6ee6c2f1
2015-03-05,13078024754064.12,5069231729790.48,18147256483854.60,1,cc104df9055442663a72d80194bf9a130bdb707cc571ca4ee62b118b12b856a0
2015-03-06,13077605694201.62,5069392075087.61,18146997769289.23,1,69769a233b5413991e7df660a1d3cfa2df8e69aeed4ef4a3595a4c754e5faedc
2015-03-09,13076997087491.91,5073080721258.43,18150077808750.34,1,1551d4d88610afdc19be81a7da99771962013b8a301394a51dea2a10c45d52fb
2015-03-10,13077001810715.26,5078724990341.20,18155726801056.46,1,d053028d805d28c1f4498e10ddc1e485329eb1ac201b36d95bfcec9359be27cd
2015-03-11,13077260915498.60,5071708018913.50,18148968934412.10,1,b9506a0e31d69c9a17e251933299d8b22636446e73722ebfee59b81b72649abf
2015-03-12,13084088914698.28,5069727389878.00,18153816304576.28,1,bba301ea4261e58daa05200bb595d05ee10a593f10347ccff2886741a4eac8d6
2015-03-13,13083879612334.70,5068577726773.27,18152457339107.97,1,5107e60e6d2cbde79f593937ca029a4f93316986871b48e699633f2c9f9e2343
2015-03-16,13105395080630.25,5047033040038.30,18152428120668.55,1,c0c5804d2502c8f9da7f8ba15c8fcf70d73a82e071f6c12cd79ad1a3f2869f42
2015-03-17,13094763118421.11,5057655259910.33,18152418378331.44,1,e42621f2deb0ee62b8c16eff2a4f4a1eeb658c2ca6a4e07fcc08d83ed0c75acf
2015-03-18,13094247521169.80,5058161113885.71,18152408635055.51,1,f6465899f844cd2865897e2469e7a1b48989db5f120ffa41b0ac6294795183ab
2015-03-19,13091716944130.57,5060705119914.89,18152422064045.46,1,1dc5526ebf614178cab84f0ed04e77a2db9b8e0114fc0d7fb9a5e1b96343ada9
2015-03-20,13092726568180.16,5059685624134.77,18152412192314.93,1,1476377d86174d98ab3ff2354c886c0945ab873699213d8e710c5cdfef92dc80
2015-03-23,13090617194678.79,5061765374906.53,18152382569585.32,1,8c31685d9e60aee4dc65f50bf9c3feb2b8296a1528eb7e57de79bfacbef27400
2015-03-24,13084628174408.95,5067744518492.10,18152372692901.05,1,28d244de6affcfb2fa8b4855e3f11d15ad466155b3105f68b716f616affae2a2
2015-03-25,13098220411972.32,5054142403005.10,18152362814977.42,1,41e7b093c02e575f64f6b70a7a1b0b44a0be5b475b0b596e8f59f4fba34d12ff
2015-03-26,13097651409122.03,5054716102235.58,18152367511357.61,1,5f871a1efb9b819b518822fccc226a38704f4c965c520773a56ade9c24530f21
2015-03-27,13100142539623.12,5052215064666.22,18152357604289.34,1,1c0f540e911df4f17785b830bcf7c979ccb6fd31127c1a8aa615106768cc5958
2015-03-30,13099230739114.56,5053097136270.37,18152327875384.93,1,cc0559843cb4facbcd02375a73411a5f1147586173a624712d28304cbed2f7fb
2015-03-31,13090399293659.46,5061656903829.81,18152056197489.27,1,2ff10aa8b72a3c16d07ebea8fadada5e1d22773e5a7b321edaa1ccc62009439b
2015-04-01,13104928983917.84,5047117300462.93,18152046284380.77,1,9735c632a95a12216f7c53eafca8490a7f1c20105a759e5fdf8ff9e416420433
2015-04-02,13096591645300.69,5055530495131.52,18152122140432.21,1,1a63f87221c4031bd15679d7a42252056a44bd4ed344432672c4da45357729bc
2015-04-03,13113626313940.49,5038485705754.62,18152112019695.11,1,de7bca2ab73bbda76a236acc8118a09ac135cb4dfa5a9282dec64115a2ac62f0
2015-04-06,13108197438919.98,5043884210130.23,18152081649050.21,1,dbaad995635ff40c55b5c6ebc302e6c4b66bac529f4c9471079daf8df07d672f
2015-04-07,13102684021908.58,5049387501466.25,18152071523374.83,1,1f2d5f36c925189fdfecd71454f2cdf1debaff5dc0c8a2197744bfb6a561f773
2015-04-08,13111934743188.62,5040126653268.36,18152061396456.98,1,760f3801fb22e0561915b0e5991f4cf076dc7b60daabed2f2c1d5a035e49f6ee
2015-04-09,13101773120249.05,5050291237958.53,18152064358207.58,1,125986f9e816b72d93b8b72041c6acf124089c864d7cc47a00b3706969f5e114
2015-04-10,13102873615336.91,5049180587617.61,18152054202954.52,1,596cac860253f93dc71273007f2195119a987c243edbfa85329c6ea374f24cb5
2015-04-13,13099675824474.39,5052347905192.18,18152023729666.57,1,3a1564f6f0931fc7d4ba08be2de7967da49e4852ef449a77994af5deaa044585
2015-04-14,13092019642745.28,5059993926694.23,18152013569439.51,1,cd1cefb32e2d0ef315a19efb805afe23ed13d0cdc25caad040f9b4ac70637294
2015-04-15,13086497608550.03,5065505857731.40,18152003466281.43,1,1ee1f49b450f5af3eed0960b31a9878f3c574e1eb6b017ef3b5a1cf06ce6f9d6
