period,sofr_percent,percentile_1_percent,percentile_25_percent,percentile_75_percent,percentile_99_percent,volume_billions,revision_indicator,footnote_id,source_record_sha256
2020-01-02,1.54,1.49,1.5,1.6,1.65,1123,,,47a357e2af0670ffe4d19257cb6326a9180c9d84c37b7f48bf00366cd8cf6bf9
2020-01-03,1.55,1.5,1.52,1.6,1.66,1030,,,f4aa98d011d72d9abc532d7ef50e7ff7995957b80895bd2c50f5d81cd18e1b21
2020-01-06,1.55,1.5,1.53,1.6,1.66,1034,,,7e8d4d5369c0ad15c9479a362e96bab86804cd478c65e0c89753f1f60a14695c
2020-01-07,1.56,1.5,1.53,1.61,1.67,1028,,,a3eaf8355b5989dbcb2fbd545e86a3a7dc6a0eab39a55d92bbac6f28d84d7f7f
2020-01-08,1.55,1.5,1.52,1.59,1.66,1007,,,929da2e85939d7597c283ae02f8e99ea4acee3770063995bd2d196e18cb3a92c
2020-01-09,1.55,1.5,1.52,1.59,1.66,1011,,,45ecb3967c0e083d7931a32be338ace045dfcaf211227384217fff0a18a9558b
2020-01-10,1.55,1.5,1.52,1.59,1.65,1013,,,4008ed4dfac43156b3db9f5c80a55933222af31ce4f22f64dd602801e855f56b
2020-01-13,1.54,1.5,1.52,1.58,1.65,1021,,,20d3e6aeb82041025de95262a4bb99131ad96e1535cd426bfc33f0313799ad36
2020-01-14,1.55,1.5,1.52,1.59,1.65,1009,,,186f5a991f418c0f079b65bcee8433d2265bb0958cd20ad9163ab51b43c5bc90
2020-01-15,1.56,1.5,1.53,1.6,1.66,1022,,,243991472a30e4a2385cbbf09d5f1180d0e61c4bf2aa57e7ea604478c2c88d8f
2020-01-16,1.55,1.5,1.52,1.58,1.64,1069,,,a250d25d1453d88334b0baa92c2876ccc708759eedfabd3f58d376f8c23dc95c
2020-01-17,1.54,1.5,1.52,1.58,1.64,1043,,,d5939fe8d8783eacb08f539e1c084e6ea13caf54126b7a161a18c93fa1b918b3
2020-01-21,1.54,1.49,1.52,1.57,1.64,1067,,,3d0a315c8f14c97635afc94d6947ea34ab457f576ce03b8bbd6e19217c4e4db6
2020-01-22,1.54,1.49,1.51,1.57,1.64,1085,,,5bc3beaa5bc80797b98fa134a8a1b63633c430d579b95b7f15d35062795b9a8e
2020-01-23,1.54,1.48,1.51,1.57,1.63,1051,,,41a31d702df747729500c0e81892961f77845b7929ba812ebd7dd8a8ce8f804a
2020-01-24,1.53,1.49,1.51,1.57,1.63,1070,,,6645b54be7300218418210e78d39f979fea7bbdeb282e84552c40859068ba5e1
2020-01-27,1.53,1.49,1.51,1.57,1.63,1051,,,b6c7a9dfa19b39a6497f11e26490b3c8f4181a6642d25fe52a1411f559906582
2020-01-28,1.53,1.49,1.51,1.57,1.63,1074,,,966487823fe735dd7c2084a2624604d191edf32336d5bc6defde2c99d7a98925
2020-01-29,1.53,1.49,1.51,1.57,1.63,1082,,,dc1d7b554bac888f85e2bf302743a1dd4bc780c3489f6edf1599c2b382e301ed
2020-01-30,1.58,1.53,1.55,1.62,1.68,1072,,,dce7bd619005a20b78db9d2a14daa7fd240933b8bca421f973ef1ecd30e482c6
2020-01-31,1.6,1.55,1.57,1.65,1.72,1149,,,9d44e99c862b27610dcebda55b5a06bb1b2edfa3138c47fc93a4f7594593014a
2020-02-03,1.59,1.55,1.57,1.64,1.71,1134,,,8de11abea4be1c48cc7451665965ef72ec60a9e0ff764e63f3221a4f0f376ecd
2020-02-04,1.6,1.55,1.58,1.65,1.72,1161,,,5e2bb6ada6c30e0fd44b03e31b0db80b7878a8310e5409243547916d874bb4a7
2020-02-05,1.59,1.54,1.57,1.64,1.71,1168,,,83146bcc9c97862eff6b14affa22f52e0952027c8c04c53837445056ba04ad6a
2020-02-06,1.59,1.55,1.57,1.64,1.7,1105,,,24b8972d631c249a61e697adacd04268c6d1784eb1ee64dba1f234fef8fd1fbc
2020-02-07,1.58,1.53,1.56,1.63,1.69,1111,,,073e81a14472863b50bceeaa329afda211cff637bc691c36db0f3eb734488e6b
2020-02-10,1.58,1.54,1.56,1.62,1.69,1111,,,8313f737f7d829629c7450b6cc68848968d1b06c6874851ac475b940a8187263
2020-02-11,1.58,1.54,1.56,1.62,1.7,1114,,,b85c56186f075f819d62d8c3e2f2f98fa06553c35ba35d7ecfa00f8b1284d7f8
2020-02-12,1.57,1.53,1.55,1.62,1.68,1124,,,eb6b389d8f6b0efe8d6f73f4e7fbc4d8b3c107e2b9d250e53d6f65c45e131872
2020-02-13,1.57,1.54,1.56,1.62,1.68,1114,,,a7b4ec459732662ed744fdc29191b911e2e852f674d4a335723c0b48a8448d7e
2020-02-14,1.58,1.55,1.56,1.63,1.69,1086,,,a41875dcbf89256bd6651a1fa4e7127f069c768a288596307c540836e846951f
2020-02-18,1.6,1.55,1.58,1.65,1.71,1163,,,6d0c6e7b810d68b5b0732693abfffadbc5e8e57b75df5d1b228910e961d14ed8
2020-02-19,1.59,1.53,1.57,1.64,1.7,1128,,,0a44319f6c6bab7d33b1de1027df4d9c107f063e66cd2f11e12da092d7a21669
2020-02-20,1.6,1.54,1.59,1.65,1.71,1112,,,ef5c9a8eb50204ee461bfc0fd1d5ac5121074a3271ac45a225c9a598ad88dfb0
2020-02-21,1.58,1.54,1.56,1.62,1.69,1099,,,56fb53096fc2c66306d503c79ec1535fb9fae12aaed4db2bd70e05dd17fa4edd
2020-02-24,1.58,1.54,1.56,1.62,1.69,1106,,,18dcce0baf197b9e7d374f0607d95b5f61d287f4789cf2272624903442097984
2020-02-25,1.59,1.55,1.57,1.63,1.7,1122,,,cfc9431d3a82bb27fea74f05717fef7efe9cc3a2ca488743457eb9ae1dd72ff6
2020-02-26,1.58,1.55,1.57,1.63,1.7,1120,,,6da184c22008d9a87aaf553f3c41e8ac009f173ebacf6d9aca1e280cb1d99058
2020-02-27,1.58,1.54,1.57,1.63,1.7,1106,,,e6e936b7aeba2da2a35f0a305c5ab0c821df8d8637fb821c191e2a78b3b957e8
2020-02-28,1.6,1.54,1.59,1.65,1.72,1156,,,f463e6444d3f77ecf28d8d20b4b5099a6f9fe6ad91ac62af45b8950210e8f382
2020-03-02,1.59,1.55,1.57,1.64,1.76,1291,,,2d1c57bd1a12fb4c11c89a94762550a5fc9ee1f51b8854be7c7c15e28939a5f1
2020-03-03,1.64,1.58,1.63,1.71,1.81,1238,,,86390b818f95093ee3783edc4bcc0012113cd8f9d09bd8a80dfebfa1d21c9518
2020-03-04,1.23,1.12,1.22,1.28,1.37,1261,,,67102a881d79593d6fb4c02baae02997767c281baca462264454d6564d8a79e3
2020-03-05,1.12,1.08,1.11,1.17,1.25,1254,,,fd95ebedf384838916eac437e204427dd34e183958a640859342a1c447450933
2020-03-06,1.1,1.06,1.08,1.15,1.22,1295,,,340e4074d97d842d255e5d9ef549cdb795d57cb8a11bdf887e31e57d9df36d9e
2020-03-09,1.09,1.05,1.08,1.14,1.22,1256,,,b12d757e8f8ac7ceae4da3f0159a4984b0849df7e02a02a1990487e967c77b45
2020-03-10,1.11,1.08,1.1,1.17,1.23,1264,,,59c6f343fc872d6cf54190ad92982d946f6384d240fdfad732ddfff5777987b6
2020-03-11,1.15,1.1,1.14,1.2,1.28,1222,,,4924488fb9fd3f47a6f3fd02db1eac47fc18e3c7749928a7aaa1f73d350ae95b
2020-03-12,1.2,1.07,1.2,1.25,1.42,1293,,,837de1235bf882462fd1902f96ac7de0516f20b1a60df3d9ccf027903e9a3ea0
2020-03-13,1.1,1.06,1.08,1.15,1.22,1298,,,be695123bb48df1b4960b2eaa05b34daf1c46e3fe3491529743ec591f43c0a7d
2020-03-16,0.26,0.2,0.23,0.35,2.0,1306,,,6053a2353116ff47cce259702143898cefd656536a6ff4583a65581c07d0dfda
2020-03-17,0.54,0.09,0.5,0.74,1.0,1335,,,b2b6ac72417349c0259379a8e8bc5c9856814d8f4fa417a51d517468e8716796
2020-03-18,0.1,0.06,0.08,0.16,0.42,1358,,,51295c290a34a8d4280b9146ed8321a11ee2633303ceeba4b727af6060e5e2db
2020-03-19,0.06,0.03,0.05,0.11,0.27,1319,,,e7c0d4fc479204450bc4191896d20cf35588aa23f551649d1ce00dcd166b9a88
2020-03-20,0.04,0.01,0.03,0.07,0.18,1235,,,3a9fc93c527ef499fa9f061c8f0eaedc7ef5200356c3561b5ea9ac1c1c872683
2020-03-23,0.02,0.0,0.01,0.04,0.2,1277,,,fa16cc3c942c785a3dcbf2f73c43b652e4e971f559371053eacf4431b5c2ad65
2020-03-24,0.01,0.0,0.01,0.03,0.2,1280,,,f51a8a9356f40c45a35bbdf910aebc19df92525220f50d284ebb0c8b94d74ced
2020-03-25,0.01,0.0,0.01,0.02,0.22,1229,,,8674b4c0f0d21c95ba255ebf903de2de9d9de2e763a979b8a7af4c1cc8078f25
2020-03-26,0.01,0.0,0.01,0.02,0.23,1233,,,0f73aebba141fb5a49446e1791434d6535e179217426a98fefbba71e4a93f573
2020-03-27,0.01,-0.01,0.01,0.01,0.2,1222,,,9fc17eb42a83611e7b4ebb5d50f8e32e97ba0ccb2da5d51175902efffc589cf4
2020-03-30,0.01,-0.02,0.01,0.01,0.18,1157,,,961e605aa1f573d57238d2bf47745c51d3d641d4f210bc3826243855113a6459
2020-03-31,0.01,-0.03,0.01,0.01,0.17,1127,,,414842c23dee248bf276fe4bf315ab344f4f559f60651bcb2aa9aaee0edec955
2020-04-01,0.01,-0.01,0.01,0.03,0.17,1226,,,26cc583c7d9bd27971b7374b07033ef92b52b4d8d0d4ba3e542fbce36bc60a4c
2020-04-02,0.01,0.01,0.01,0.03,0.17,1202,,,15395e719680b52f147a63ea1a21aa3544f2cb8cfe2bd87c0ad2c03b92945e3f
2020-04-03,0.01,0.0,0.01,0.02,0.16,1266,,,e72df6e5ad9e156203aa6df87e9e357146ccc7e365fe2abbdf4220ebc47fe8eb
2020-04-06,0.01,0.0,0.01,0.02,0.15,1254,,,f5c7680de7db2ce0c290d428ff31c6101934aedc893e0fe98feb9eb537ced36f
2020-04-07,0.01,0.0,0.01,0.02,0.16,1226,,,0af5dd867c67bc14fa0510e98e26934c436e944fc6b0561abccaacebb9d6d29c
2020-04-08,0.01,0.01,0.01,0.03,0.16,1152,,,822a67f604f99fdc548debac45219924f633b457be38088d481447f7b2c577e2
2020-04-09,0.01,0.01,0.01,0.05,0.16,1160,,,5bfec64188acfb9abb909b55d5e14fffc35c8e6c4117565eba6268bca67aa1e5
2020-04-13,0.02,0.01,0.02,0.07,0.17,1193,,,4c6ffaa5481503a5786b0e44f63d8b2a33c18140f8fe081eef7f8edd20cf1351
2020-04-14,0.06,0.03,0.05,0.11,0.21,1152,,,acc7bbd63180d1c621f7032ebf22b99aad0d00249e84d238de3cb306a17a385e
2020-04-15,0.03,0.02,0.03,0.08,0.18,1257,,,22286d5b3385bae7776ae635ce9b60de089ff602a837bec3865d301527b7ab82
2020-04-16,0.03,0.01,0.02,0.08,0.16,1223,,,2c05a606bdaf5447c4fb8784754dc565f697ab8b61b6957dc832cdfdb61010d8
2020-04-17,0.03,0.02,0.02,0.08,0.16,1231,,,69edca51f57b0698bf976f20f873c07c8b64eabc1d6eed06874ac640cab02c7d
2020-04-20,0.02,0.01,0.01,0.06,0.15,1158,,,8ca6eef4b962933e53309d0c53c34fcb0de2c981edda04cd24de222690143d2c
2020-04-21,0.01,0.0,0.01,0.03,0.13,1163,,,da996237377c50be176c9070d01159b1f526d4400d45add145102fcc00735910
2020-04-22,0.01,0.0,0.01,0.03,0.12,1158,,,5309a47d0217837847044cae68537a4c5c83bde8dcfbb5c095248bc3a283c9d8
2020-04-23,0.01,0.01,0.01,0.04,0.13,1141,,,5f7a6c0aafcff820362bc4f690d6bb37fd8f948c390a1de8701afe4baf2cc8f8
2020-04-24,0.03,0.02,0.03,0.08,0.16,1208,,,29073f6985750b92e5645f4996682ace55a12d1af797e5c4358b97b40288966a
2020-04-27,0.03,0.02,0.02,0.07,0.16,1145,,,de07cf3db6e00543f86ccfb8ee54392bb36904a36e3daceda172a96d8f18988e
2020-04-28,0.01,0.01,0.01,0.05,0.15,1165,,,71bb876e65abce3104f0e4559d264b63649c2fa033701d35087bc39f56e71d4d
2020-04-29,0.01,0.01,0.01,0.05,0.13,1141,,,9b62303475794ce94a012e8da27392fe21ece2997f42ffec6d55f41287938488
2020-04-30,0.04,0.02,0.02,0.09,0.16,1180,,,5264a58a149aa1477f2c94758249daae57e7d6c230ad9a9736c2835e1e613d73
2020-05-01,0.03,0.02,0.03,0.09,0.16,1190,,,d939688b707d492d9c46c22cb2a76c2e145b0f539d412633a0cdb87123d6e993
2020-05-04,0.05,0.02,0.04,0.1,0.18,1184,,,981758a9153ce698934a9f450bf298fd0bed1ec23b7df2142813c6e7f6556f69
2020-05-05,0.05,0.03,0.04,0.09,0.17,1172,,,a8d8cdb3d817112618547f469febec4df6b3f0152b1a814005a2fa7f81b1973e
2020-05-06,0.05,0.03,0.04,0.1,0.17,1127,,,ef5daa8c3fc26f2742b60f534c53b6e0b78d5b649c0d86fb0089b9e948d86c30
2020-05-07,0.05,0.04,0.05,0.1,0.17,1127,,,4caccaf0408ff14086bcde45054a1e7cfd5250ffb8e8c3e2af6ac2284100ccd1
2020-05-08,0.06,0.04,0.05,0.11,0.18,1142,,,9b8cf2d3f235b9bb82c127de73efbb770423f36180acb57c02f7b745287e7d42
2020-05-11,0.06,0.04,0.05,0.11,0.18,1123,,,377cdbc87d472fd4197abce1c2c839bdf313f1ce63b3ee9dd315f9c7ca96a37d
