period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2002-01-01,2.25,A,F,,0d7015f17064d752e10538b15c99f7b2c0a9c6e17622a886ed19784bde65dae1
2002-01-02,2.25,A,F,,7b47a40508ab32b84cb3ca8b3d600971f0d90cefbe1f13d1f71be5f465ed3ecd
2002-01-03,2.25,A,F,,c08ab620d47c57d6592e120de9d48f9700c7229b8b70c87f3a4310e4ee31a42c
2002-01-04,2.25,A,F,,72001577ed168d451e75823f6552713ac7d6792611572fced054a6f40ab92dc0
2002-01-05,2.25,A,F,,cf89d607c582ebdece736752d02cc24fb1e7a7db31070d15d5fcf93cdbd3be69
2002-01-06,2.25,A,F,,7ddd735d5bfe776fb2d7fd3650be89022268b99958d7c1f73217d77da99d2e30
2002-01-07,2.25,A,F,,07c54f69ffa3488a3866653897f220442a650f56ae563f95ce447a65c2769553
2002-01-08,2.25,A,F,,089732538c7b22ca9dae72a291ad117e0761488bd5d305c070a2b028b40fb4be
2002-01-09,2.25,A,F,,74a3a4b3d6bc0726fae46c1e2b7f43253ee7441db37bee4cbc1f1356ff831566
2002-01-10,2.25,A,F,,cd1a3512bf1ce60b176338bd3227109915e754ca14418ba96f4de06af89a4605
2002-01-11,2.25,A,F,,f88120751c7f249e6bb7320eef760dd49ab58ba79eda6c093336af53fbcf7edd
2002-01-12,2.25,A,F,,512d1e20aa804411b0d45b1e82191311fce011ef4c997171bee30b43d4a13bbf
2002-01-13,2.25,A,F,,2fb840c3a746f11655ffeb29743d2a37d643f3c8ace454f2df9c511707c00511
2002-01-14,2.25,A,F,,99583e1e702d25821213aa8237896cb8e7c06eb07ba634eb95cb4c98e051b730
2002-01-15,2.25,A,F,,777a4cf524dc67fadd25e52d9d392e70f37d3073e6eb3ee202b4679539a577ca
2002-01-16,2.25,A,F,,2f6ff04e9515502d4fa5b5ee134d018cd58a17a60dec372617ea5c6f2fb08267
2002-01-17,2.25,A,F,,a3690a10b1d781e99ec837c2452279618f83d1f70e6768fbc62daa9c5f8e39d9
2002-01-18,2.25,A,F,,a0a0425aa1bc1ce5350d23907b02845b176e4e9c595c62258204fc6592609141
2002-01-19,2.25,A,F,,be682ac383255a2682d7d4c968571fa67e50c79db66fd04c2d4f884ccd826e06
2002-01-20,2.25,A,F,,addad14593f24ce24d74cf696c5f9de0366fe10bdd94f57f3343e8e6b2dc9cbe
2002-01-21,2.25,A,F,,96b295f150dc360684968251c39015ac02dedc153fa4efdd832a43c440f95b73
2002-01-22,2.25,A,F,,df964f78395cca38028001a66754cfb403eedd1b2e04970a6cc9af45c4b4bbd2
2002-01-23,2.25,A,F,,b4269f4f9a45d36b099bd4772db787b5b6291c743d79dfa7cf851b447c99429b
2002-01-24,2.25,A,F,,fb69a578b4170a425482f5972b7c113ee7823a0f95412471aa68bb220de89799
2002-01-25,2.25,A,F,,20d8e9d9c05dbdafcd00507eecb87d32e74daae1ed7fbf239339bf10c60714ea
2002-01-26,2.25,A,F,,90252ded1980ad1a3238c2c13b700116035e50474966780a5a56fa8b20920256
2002-01-27,2.25,A,F,,18c7a15d0130a19850e52e1b7b319c2a742cc736ab9824d50770db4dba93f391
2002-01-28,2.25,A,F,,729dca397e323b9b23dd01f258f207d5398156596ea50134993727effc21acb0
2002-01-29,2.25,A,F,,7aad4425555d9b57512f1e56d82849cd7b647516296aea05528e61470e8fe577
2002-01-30,2.25,A,F,,bb1c3a0214b80c2b93fc7ed468ca916e2e8d204a5135a574bab9edf8cdeffd2e
2002-01-31,2.25,A,F,,01f2bb32fcebddda89405e3556e8ee67d6bd8dd5ae104bbdbe5bcffc5eb3167a
2002-02-01,2.25,A,F,,849d46185e60d64a5aee00a21c2695d58bdae0b433c8073e06f83c4836a62e41
2002-02-02,2.25,A,F,,25d07cb2364bbef62f5ac8b1c7ba6c8eeac6b0047e6928ab4f94200d081bb231
2002-02-03,2.25,A,F,,4f32f57fdaf89a56231eb2eb1fe8aec145aea77b66148b7c23b036f204f7e080
2002-02-04,2.25,A,F,,cb6eb1c47ea0c75f4c9085035d470f612bcbe96d235fe4a07b681f2fe37f1384
2002-02-05,2.25,A,F,,38527e5e368e91f09a38548fafbc9c29d8ac185e725a7c641ef7f72716ada868
2002-02-06,2.25,A,F,,2c15b5ed266f393b585b5057d7f593101dd145487288e099003b8a66efa364a6
2002-02-07,2.25,A,F,,749685e14804f57f602087fb581f1691535afa67ab09652c916dbf4962732c7e
2002-02-08,2.25,A,F,,d49efd34087f4688f431bf814dd58f35697b5b43cd758a3134b6dd91fb509316
2002-02-09,2.25,A,F,,7563875b3cad5105746d6dec1412132d890356338cbfa5847ee8e8fb5b4858b0
2002-02-10,2.25,A,F,,2930d3c4eecdb44c1788887ee8355cfa0267ce88996e6794820b2c8752ea589b
2002-02-11,2.25,A,F,,b49df0e4a989ac484ab66b01f7eedef2935aba065116f47086a329787ad5c06d
2002-02-12,2.25,A,F,,6ce47002e61f0bffc01c04ffa9884b82567b74f9039110082984f5e11da2705a
2002-02-13,2.25,A,F,,c46f323687fbd73e8608362f1f58d3f2577020b324ce2866ac12b9d34a6c51d9
2002-02-14,2.25,A,F,,1c3dd74203b4bb7d05e789c1b9164668bcb99529e5f2e53ab866823344e6edf3
2002-02-15,2.25,A,F,,504d68907983c8d84c57428ca82a85f0dc26f81ea86e8c72aae741b2d9272d7b
2002-02-16,2.25,A,F,,3bb156b59be9019065ef3db70ae056fcb60d66fa21c9fc8d41fabc3aa0286b49
2002-02-17,2.25,A,F,,f2847a5b23dbb6ea59909173b29195f4df4375839f6f18ce0c3f83aad9b90240
2002-02-18,2.25,A,F,,a28c46c62b1751c50af1a2e7172c13917998168ad40f5230cc0856ac6d0ed1d4
2002-02-19,2.25,A,F,,407c816311658e94b6201e9e828991bccc69eed0c94c8938ab52ff40af8fde0a
2002-02-20,2.25,A,F,,c3cb65c3351e0bd84def6df49eb6ee349ad957ef39cc74877f328a9e55aa364e
2002-02-21,2.25,A,F,,7b0c385ef4d1e00724af0cf1fb42301bd612fe0050f112aed329029bb71ae0ac
2002-02-22,2.25,A,F,,b00c6248e6882a59b26356d3b048c9b62461f79587098bce78d06c4d3d59e03f
2002-02-23,2.25,A,F,,375da15df2c3e6c93e2fea2b4d0f75ce5ce3b1e3927707e6439003c0bb740d54
2002-02-24,2.25,A,F,,3683d9d94531f308155902797030b41b5f6d1824f5e1e4226bbc813cf4312005
2002-02-25,2.25,A,F,,7077e27bc08832477f3b6daa4e136ca131e8c2c1547ebe32d508b8c51d61ac93
2002-02-26,2.25,A,F,,7e5f25a4ec627e3307935bebcd460bbcac3af27cc2ded640d4cc255d13caa481
2002-02-27,2.25,A,F,,faf8a4fa38ed0f7a3181a5533adb44d10195c4c5a5712277ac920d0f413beb1b
2002-02-28,2.25,A,F,,d544536f56bdc3078b670facc531fc94f8b9a9e873ada1229608d964b72ecf75
2002-03-01,2.25,A,F,,c24c951ba8d5f29d051315c406b98b1a5852c7f351b7122890d0062b2eead430
2002-03-02,2.25,A,F,,022282289c3d2a42c6c9e9735436169162658b99f448957f46f6324e7b672005
2002-03-03,2.25,A,F,,d8d1624e2b1465e3e2515d2c71bd2a7d21b4bd6b21aa9ce447f0b947b33122fc
2002-03-04,2.25,A,F,,d316f70ec06ac817a47a4e016adea2f04a36a0aee8c2e26b68dc9ea56739dea9
2002-03-05,2.25,A,F,,286fee72706ac2b973003121c081ef98c149e02cf365be0d1cb3b86d080b953e
2002-03-06,2.25,A,F,,b4c6b116b983538553a443d2803c27167a99de4476b7a597f731718f4207dd4f
2002-03-07,2.25,A,F,,62d0d101ab4c7fe1f195dfddf741844f9722179790bc52ed86a2675d93904b68
2002-03-08,2.25,A,F,,0cb1cd6082672e7d6cd48b686f63b6d1bbc58eafcd507069882bd71e49f97e2e
2002-03-09,2.25,A,F,,6b50688e68d01a7a41bc2875a80053301048395f829233906e4dc4146a685096
2002-03-10,2.25,A,F,,20fd7b5eed43c65e24e0742c063449463149f12e38d20503e85d4af6b37d0146
2002-03-11,2.25,A,F,,8b16f92251e8655793fcdfa03164572a0e4557845f4c20c1ab9a2c699b9ee5b8
2002-03-12,2.25,A,F,,3b3d9038558082129c32e36589b884d3ad52264ba553479412af7f7b6c076925
2002-03-13,2.25,A,F,,f7180bd2d4f4af4ec90844ca98ac8eb5ff29c06e664e6db7d56e095718dd18c8
2002-03-14,2.25,A,F,,98d2de554a92cc3d3f4a05e8780c98ca9fefc90a3e2e4e89587cecf0135e897b
2002-03-15,2.25,A,F,,868c35ee4f5236f5b436a9389e4414ffcb680a5644633963abd0097aaa0c70e1
2002-03-16,2.25,A,F,,768a7c101db6b6b557b04824e59f1e1f02e6563f8dbf8016f432a8809319075c
2002-03-17,2.25,A,F,,d1cca651e7358f0bd4670daac26d2151a5a6ddd0b39f506737afbacb8caf0a63
2002-03-18,2.25,A,F,,8ef84679021e0bae11ddff06f8a322582aeb52397b86407ffd77f86b2b136e91
2002-03-19,2.25,A,F,,4fb342b221dcdf11ccd42cf5db7a328c97e13423db3ceada968b05f1dc1ee096
2002-03-20,2.25,A,F,,48bf9fd5526d63727c397394c3a36e0449e2cd70385018b7c202fadc48c438dd
2002-03-21,2.25,A,F,,2fdb2320d23b7a80ccb1f74a576815c4784f690699d468b2e1762959be8b943a
2002-03-22,2.25,A,F,,970c5f8ee872aa299077c815adf92b2cf005d4fe545f740dbc8fcf142434a68d
2002-03-23,2.25,A,F,,8cbf34b256a146c8cecbf657e59d42ebbd8685a82c9e5acc3f7dfd7eede6c345
2002-03-24,2.25,A,F,,0aa5dfa0cf350ef6d8a4a22d39b5431194e997fb20d612aabfeaf4235ab3200f
2002-03-25,2.25,A,F,,cc44fb0d7dc162b718309029277a18434f3650e656774ba6f7d6ac89a10cb20b
2002-03-26,2.25,A,F,,573f7dbb45b1bcd0052a19b1bf6bb424ad7f1b534636aba04ef2732958f31a30
2002-03-27,2.25,A,F,,3c5fb297605af6595db923eef150de9547627028b848510b424dc2fd3d45a559
2002-03-28,2.25,A,F,,443f1efa821cee8bb6308e7fa87e43e72c81e99a4789e860a0509dc79e472ef2
2002-03-29,2.25,A,F,,ff24ba820e2da0f1f091992239e04b40abdfd3904cf4fed8ba95928547eb3a33
2002-03-30,2.25,A,F,,9d19e98ac9a1e6855a488b08a213d82685bd6f0a7fbad83e1ff9ab9e01a5386f
2002-03-31,2.25,A,F,,4842a7a04ccbda0399f6bb1d8fc865cfd6ba61f2c25fd0028e0cb5b72f8eab06
2002-04-01,2.25,A,F,,38000fa70cea29b65893f75249c36e52c796f0d8d8824dfca16077926355ad8e
2002-04-02,2.25,A,F,,264c02f2f8636294363945223084dcc157be91ab334e3c912702c0bcdc419f79
2002-04-03,2.25,A,F,,fecd5f1d3b91e7e3316378d2b6726adebbe7efdebd49af3cb05738c21eb4240f
2002-04-04,2.25,A,F,,6ca308177d38f114123edcba526810cb4fb78f2d94742d97be7eed7be50ec1ba
2002-04-05,2.25,A,F,,7b5392d6df23073c553a50cae68f6df914326dbd9147032f7cd5df8854cc0777
2002-04-06,2.25,A,F,,9ccaeca220c7bd3ba86667b3f30679a2b82f909eb67e06479559194fef570e45
2002-04-07,2.25,A,F,,695b84d50eea086a8ee523905cab80f1e1465a5a7a33f983d1dc8e00e22e9e8e
2002-04-08,2.25,A,F,,b582e940b09883442ae3b184168e1f1324b743b141336fc7e5fcd46ce67a8d01
2002-04-09,2.25,A,F,,98816beccf15d42d56c41b1acdfce93c5e0b2eda5a5c759f05b5487e3f3c9b2d
2002-04-10,2.25,A,F,,df3349d015c2e51470957c633519e9450fbad83498dd35ec5e1bec96e7a4cf36
2002-04-11,2.25,A,F,,baa0b94ba0438d87e7d3607d0e6ef94fc16a27f215e19f2b0477da1c98fd9ff2
2002-04-12,2.25,A,F,,a0b81a80b2c735c3aac0373666d2d0b3a6902035fe230e3df245e48022dadf89
2002-04-13,2.25,A,F,,645fbd749f07ec3ca9531f0544b95da54431d321f0e073bec05341b429c67c19
2002-04-14,2.25,A,F,,2e5c750929040c27fbc67062a329cb98f8aea0768f5aa3a86e3da832e3471f3a
2002-04-15,2.25,A,F,,c9ada7e59992e517aa18a2832180bea4d58b5fb559129db45e5e3a7bd6932f54
2002-04-16,2.25,A,F,,8072d7780a157dfed3eacf8f41bdc496c3def229560b596aff36146323dc0f9e
2002-04-17,2.25,A,F,,1fbd577d7f3c0284e6861d8f5af133ceae85a24e79449cdaceafd8fe4d532c02
2002-04-18,2.25,A,F,,28014f873fe5bb6f497d82f39e9af9b58e38ee23056e6c0c19976dd24f749d2d
2002-04-19,2.25,A,F,,437ac8a70152611f97eae0f31041c1389bda48bf19c30f7c1aa42a8ddd328c35
2002-04-20,2.25,A,F,,407c0022d8635b9ef81254b52b5c10c3e3924944f3652d2145a7a009fe1d1bab
2002-04-21,2.25,A,F,,f6a35e19314161dc40ae42b47e3167c114fc3a35f18a6441f22641a11e43b4c9
2002-04-22,2.25,A,F,,e7d5114074f419477cbc3d62b3ee3c2843097c4f8b8a11df590ce264e4aac1f8
2002-04-23,2.25,A,F,,820408dc10e152230887eee404841717658753d919634c9e0172296d85d25cfb
2002-04-24,2.25,A,F,,f2f04dfcc289c39ab8b1b1d72645e13f40622beb4da455f3b5dbe1c21c2f3f79
2002-04-25,2.25,A,F,,6305caa9ca11ed9e966733937ba633e31f064c3a88eb7304dde33721c345acb7
2002-04-26,2.25,A,F,,eb7be30eac4e32cc759e0e150bf4a1a3a60a37e73f815b1f2f8fd0c3635665f3
2002-04-27,2.25,A,F,,e295993d44c9c399c0e9ca1c42998ddf9aed761bbbc746fb9e0be897313032e1
2002-04-28,2.25,A,F,,7217af53089835369315b137319b81758cbd15f680363fcbb0c9aec4afe0e563
2002-04-29,2.25,A,F,,2c9bba62c2f8a81d6be0f3b1a501ba41a0d51c5dec87e33cc1870becfcdcaf5d
2002-04-30,2.25,A,F,,e2877c9cd0d1234ef9c934abc52852c83790e674cecb556dc13febc5ce44bcb9
2002-05-01,2.25,A,F,,b57e243e0b43578e376919c0094f6e01a0023dec4d9ad56eae74c871e6ad2724
2002-05-02,2.25,A,F,,10310d9b726493ee9077e74a34c1d73eb22d4dbfd3fd6795c1ab0c06f55d69db
2002-05-03,2.25,A,F,,42136196855f4617ccac91a8fe7ff8c8df52e63be29ef64d995f4bc9c1a0596d
2002-05-04,2.25,A,F,,271a6bcfd00a0e1297bcccd43b71b2f8a6f19008fa471883e7882ea37028f8e2
2002-05-05,2.25,A,F,,eff7f664b67e6f0a7d4106ccd2e4bbf7a0c4e088d50888340c4e469584548f55
2002-05-06,2.25,A,F,,b5bbe4d044ce590fc052cfec61166091b07e88d7ac192318cceec57318323f4d
2002-05-07,2.25,A,F,,0b0f90f8cacd887bc818b6224838870b4c6a6d6fbbc6438a8bf726e8ecb971d4
2002-05-08,2.25,A,F,,f23cf9f56576bb7fe4a7ce04661e45bef95a62cbeed79d37e668be2a735abb04
2002-05-09,2.25,A,F,,afccae1172505604769f7245dec6b7ec2b80e9376b6cce183eb9fb5908117c4c
2002-05-10,2.25,A,F,,5f8c0adf8f8e61e4a675d44da4af36f272ef0be356d0a0658cf67f7657cb06e3
2002-05-11,2.25,A,F,,877a1ed039be77b3ee5a86a7c8e71c14e5993b6a3a680b72964fa72726fb03e4
2002-05-12,2.25,A,F,,e5eee63ee3e662459bf8aa1cebdb68e3f1901f4f33b2e86dd4e9c91ab4c30122
2002-05-13,2.25,A,F,,e9332e123f4f65bd6a0aa707273d31713d0469dcf1fab861a672fa568c25fed2
2002-05-14,2.25,A,F,,c51235122dc8eb68f1b5bc3ae98bfe959d4591c883a79b576ba3f8091d75c3ad
2002-05-15,2.25,A,F,,7dee68497dac629e449cfb249d86b1f50abe980dda72804e5c6efbe0b3ec6515
2002-05-16,2.25,A,F,,be9140636803ac9d195fe4835382976993e66c34531fd53d9caa7ad9c275065c
2002-05-17,2.25,A,F,,5858b5358be6c11cc5123d9bf1ff571854458ee349912288a50ae8790da8d841
2002-05-18,2.25,A,F,,81de1acf6d877c83ac8e74f6377ed0b3273f3bdfaacf4749d90313e324d19bb2
2002-05-19,2.25,A,F,,fcb7ffa9558982fc31b969ad91d5926cde2555b82dc20bebdb48807227695b35
2002-05-20,2.25,A,F,,8072c78239e5ed1640c80f5cb17c6c1eb7818ca36e10e3d68eebb02bf010f478
2002-05-21,2.25,A,F,,2439c42682235c5e39c913a08cfe1a742383e1628a9665224d3ca42d3aedf704
2002-05-22,2.25,A,F,,01e3cad7c68341dd04288dd7ad3549297a7d7ea37360b7df3daf2a8959877f97
2002-05-23,2.25,A,F,,5fce2db97ee879b5543dbdbe0f4a4d1d7ed9bb36ef7c9d577bf6f4fdb187f754
2002-05-24,2.25,A,F,,848f25dc990cbfb235a507deb236b772407ba6a161303822ed21d05ed2546693
2002-05-25,2.25,A,F,,f7497257fccefeae2486359544e9a4f4f276e64cf168bc6e87d3835581aa94d6
2002-05-26,2.25,A,F,,f7a8a6fdef55a5500f16b03f28d123a03ab627b5fe9001908ba69cf830de5d03
2002-05-27,2.25,A,F,,7cef32f71a5b995ba0f929f80cc3b92187c606a223de0f3aa2a49ac9bdfdf6b0
2002-05-28,2.25,A,F,,a78236cb363541ea6b57413f774f798306f0fd9ecbd1706d776035c9d5d83b18
2002-05-29,2.25,A,F,,48acefbf1d6178ee228a8b00c7b8989f4c31e1f534f89340b7dd46c640dbf592
2002-05-30,2.25,A,F,,1645157d49a23d6b3b001202a45b61fdef95488500c2b6bf7a147bbbdf825389
2002-05-31,2.25,A,F,,89afc2dd1d31f0056fd179ead853f24504512c4f0bf81ff97edc3ccee60f30e5
2002-06-01,2.25,A,F,,438fdaf36e9499da466c495c6872a544225ff4d9a3b6b5be006600f9c8d78e0b
2002-06-02,2.25,A,F,,d639dac6d26ee261641fc9a17b263f7126a21f0317c5125b619c41f587b5123b
2002-06-03,2.25,A,F,,f020c03388f76a81cbd263b1d1986200b6a4d682d0b405a724e13274ddbe40b7
2002-06-04,2.25,A,F,,9333545894e6f868e8bdeacb6c3ad44ec1ea0bf1550d849abe1cf08a389acc60
2002-06-05,2.25,A,F,,7feb5882ffaf944b5fe3c8c537aebd4f0638bf5860f370e1a355709675ef3d08
2002-06-06,2.25,A,F,,c95c1c4447a4bbbd392bf35aef0a2abab61a250d620e1862c389f1aac4100392
2002-06-07,2.25,A,F,,fe22e7c6ef2c67a979590ac92359260a35dc30a29d207f7200f6074b2ec81468
2002-06-08,2.25,A,F,,a3504b1f8e0a0029934f13de2624ced78562b6d9287405c86083f9b53fab4860
2002-06-09,2.25,A,F,,c487c76a66539dd473c0d4d5041bfd977d29ba36bbabc951efd63a46d9bfb260
2002-06-10,2.25,A,F,,da342593a7ac727a9a0cd6ceb04ab91485e932e3c0eee6978f334ae965e61d14
2002-06-11,2.25,A,F,,b137449a7a1186273035efcc936ba8c0a13401d2433ea28976db90a479828fc3
2002-06-12,2.25,A,F,,07f2d2480c9cddcfb94e43f7aa098190abea0694ce1d7fdb568f11bd12dfd90d
2002-06-13,2.25,A,F,,cdc4b147c41a9078f9f2c881fce7a313585d15e420197d3b644ff739b66877f9
2002-06-14,2.25,A,F,,dd62695e93b0ad959f2c1856e4fbbfdda80e11e572971a87e5ffc95a5fbff9ca
2002-06-15,2.25,A,F,,8dcc6148965489c6fb76978d9e2593e4106adcff2b7e9d77b2dd40ebbc2b0b7a
2002-06-16,2.25,A,F,,1eac6b37d613b640accbd6f0767e656c33825c200014497349c5d2b259e91b71
2002-06-17,2.25,A,F,,c080a9f15414ea00027f9e3bea3f6457543a886bfc42819a2e7a635888a0a113
2002-06-18,2.25,A,F,,27f2d047226f8dd95b6ab4c648e3014342517287e9cd926fcba3f338f8de0361
2002-06-19,2.25,A,F,,5986c528ee04a45115c9de906f7cbe235d1d607ec0f9cd9cfd04bbda9a852d48
2002-06-20,2.25,A,F,,c5f10461b64e6834c166b2997f61f82b8294e3c360dbd8e794e0a2d11e1076d9
2002-06-21,2.25,A,F,,55a45b3ff0d8476eda3d26c5ea672fb68b31c2757659a4f0442ea8144de2c424
2002-06-22,2.25,A,F,,c875c9386a0f377c3cf764cad9e18820aa9cbc146628a3de87bf57ec40d2e2fe
2002-06-23,2.25,A,F,,4bdd6ce2e86675103c3fed86ba204b5b34db0bc149a0db36ad6942d8abb88c2f
2002-06-24,2.25,A,F,,b34b4ea893ddf8bacc85d8d27a98ee69910038ce38eaa5d452935e09463f4773
2002-06-25,2.25,A,F,,12e6df90e48f949a4bce658366edbcbbd11abba50472ace2f5c8b9d4d4f3648c
2002-06-26,2.25,A,F,,6caa9d16c4ebd05dfbdafa35bf4ac1d92417daef5a64e9c8937af32c4bb6ef65
2002-06-27,2.25,A,F,,81a4d86ba351e268b38a37256cec6d2a1830213f012f26d46bd6349d49077342
2002-06-28,2.25,A,F,,f30c66d311a795fb865ebdab9652ca20b0d4c6ec169be113c9d4caab2b2c429f
2002-06-29,2.25,A,F,,c66c67aa281937c2f7bdf3586af87672ec5f5461ef0e9444be069c5ef7046e1a
2002-06-30,2.25,A,F,,e3802ea17153d66bb6d1f5f1a251f383c7402ef7e4b7eac5f47fadf1e44ab3e3
2002-07-01,2.25,A,F,,9632e80ddaf9b7c11d7805e799a0b0b64dc7feff428578ef6520e90144079917
2002-07-02,2.25,A,F,,6d65ebf7490ae6516a86548a173ecf6b323bffc7529e28395be759158d46b21a
2002-07-03,2.25,A,F,,abe32c00da0d79575196d72e742ff0e7b2c90e4bfcb4f859d92e23d3d2ede746
2002-07-04,2.25,A,F,,b33be41b22816b476665d36ddfce40c94e60e41f538643067a2102b1ee5ba8a1
2002-07-05,2.25,A,F,,0f67b9d14a40902212c155c76b478c8e8799d4a4a2d2b019a77e2172ac2e4d33
2002-07-06,2.25,A,F,,6f97b5aa705314b98f967edef3786ad02a59956f38a8c79e281f3c6bf2a893d3
2002-07-07,2.25,A,F,,66190171dc0a23ae53253523b4f1fd9418bfb106b8e57a643d5d2fa07c521455
2002-07-08,2.25,A,F,,72d8d03a107e599c03cebd89d5a203bbc5edf40d7fc143eee20b444112403588
2002-07-09,2.25,A,F,,ee93b70860ce1495b7cd0a7abe98cd9abbf07ae4740223bbb9b9e5c58b4d0f25
2002-07-10,2.25,A,F,,c46430511c8af32b1963d82409edb6144c7032914cb94f6092764e276f220bc4
2002-07-11,2.25,A,F,,2e51c75adf68153a12531efe8deed46155778a9b118743d14c1b7403baf6cd88
2002-07-12,2.25,A,F,,6cb24fd4211ac5687fabc260e3fb9682cde2dbb683770f7f7e38376732b4bdb9
2002-07-13,2.25,A,F,,ab7e3fb6395d5b860bd27b7c90e3d8c500d6e4c6b5e56a424efacafdd3ff8e5a
2002-07-14,2.25,A,F,,fb2f1010b467cef825fd9f70aa1b96a4dc5fe6737f145c8a008964eff4058b6a
2002-07-15,2.25,A,F,,62b841ad0e7f676488e933d18a22c486e75aeee8a41e152ac833e12ecee69b64
2002-07-16,2.25,A,F,,408434e54818df723b611c47ed5bdaea92ea5589bc0f846fca31096d2e9b8c7b
2002-07-17,2.25,A,F,,228d75af39406cc6d5e12c883e63a1cdd3360795b0b2e6e9bb808888fba22297
2002-07-18,2.25,A,F,,59c4eb8f7c5619462bf99a8c8a877ddadfc4fd5946b6ab5daa8b5a1a0a38900c
