period,stock_thousand_barrels,source_record_sha256
2009-01-02,307236,ac794ad959b3c63ac69403b76a7b9529f519918db01b6dbe47d409b3f8929383
2009-01-09,308380,5749d49413552492c2002be02c2701a97efb0e44a0bba6667ab1a06792a48462
2009-01-16,314480,923d1f44e1a41a286ecea4faded485cd1d30dd309686139e3d402c2c79e8dcb9
2009-01-23,320698,086d0d282812f4c7be9283578f9004161ec60058e3dba432a0d4fc7aed1a6503
2009-01-30,327868,e57676837293284d75d52423f8a54affab818058823f0549c43d694b8e88af85
2009-02-06,332487,be206627d2e1460104d71b2129903b4e3cc39919d90a64cd3f8bb6ec380ba032
2009-02-13,332349,6d3755908b7fdd5d7def5bf08454c922c474e4d32d6ba05bb4cf51eee009cd6e
2009-02-20,333066,e861cb312b4e907091a10ac6b3442294cbde3b6cec2f0b7a9e2283ad7858a462
2009-02-27,332309,68a9eec92e52127adc5b06bf20a9c2470240ccd123dc25a3dca250118a7be68b
2009-03-06,332824,463fbf6278ee0c925780556991d1baa9e1cb9714679b7139d98368a12bab2048
2009-03-13,334766,2c5d60bb5b4b29ff1de39717b0496cadcdd09dd7c1141e0f9693ee85d682123c
2009-03-20,338068,5bf11a0849b442e4b2dc7edf9aef1966df8332e71af787b5440b11b5baed020e
2009-03-27,340912,a956c9bfa59e60026580b70f53d4c87d26e31a9d9199bb676167f091afde756a
2009-04-03,342328,9a079c6f643ae7ae5a17a44c24304637448d0067108cde3e3b5eb3d2f2319e7c
2009-04-10,347999,04ef522a54de579787b00726a84e135e8075e861573251734b2e81ce8e9bea8a
2009-04-17,351856,11393ca62ad1d3366e648a183b2d3eab5d06683d7642464241555b5d1976677b
2009-04-24,355909,687aaaa301c8882f893597385bccf8c03c55e3bc41b73557f861bf6e53a11007
2009-05-01,356863,60b41da182a637c6022ff877463670d3cc936eee26c259894f0b5adfac2ce22d
2009-05-08,352234,68fcd776056378f934939d17e5760c9fa2c3e11b6a495e8135feca88ff70a8bd
2009-05-15,350129,4368733455c0f9b7cdbc33dd6bb88b013850e288c8ef6c3c85b1f3776e9a10b4
2009-05-22,344716,5c781eff20d24a50d63eca76463211f973cb86cb394a03c558400e159b0cf3c8
2009-05-29,347582,decfe588d21f4a2eb3236050f684aedfdaea4f2c6f2a1652fd9d7fc526e86574
2009-06-05,343186,5876cb58307e2684f73bda3fe67b524c149919062010f4fa38a1da2e371b778e
2009-06-12,339312,be917742b0d133631cf87018ec08ed1eaafc2d9cccf0a6e1c77d366747ae80ef
2009-06-19,335444,7731999fb3d3304ed07217e1b6697616196425433d70165bc00fba63ea0f3065
2009-06-26,331784,e910a5ef72fdd74572bf09dc372d85bb3edf7254e52f90100ab01c1c098f998a
2009-07-03,329083,2f189e6e951c710646b9ca7f9e64925b9473d9ca36854791f263961a346ca611
2009-07-10,326270,40ef758dea46d1704e1f02193096b50355ae418f5e66174249ef798f96d5f03c
2009-07-17,324474,94c57c1f4ac468bab416f0144aefcc3549cde3c30385a1f7adf0282c3a4fa341
2009-07-24,329626,80a4dc6dccf1c9bbd7538bea3907885b90f808b58d538d6764349fae86a2e061
2009-07-31,331296,e92b799c41897430e1ea27c2b66f7fc7d85eed5e85794d62cc9c756af14f01fc
2009-08-07,333992,be9dfb8275f031279375ace218265927dd2b0b719b111cf073e5494924ded13b
2009-08-14,325595,5e8202b36092803e8b7c26c6b1b82c41627fb050325cc70da14ea067bbb5f77d
2009-08-21,325723,4d80547a8d3e1d5248217d54dd0d2b614655844d754e027cffa902ba302f1551
2009-08-28,325351,8abcfafd05469bc41fb2a88ddaf06aaf3991837d5249601c91a7a3839861eb70
2009-09-04,319545,54270e5d5d531890eba576689a00c4b53de54eeda7c22b7f950ed6b1b52938f0
2009-09-11,314816,4461e7661548658f9f4592c7404180b79f9b5e297b986b393a13b986e8c15269
2009-09-18,317671,e0827a7088e0fb93c53a6c27ae5c15e493bc60c9ccabb1710ad179841b3b5585
2009-09-25,320467,aa8209df0b5bf9062a4cdc58fa99db561812ba58c9bc14bea88e9573c0050b7a
2009-10-02,319333,6b7c4ff62366549b06afb1c62bd287f162890ab21c99a6197c2710cfa8363d32
2009-10-09,319667,34791d16c2d2aaead6e92dda3fd1900f6160aa9d73dd6cc7b97eaf793d73edeb
2009-10-16,320979,07c29cb1c8e0f9edda7f2a2c14c2f58674ca927c584e29119239043981d5e713
2009-10-23,321757,8b4f26c47a889ac7a77f4876abdc3b6e3fc9c54541e300e9d9d1154f72221394
2009-10-30,317821,65ff46b6b64305021e17a71547d488dfd02234770db55dbc22cc931e89bc3af2
2009-11-06,319609,dbf50da3464fbe48d0073e8c983ad05364bd503ac7d6211df6fb3b47305e5b28
2009-11-13,318722,24248bab6bb42eb2e84a4a23b30ebc72028715d66e8914a3ffc5cc5916d77440
2009-11-20,319741,cfcbf5b5616d454022cb747e7e0b3641ef8f251aab446efae816bece68d9c3ec
2009-11-27,321832,08e24810c503db59fbd1d6583de568be747aa051a039c58c759ec94871511fee
2009-12-04,318037,3189c3b2fefc0d55a93499ee98899471b0a7c7a456b4f032d55330e4eff1b7f2
2009-12-11,314348,7adb838484941befd707dede868c4622f8a39aee1b5add7c2083f1d63b366993
2009-12-18,309507,ece18f3fd46928416e8d4d1aeff5e94847be2f9fc175740aef9c6afc14e6f27c
2009-12-25,307969,6404e0ebb2bb524ceb79e475ddba9cb0f54b6479c08d5a253dd2635a9b086462
