period,ref_area,cli_index,obs_status,source_record_sha256
1968-01,AUS,99.62373,A,30949903e5b7a35e132049316c085e7f0f4d422313f8d9c69f5514b4add33030
1968-01,CAN,99.94541,A,8230cc0cd20cd6a510486e96c182d7ffadb963635c04856c2358b158c76640e7
1968-01,DEU,100.3583,A,2db52604e8243c50bf423919e90ba09dcb9eaeec205683c79b0ce0aca26e6d3a
1968-01,FRA,98.61399,A,f2c6911205b4f7b836dc0f47374ea30aee58d09cbf373ba4b5698e7c6498a92e
1968-01,G20,101.0515,A,b3f3bf6c822b1305e7f2c9aae5c03abe406ae7d2a28fe5a36fe6c11505c7059d
1968-01,G4E,99.57262,A,b57539b0c9115b156197147e15f98edfd85c94510d55184b44e05cb753e8f3c3
1968-01,G7,100.1682,A,783fe525ed70ee0d75a8a7df3d2b03fde164517a9f666353aab93cebe8ef4802
1968-01,GBR,100.7972,A,d66d6a4028dc352539cf1cc1895d855eea4cb42ac6f5cdf75935ac9ec9d5364a
1968-01,ITA,98.62345,A,6fca29d1ac246e9067ef7bd5b220d1efc51ef03c8e658930e0668a9b559030ff
1968-01,JPN,100.309,A,8eb35204870b5f90ff862b6e7d6fb1b014f6a5bd31cc6f93f6c656461c302a9b
1968-01,NAFTA,101.6864,A,5c575ecfe515bc8e48c1cd84b361f69c6bd8d105db698e96fe1b6f36819ed86d
1968-01,USA,100.7588,A,2451f371d8534ae63a5129165e70e8f074ee6009b035bdfaf83ef19b23d0f37a
1968-02,AUS,99.49255,A,237bfb791d563d9393f94037fe7300522b271e31281adfd657084fd4340a658c
1968-02,CAN,99.87861,A,e70d0a4fc3fa54aaa07525d376c8e9a7560e55c6af2b9f9ab2fb56d65f2f2513
1968-02,DEU,100.5732,A,f67d490c6cef9e3cd434c011964e03340800b902a9af6f881b3a8ac52a9d1d01
1968-02,FRA,98.73791,A,14068f66a39e6f114aaddc4ce166afea4c805d6912badc7839e5e043c10bed39
1968-02,G20,101.0645,A,00d22b215c8466d045277ceef7ce80f4d81e7c66fab7bac1df0689f11d3f5742
1968-02,G4E,99.61512,A,94982a6062b9e8a13ff5838c14fd00e7d545c989288cd14675e731c8a64c69c4
1968-02,G7,100.1843,A,846abb0b329e62a00f5fb24ad04227155d0a787051000ad0b2a484f9da774f56
