period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1970-01,37.8,available,,,false,cc0af333a8f87b6302e2591e4e8aec34cc2f055e86bc9532cac9a6302797f94e
1970-02,38.0,available,,,false,5ac1c27830646c30e95645971689c273a6f1f0e2c46814c23bf84cebbdf725a5
1970-03,38.2,available,,,false,c210f48ac648e7f58d82a6188f911c38aacb532c652d696c83d0b99af9133812
1970-04,38.5,available,,,false,a3fd0cf874edd538abc21a08684a75e5f4c1e7c9aca806f79ba6ba85345c77af
1970-05,38.6,available,,,false,2289d1cafae6eb381a9803cefd312c41939aaff789a5a9d3cb7481110cd30141
1970-06,38.8,available,,,false,42e8a116ab1f635464b763bca4d472c89488e08957ed1481adbbcc7dc9e5fc6f
1970-07,39.0,available,,,false,37e987953c5fe2fb03af21c26f6070e2a968b12d62dde85c345234caec0005dc
1970-08,39.0,available,,,false,814fe4689285d25f534af18f7ad199b15e2f0bb4a4594fc90bb4cd76cf3afa20
1970-09,39.2,available,,,false,4fbf3a1edcf0bcd8d61388d3e937761a982656588a1259f121996f05e1548db7
1970-10,39.4,available,,,false,b6d1538103a3aab5b6d2187bb50140a80c93ab3987978d38c7d485adfd451398
1970-11,39.6,available,,,false,2b20aa6e017617c3b094ddb8404a4c271ac84ada18383e0e69d9b6adf79e4a03
1970-12,39.8,available,,,false,dbfd8050419a13956a650f4a2a528336bd950c2b1241e30dfd9380e5cd701133
