period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1930-01,17.1,available,,,false,344c3ad89735f02371cb2533373a0d4a10f55aa4e1203ede450a3f60cb707694
1930-02,17.0,available,,,false,7bb356755cc574130195d3514a6622cab0333a5a3b21edfabe4966673f9ee24b
1930-03,16.9,available,,,false,ce7dcfe932b9e41735738c25f3902c665e9c5f322033d9aaaba8dd5f6228ed78
1930-04,17.0,available,,,false,1da40d702fd248d8c93a5ede0db135fab445d4034d75ad2066b55c7a4c95b5e4
1930-05,16.9,available,,,false,40ee511c75f8f6d7bd48f24c76e0caf8e157f03f2d7db734af604b322e68fd01
1930-06,16.8,available,,,false,2e32bef24d7b314cba49b6d224f5b7ec952e56656c33ca57c2b365f96b52fdfa
1930-07,16.6,available,,,false,a1e6aa633f4d7a3d024cdf2227f3d27e2cbe76252beaa93ad26f77d48de3077b
1930-08,16.5,available,,,false,c3ce59a2f082b0b1589715cfbb6fc00e85776b868c774b8a339b7252b519b418
1930-09,16.6,available,,,false,25c3f406f8d25938ea527dbc700eed1fbbcea42eecb2b855084c73e47fe05148
1930-10,16.5,available,,,false,7da87396b7efea7ce1233f9d4a1e30494557d6e932dff85eb0833624144a4e85
1930-11,16.4,available,,,false,cf29b8c2a10b8c8fc38dfc5b0ecac9162f0ea8f4bee5874add722dcae55640bb
1930-12,16.1,available,,,false,0a921fff995add661eea9499999155a35aed5a736c6965177649b8492c7914d5
