period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1956-01,26.8,available,,,false,0fa34347e0c0600f760469ba66cb2f883671646ef04d86def342e9b9934ea4a7
1956-02,26.8,available,,,false,b375f9874986b91027171bb9753bfc5f73fd7b96e662a1762f3e6739166064d8
1956-03,26.8,available,,,false,cc889aa7985207b3c1b109022748be58657f67758deaba797ee8f8b94497df7a
1956-04,26.9,available,,,false,37d47e9fb6cc270cd867ddc1424e7d0e5d3874582bd411b7ce3e999c4dd9406a
1956-05,27.0,available,,,false,d6c32bb254db0306833ed3b9e6dc04c084d4ebe86847c37ceb4ffd60b245635a
1956-06,27.2,available,,,false,e638184ff4a9c284a9ff5a3d02ea04328dcf9122e90949c6c8f0c483bd8ce5a4
1956-07,27.4,available,,,false,036deb974604a646fde19d4f4ca8e7a4500739426fde197d6654d6f287035ecb
1956-08,27.3,available,,,false,c3a23e75c4af84b939be9b7c06c37814befa1b2ee68e91a08ff2b4a184bb8a00
1956-09,27.4,available,,,false,571d37bfed428d03b4dda8af55b242ee0b127ec9e8e9fa85352a9c33dcef1e41
1956-10,27.5,available,,,false,9e71dfa6523020aa1cd2e21fca4282f3d86328d998bb69ccc93bb96cdbc2babe
1956-11,27.5,available,,,false,b87b1c04f1bd6ac5413bca65781b96fb5c83d34c0e02ba300129d76de2f565fc
1956-12,27.6,available,,,false,889dc42760b753c9a184deab0dabc7c5278b183e11e70db7878e1c8a68bdd4d7
