period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2006-01-01,1.25,A,F,,2654fa87aac339741921357b10751c47dd7b8762ee3c25b3f55edc2668a2dc24
2006-01-02,1.25,A,F,,404da49943f9749bb22f14bd669d5c0cf733d25689a0a22aef2e59dde3dbf42f
2006-01-03,1.25,A,F,,a81b6a68871db3ec650e961a5f4ad1a036574a427df02f7be995e1c195b0f65b
2006-01-04,1.25,A,F,,94296216cc39a09f12bbeb4b9b2e3b27ecd1b14cc8463844e2ad49897428ec47
2006-01-05,1.25,A,F,,e35e410cc89f66fdbcd32867ac3c2387fa1f14c41522c664f88c8eae151431e2
2006-01-06,1.25,A,F,,2f1b007a889d6032ce7e575f5dcba0de69615cb6c364e33d38d052cae85c756e
2006-01-07,1.25,A,F,,5004deb75cda2f2478867edf38a2675c524695e4816139798220095aa7ce93a9
2006-01-08,1.25,A,F,,58d21e072f5bca549225636da5df218fdc49780fe171de162a79a2e3633982dc
2006-01-09,1.25,A,F,,30bc8c82f241b8eade3d7f01ed5bf997cb91bf98aa1dc3a7f9f2735aed629d2c
2006-01-10,1.25,A,F,,b330ca4c265d4e9b1f59031855d1f43f808e079895136a7be863dc9266e304e3
2006-01-11,1.25,A,F,,78f97e6d1c3505ccbafb3981439bddb6d130f380232c6b55840218c23ca60519
2006-01-12,1.25,A,F,,8d2188e0eaa339e6689aa43dd4c536887826554c680c110a2c3cdcf83bad703b
2006-01-13,1.25,A,F,,ced8dd9c94e6836be399d352cffb14429c93dd316084ff841630eeb00fbdd4eb
2006-01-14,1.25,A,F,,f3e97f07a357169e183aaa5b3ea37e1e481dfc02317ac5af8397ef4e22faf3ef
2006-01-15,1.25,A,F,,6085b234f4a02aa4fc7e0f674025080177167a985d60c979cd5dead45b7d5bc1
2006-01-16,1.25,A,F,,1d94bd354d52b414e1601659f90d6b7aa700ce79d642b3ded86df31accfdd38f
2006-01-17,1.25,A,F,,95ac04ff3acdad55895fecc4bc65a378a96380b7d4d6f4f1f2c18c17f94ea5a7
2006-01-18,1.25,A,F,,294b1ae1e887491cecc06870b3eaee6cd866a5b2ca70d5be46ed366551b7b28f
2006-01-19,1.25,A,F,,3349b26f74de5b87bd2833641210deefc803584a7f654edaca21ce04404abfc7
2006-01-20,1.25,A,F,,b4f3bb751f4cd3a1c64b9088bd7491b14b09498c65729f9509d488dd82aaa978
2006-01-21,1.25,A,F,,0440361ea1270fa06d6c9a4191a307391ea5d31ff94f6bf72e148a4463de3301
2006-01-22,1.25,A,F,,80d5bd3ad9ed996c4ebd4e3825c1356379a09e29ee2299eadbfa5426195a5570
2006-01-23,1.25,A,F,,f85e2f3f06fe4387f0bca336ea8abeeb2bb84f7b4ad10b0c8b355cd4e928d3cf
2006-01-24,1.25,A,F,,6267e1f8fc4c2c349c9073eaa551727b8f04fb217c896190962a302901b29d28
2006-01-25,1.25,A,F,,1b106a67cb1715d0eace872920d404add1fe5f9e918a264e1670043876f505a8
