period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1945-01,17.8,available,,,false,6bf92f343055c5298a0c8f2f9023ac7d80a11c8f9c7367c2cc3ce43ef5623e92
1945-02,17.8,available,,,false,5929bd9de4a63baf075c7056514b4d0d68ae6936cc34a1cd07b754bc11dd0ee0
1945-03,17.8,available,,,false,aba91ac00c3ea5cf580df3c2e90a662f76a9affe8cc056c6b4569e9b570382f4
1945-04,17.8,available,,,false,f883257397b21e602bae84b804e6ed2e1cde01ebdd6f4b5bd47d8b53bfb830bd
1945-05,17.9,available,,,false,b3af14e3f78656ba27f01aa6976f3c9678bb4134d7fd7ea0961b84cc32a3fd3f
1945-06,18.1,available,,,false,406dc428bbbf4e16bcfc7ea68cdf3a5797f011933054b7ef2a3f15891648e529
1945-07,18.1,available,,,false,0c581a519fb8c911b69069f31084f9978db487d3b5c8550fdbaa6e06841b57ca
1945-08,18.1,available,,,false,0e09510fd2f9bf1954fdcd424b000cb5ac8a64033ad8d8b2a42525c9d1b7a5d8
1945-09,18.1,available,,,false,9f33f4c65b08a167695c34482fe38a08c38aedddc9eb126ef48ba430bd64bbd4
1945-10,18.1,available,,,false,fad3e5b14fc6b4ca51358f0c2e8a1d74f12e9944739b7cc36ce265203cf5b7bc
1945-11,18.1,available,,,false,53f3b78093a491ee7654e42f1838d3f90454ce62d2e0dc01895963435110a294
1945-12,18.2,available,,,false,ed603d76bdcd46f08eab634714b5bbf2cb523224c2b283153271c12f4e315c4d
