period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1993-01,142.6,available,,,false,0d41cb788cde9e6102c22454476cbed8cc89f52671ae019a6da470142b27dcfc
1993-02,143.1,available,,,false,0ce087e74be4a2bfdc1307e3d8dba30df045cea6cdf3e94b9b338acb5983dfee
1993-03,143.6,available,,,false,61d54e5956fbe57fa53334da3fbddd9c5a30eb1ed5f649e844718ff6a3118e7a
1993-04,144.0,available,,,false,5b7de01fcf935d07327db584ac10b360d7e45f6d8add1e4ac0ec429ba1a560b9
1993-05,144.2,available,,,false,c6cb97002e0e4308b4b6318769c0d905ed659a91a89dc5ead7c7fc409ebd3f08
1993-06,144.4,available,,,false,9aeaaf33ce649a52207388b87dac8d012559fcd1961dce18591ba6af486e4fe8
1993-07,144.4,available,,,false,2d604b9739145c22354e9da7a2eaf7fa79321be27fad184ef4a7e7f3d3bbe8cd
1993-08,144.8,available,,,false,f5c89d8202d5378e354426eea38b8f6965b869b74739ed684d06caf8cc53233c
1993-09,145.1,available,,,false,dd85fb71060a0221daf79a0c577f4158463e34e47a934156f64957c8b8dc65d2
1993-10,145.7,available,,,false,73d15923875b1fd69b0d2bcfec71fc97ae927349519aab4d0ade1abb3322386c
1993-11,145.8,available,,,false,e417091230f5c32aeb7a53e3fecb6b57337a52952d18b163b84dd9abd3591194
1993-12,145.8,available,,,false,2c0d2d6199e7e73d23fa9901255c5a0546da0dc152e845011306275591260883
