period,base_rate_percent,source_record_sha256
2013-01,2.75,69067d4b6c0b7fb588c4ab31f670c1a0a41168bca98f80b25eef5ae0fdb7091d
2013-02,2.75,a3d280c031d268e44ba2a899edd9589a1d8c96160029a93b44e210a245eb966a
2013-03,2.75,0d337eb966683dbecf9a64ebed183589765cf937e03de9337cadb054c15d2e98
2013-04,2.75,29ba2274ca736fe400fe4299eadd92ca60233ab658c6ea8b269c74a4b778e9a5
2013-05,2.5,adbe6917a4c09a6ddc468d52488a6cef47262ce762cec0a1db29f2aabc3b2469
2013-06,2.5,2901a922009368f25704a4e7ccbdac73b779036d1589637bd3c7ead162a69734
2013-07,2.5,c037629d8909c0ef853a81414b1d4fe6b089f45288b9d2e5e20f246c7a1079cd
2013-08,2.5,d4466335468d68ff92fa7793f0bb45ff26dcbb1b38b17b2759fbfb40cc246161
2013-09,2.5,df15b0c1c87b0f32b06179a6f0ca498c81fa69b4e77accba73d2cf78ff039a26
2013-10,2.5,053c7bd110ebb67a8576777b8ac036c758ffa4c5b9d951ef2c80f65041899f30
2013-11,2.5,869561ed6df9953cef6a12a776e12debdde221bd7105904be408da928cc7946a
2013-12,2.5,9a6c1c561107d46d956baa37258f02da4d9b0d63faf6ac7453e110dc98c84292
