period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1928-01,17.3,available,,,false,b3e7b6dfb9411d5ef3f42a06a2cf799657ab7eaa28d995074a5867bd7377b1b0
1928-02,17.1,available,,,false,0e4da22dd194db5e5a2116649e6ff20b6eceda2003673950350909143a60fdae
1928-03,17.1,available,,,false,5dea9f9d8c39ba5d408fbcc082ff01a5b36e1c1d6d4dafd058d94d3b2bdd11e0
1928-04,17.1,available,,,false,aa87ae0adf05b755f741916a06916b45dec3fd730bb7cd5ee16dfd8fab093611
1928-05,17.2,available,,,false,27609d55b091ab9b726da8888511d17441f6cf864285b70fb37a92f503bb1d31
1928-06,17.1,available,,,false,595c0a6c72f74f79761f9d88451041f519d3a0843aef1e393762d0613246b044
1928-07,17.1,available,,,false,e75992ce54dbda3dee310bced162cf337f62eca616f84baf7e8d690e8689c4e9
1928-08,17.1,available,,,false,de2848ede2829288d1babcc64b20f72c38334ec4d14a5224bafbc2c324cf1435
1928-09,17.3,available,,,false,5f249b6bd1dd949319dfdbf5166c5552d3474eb091fb60664de4700f5764a813
1928-10,17.2,available,,,false,c62d42b286f5de4e7025cfc258cc775041ce2d129f0a3daa3bbc5122113e842d
1928-11,17.2,available,,,false,45965a64f467a604e4725ac6825432daacecad302f2c12f953a52244a1b34f5d
1928-12,17.1,available,,,false,5ad31f95fc22b8ded4e7d4cb9668c8c6128375870adb86eec24611b0e0967531
