period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1951-01,25.4,available,,,false,94bf98e03fec1843f87655bd495de3a226667df858b1debe65e28ffcc38bb228
1951-02,25.7,available,,,false,ac4226eb5cf1b5d1bb6a1e0ca0e2e20099f5da8678d9e64b8b766c778534a0b0
1951-03,25.8,available,,,false,98ccf4b6388fcc38309412b70c3096c9813c9bb58d0ae4ab95e9f8dfc2d14948
1951-04,25.8,available,,,false,91b177049bea366fa0f0e884b4856a04986328f8bb3742b18ffa15d00d127227
1951-05,25.9,available,,,false,82d62a14259743c79c2de8d55d99c10ebfba03452d39df227a728bf615378838
1951-06,25.9,available,,,false,cdb3057102669ca64182b08aebb77bbd2057f709381d864178475659545e5054
1951-07,25.9,available,,,false,5fc37485046bf3795ac0948998db30515808cacb95ca161e2f58a2e45cb5541d
1951-08,25.9,available,,,false,020b7885daf99fc4bc27c521bda3571f3674635f14552229f638e453b9d1acae
1951-09,26.1,available,,,false,6a91b641fea5d472827b41321bf734685a7085b1cdc780be36c1c11c46e30407
1951-10,26.2,available,,,false,c20ed4e367c98acd965a5261911579e9bf21ce09f5a7d3d5338b94b7ba459e7e
1951-11,26.4,available,,,false,f5937a6a05fb6935cb33ce0696cb11c0c9f2ce2905197a7676e38d586eadef30
1951-12,26.5,available,,,false,44648e27ff40bb4fc20c85ab36f9638a2a37e8e7e515c8fcd51207999268fad6
