period,ref_area,cli_index,obs_status,source_record_sha256
1971-01,AUS,99.33708,A,3a9e5cf631528535f87c849d708f4b1fd9f38390393a9317f4657b9079342e4b
1971-01,CAN,98.81998,A,3ac67d5624619009375122a86a157d90ae04f8b79fda094fa3496ab89817ae97
1971-01,DEU,99.74753,A,273d2bf3aac4acd557f2f2b5ffaecfd6f3bfc6a994a6605ae241bbb531561b4c
1971-01,FRA,100.1223,A,9ea811682b6fc57a8da19852c856bb6cf213d641569718914f6d4de97c6f8df6
1971-01,G20,99.72363,A,6c8c219559dccf65f8ff2a9681e982b37522c5e7630fd75b6782189665e30ba1
1971-01,G4E,98.71617,A,4af6a2681ce58b489bf34c207bbd7799e1eb79b8907e1a32dcb3cd25b38a47f9
1971-01,G7,98.82919,A,ab5640873d4b642a58a0a889bfd9784ad168fc9738582a650cb5e7fd97076e9a
1971-01,GBR,97.12274,A,f717e9beb29a030abf58b846f6a755c7764b8586103594def94496fc36995d55
1971-01,ITA,97.73981,A,ef95b598d3651023af87562106fc539ae664ff50dc8298dd8c04739dafe388f8
1971-01,JPN,98.41567,A,dbe7f514612ad112395fddf6ea1eb0cbe44c195bb5c661aca164365a536ebe3d
1971-01,NAFTA,100.1238,A,0e29284c57d1e8b76143d8757eea3fbec17841f8b8a20d511eda1c71be48ef5c
1971-01,USA,99.16991,A,f4de8ed71a9718b72c17ca1411e165319d7ad8b0cbb91f1b9b490e763dbb9eb0
1971-02,AUS,99.19778,A,9cdde8b35aed74d6ba6278d1960ef9061f7a874d2f72c6cf2a84f866f6007455
1971-02,CAN,99.32973,A,97e6f4a4182fc1041cbffc1d5e448b4a2c86e85c6fb6d64d7dd93d2fe9c56ca0
1971-02,DEU,99.63739,A,5b55655d721c53839667df40ca562bee5280263cddc43f68dcc02d8dc8742b3b
1971-02,FRA,100.2292,A,cbcefee19efd19675c4089cbcec4bf7518e3c19e8117d0bec3a0a9c5436b80f0
1971-02,G20,99.88906,A,d22e068ab01e5e9591f56794a26903d12d9580845376a9049adac36289569daf
1971-02,G4E,98.69508,A,1ae4eb8bb1dd43235363871b1fd6d3baff9f1e1797d8df6940a870f71dfc326b
1971-02,G7,98.99991,A,799a1812f7fb9cb26e6f6a25a4b9650c0f33b2add954093bf93611c548a5ffb5
1971-02,GBR,97.38785,A,815386ada9bddfff0ec5a458af5f959c5efe93f8ce993914fb83392905cc95f5
1971-02,ITA,97.46252,A,65ef7afb96ac38f57263823e61eaa77eb748436b1b1de3898618aeeab8eaab0d
1971-02,JPN,98.23756,A,bc21a65d02ed6fae69f4f85c6c222be6a90e02fbace3f28be7c1f5bc4cbd9c73
1971-02,NAFTA,100.5746,A,1055bb8672d9e5580d564675f23bf962eaf6f84c4a031fa02d2f391242b2c349
1971-02,USA,99.60996,A,b4fe34adffbe337c05029be132e25d7752cc579e176302b214ea89d82108fd21
1971-03,AUS,99.06289,A,f78155a9137e8e87caa968faf76b7168f85573727c7f2a98d8d6a75ef7012c35
1971-03,CAN,99.7876,A,fa61ccda0a7e2e70f36f58424a0f3b8ce32b7aeac1375773fe1c94a2177143fd
1971-03,DEU,99.48038,A,11eb9abc5a8802b0db6ef8b466b4cc8eb77a61c2fc8fe8df699e30ea007da74e
1971-03,FRA,100.2629,A,3cf49cea37880c71cb0fa437e4b138ec55a19aee54c50481d98094af7ba581bd
1971-03,G20,100.0286,A,d6eb355a4faae9a4492e60bfee0d764e4bfcbb4ba3e0e54867eeeecffe32577a
1971-03,G4E,98.69208,A,2e1ff64786248f53b48235954715a9abe13955c2e68b93158992c7d679bd1295
1971-03,G7,99.14434,A,a7a29f07c1ea93342b712744106f12678415cc5ca5269e77e6784aa98d5a1e63
1971-03,GBR,97.79861,A,035281ca016856b6bba00d199bb9f8de942c79ec2ff2c0e551cb3f9132a64af8
1971-03,ITA,97.26579,A,c43af32d7ba02b74483ec671956184e81c9bbf6c75900f3cf79433d87050caea
1971-03,JPN,98.16032,A,eb38488df66879844a5e68c869251e2ced30160e99e003bc09ed0876432cc756
1971-03,NAFTA,100.9186,A,54f2d25df35be50e62ecb9eb45459db6880f5d26c8db2e74a33d295dbf21589b
1971-03,USA,99.93887,A,bd089315dcc6c08d94ce7f0816a4287292a71d30a5804730ed58d055f510bc7c
1971-04,AUS,98.93925,A,578502e94e9c9ab93a3510448b6da0e673066a401a1bfadb9708b4e0217ead89
1971-04,CAN,100.1736,A,4c9b02ef1005236faf59cfc99ab5e1ae942b1ac44bdc6cb1d33fa23074aac26e
1971-04,DEU,99.27072,A,c72511132efdaa87aad5d01fa1f755aba93390cd32ab4356f69ba39843d23306
1971-04,FRA,100.23,A,48b3d3eab41e6c7754a07383f481e23c43232663d3646d7411c0fc834e5843c9
1971-04,G20,100.14,A,e6ea85a12f6db5667456e12cebb616041e1797c83e2f73297f280f92e46750a8
1971-04,G4E,98.71851,A,7b43994103143809f486321b2ad087d574907c06b5458a56092a3de89fa92d85
1971-04,G7,99.25993,A,b67362c6c4f4453e009052bbf81a033e4fa8f30d4ff5a9190266eb71ebf0f7cb
1971-04,GBR,98.37197,A,8e6d34fdcae1b6a9455f7bef190e5a035910d2474f746eefa8ee27d2e025e380
1971-04,ITA,97.18454,A,235651807716576dc87292f3fab48436e21afcc56a6ab93cd59e417fc2c4ac1f
1971-04,JPN,98.15524,A,4ab7368d8dc287f594f530d6b107768812ddfab21ff8415b42cfd55df6cb9d04
1971-04,NAFTA,101.1505,A,33866d7a5668b940d55f946517ff975cfd89c58dc75340466ec21c497e83d5e9
1971-04,USA,100.153,A,c637d66f865d92a5ac6638234b1c6035a07a0ae9b4b5ffb844c93dc3fe9d4317
1971-05,AUS,98.81683,A,24b52992fdf999c58964ff65fc06000299d060338b62d68083505362098000fa
1971-05,CAN,100.477,A,d138251fad950e7b7f33803b197ee51114d3fd99817ae6b873e392faa24a1dde
1971-05,DEU,99.02455,A,76cb62444045df350f4b72d5b464a9ec06827a2c20888bc87950ffa4de01d0d4
1971-05,FRA,100.157,A,fdcab7dff4a4ac9bcfecc3fa038c8bc5213b1a321f9ed8c165932e2b7d7be9ca
1971-05,G20,100.2249,A,45db8a7156fa827e40866ae00232de768e6270ff61fe8ee8917315fccde42463
1971-05,G4E,98.77555,A,2e451808670bc10b859d9322179a5f02f73a92cb3ce3afb39ad1b2007454533f
1971-05,G7,99.34869,A,d95825c41e4003afda03529155517dd29c0f42b2b40e7d5fd22fbd3a35f62d2d
1971-05,GBR,99.06681,A,07e02c89e9cd5075628596bc6a8bc1251b29d70a13909b8799f5065ebb324212
1971-05,ITA,97.21329,A,f7fa60ce063af08cb12adbc2214a4fbb70c77e64b26df2a1f9c54e26164eead2
1971-05,JPN,98.20606,A,2fcc1a0ec8df486a59562fd92adaae82d9b4abbb6dbb8da950748dac919d8a34
1971-05,NAFTA,101.2795,A,1a7216beb974993c3337f52e977a04420d5e68d1a6e492d958f02b800e0a55bd
1971-05,USA,100.2633,A,7d6282888ad861dad351b44d31f543d0631158a7917561d61740aa0dd5c8bcd0
1971-06,AUS,98.69852,A,8e1272ce187a177a0b0d9f403947b17a1e123cd9688d28c3b496fcc0eab837e2
1971-06,CAN,100.7016,A,757a3b40bbd58d567159bd166d5dd6915e0c95d09116af4767aa63d529fa767a
1971-06,DEU,98.74837,A,3ada0670797d69123b091470d4bda3e551533e31f727c338623099b45e3272e9
1971-06,FRA,100.081,A,be6df77d4e96272cb6b6b7f7368f14835a49df62fbae2f9bde6b152aa8370ddc
1971-06,G20,100.2903,A,319ceed4df442bbacdf91eedc263c5d304d6ab0a8d5855b1a703ee95f04b4544
1971-06,G4E,98.85388,A,14342800e3c5ceb6d1157694008bd0588be2c4c7c6d5765bad3b35325ef6f5d6
1971-06,G7,99.4176,A,fcda416e0f9fed33869dee4426d75a02e3ba265e6e3c1b2c4190aa37f4888239
1971-06,GBR,99.85955,A,fe91ebf279be7859e4356017ceb8e70cab9962b73920bac7e26be2fa6fa68c90
1971-06,ITA,97.28929,A,32e92c202b30e7ec5ee836f9d9453bec274e828db054836d6ec80dca7eb22d19
1971-06,JPN,98.29124,A,11456a410d1be3b03b2f03a33af20fd4888d902331fd605960d98ac206b9fd72
1971-06,NAFTA,101.3357,A,df177ca2b10291ca18b652064e84ce03d4a131e2276fc77d35e4a4b197dd53a1
1971-06,USA,100.3023,A,dbad9a0c072e5999a0cffbdf968834a5d4a23cc48cf0d799da81748fe2994764
1971-07,AUS,98.56931,A,40ca932e80a09b32f6cbf690d893eaa1a740b469e033540fc52de14ad7d5e737
1971-07,CAN,100.8563,A,c7a8b742774a96312baaf6441aaf0193ec3ce4e7f095b10168bae3fd9f125eed
1971-07,DEU,98.45383,A,210cb01aed505e151257b207366d4ee04f2c771f29130efdec4b6452c03629a9
1971-07,FRA,100.0135,A,167c427bde70fcd7b72cbad164b1dacca40176a7a1569b6104a09ca2d8df7668
1971-07,G20,100.3518,A,26a8f5e28daaf94420755337b2719efec412147e6093981749ec893ccb4070f7
1971-07,G4E,98.95959,A,3404539dc33679143158f1a483af6c00425eeb2fb753b936c32f8f983b61410f
1971-07,G7,99.48277,A,8dd599dde6279ad333bc13fe632c296e42eb1a23c4b9144582909918ee8f0f9b
