period,stock_thousand_barrels,source_record_sha256
1984-01-06,328070,c73665ed73669457495111c90c09a09435885a099d40be5e59c61ccba441aedd
1984-01-13,331804,c42e57490c27bfea7af65d7af3bc96c4a2f18e2a33c8219d1288dc750d34ea17
1984-01-20,327811,ac386db4696c7834b4e6a5ea0071eade2394212e378910b03f286230c077c4d8
1984-01-27,324301,2f7adabf1181d36735aea3ce6b1aba47456512c2da615543a4c641a79953fbb9
1984-02-03,320842,c4ea73618669abae87315883a8e77843e97752100c695f5f7d80e1826e279f99
1984-02-10,320037,3a0654eac60f37089f6ec64aece4507d636d46e878f9afab14b1083a69cc15a9
1984-02-17,322097,6b6c4546a8c5dfbc129a0c206f1008f86f80716b486e4916566f81ad5a5df852
1984-02-24,317999,c06a017ea42bae3969bf72430b2fe2dd7235008a559dc2540990fd0f8a03d4b2
1984-03-02,317746,593ff35c5be6aba4fe7483e0f225d247791bf3ff802c2339106f7886e3f7c7b8
1984-03-09,313132,8bd5a41074e0586f396c927647379ffb2b5a6dc6bf7323d4f39988b6ad6babdb
1984-03-16,312445,34313935addd9b3b033154d60d1dcc02bc737d95598dd7b17e69f739b1b7613a
1984-03-23,309072,b8f057d1accff25becf903f0d98d3b33175346fcdd8a994787f3e500951fc2ec
1984-03-30,310506,5dc5d4b7113baa4d15d05c68427e0f5268f13accb412afbf7738cd63429ce8ca
1984-04-06,320689,1831073d51b87fdff05169c3d9acd986cbc38422ea0768ec71e6d15740dc14fb
1984-04-13,324087,f3bf2854c1b443d5170751069afb7552758a6457d0ab5307bf48d17629b2f629
1984-04-20,323505,3dafc88c281b3a5204168e70bbd6113308d58a6da19e04d836db2020654d3c24
1984-04-27,319724,6165aa4843ec5f0caca7b231831033810399c0fd20f18b557f14654f51a93ed6
1984-05-04,326633,9dc09bf2471b00e8beb38b4ccecfa6f6add5feade994f8085ee35e5cd491c3b5
1984-05-11,332296,6e2704e8a05936c926e83f325e4ae1a9965af48d155cab1f20333bf5a4286177
1984-05-18,340510,ee13f10246ad7af98e56c381ed0fffea0ac0d6a3e9f058464b86a09e6b9fed54
1984-05-25,332465,f8062c8a9db7d86854aabf403525b74ff479fa47a9437b9d52d6a1d743c5e9de
1984-06-01,339659,a70c656731329574d7eff2afa3d43cd3aff1d29da8daddd03637045c8bc043a4
1984-06-08,342189,1fa40d49be428d525e32395391429290ec4f863ab35b1029be4379d5123c47d0
1984-06-15,338234,afa007a36f98772af9fe45178b654d145e25407cb9b814ad1c13228257fce432
1984-06-22,331714,9092cde9340d1459c5fa916d7556f9a86a1ebe658c4bf991aa4e579120b3fd22
1984-06-29,335999,4d8f9ccf474951817da007c1a55186d6d4a74772e6fe792ad17725140ce107a7
1984-07-06,330378,e847c873c534c3a7ae2811991036ab0010f22a62627a45a81f4743ac35c9af66
1984-07-13,333149,f1de5479085da8c45b354e35fe04dcacdfd3ab78a3994835448cdcefafb96a12
1984-07-20,339830,e538ec3ea0ee590c0332db9837c51753176e3b2662978ee43a7a53ff5b291640
1984-07-27,331607,03d052170e7325b8a6233fe58b3b8244ed4165c5bb6bd9cf81d42003f008092b
1984-08-03,332398,5545fb63ba5346a92236db7cfe378a88167ee20b040decccef42b5c853ddbb3b
1984-08-10,333554,c51aba92578e01ef79afe07a6c12f8c1609c7d9d27da2199528348a733c0355f
1984-08-17,323344,ea149c62aaf8a8dee8ca2c347822602ef67004eae0d0e296b1cc91a20dc633c3
1984-08-24,326092,62ff926dedc20c28ec8d0c7b3e1a45495fdb91e538ee857db46599aac887ee78
1984-08-31,321597,9f9c67524e3580a1d8d0438c928983fefb0eeefb4a936b4d39f4cff2ee46d55a
1984-09-07,318672,052fe8c13897856912befe35dedb41a9bdadb37807313a731799e227accc2b2e
1984-09-14,318007,0d1cd9c56d06fb47d474f2f7b432c08d9e0bb8efd0f91dd69a1c90cec9f4e72c
1984-09-21,306957,4aabc94a32c0c54dc48d29f7b33de3a13b97102c365ca11c8a56d5160de2c0c8
1984-09-28,308426,449e18de6e90ee94f7d1a2d93ee36357a87a0fe8ff1595f3a6991f650658fb0f
1984-10-05,311211,b488b43c119435f0abc779e119d4f1566c5ed820aa81696ce815d936af55aa3f
1984-10-12,318610,2cede05fa5bceb1d3752d6780a74b728c8eef83702606cb1713f6ae5af4c81b3
1984-10-19,315273,7a96866850e42d46fe95d57f74c7003ddf78fa8b377c5e8e8a0d90a731f3b3ff
1984-10-26,320900,586559fa823d760d6da62524b8536b803b097274703ea0111e319ae563daae7d
1984-11-02,314922,43edf1c0a75dd3d42f63e5cc95bfa5024e52b6577899c565c8abd74daf2f23a9
1984-11-09,325115,60b2ac526c34f318ad3367fe5c6a04dca74a7836dbcfab364d9263fa4888f61c
1984-11-16,334201,1c0e23742c3954ccbe907a3db8332a84ce55c4ca3b2f9c8c24c94bcc060e25f6
1984-11-23,332639,a12443b1b39fe6794c24dc6a84c0e70b0c9ab909e45486361721796ccf908aa6
1984-11-30,325608,c3877284d276d98415420be49535ceae0bd878c741db13ba01e58c998d4f0d16
1984-12-07,322292,b84521e7a9a28a0d0450bfadb1caae263b29010fa51f839284e28458a5ef9d11
1984-12-14,331783,bbe666b2955c5718bea7eeb64a0c907b5623eb033d5be0a035b7bcc8ab7ad06c
1984-12-21,320537,98e7729beb3a4c1617cc7466b787ab9759e24d985e34bc201d8c67e7b4a7528a
1984-12-28,322281,bbf9610789379fbaba313da4c0c613198e822cb08702a56b52d27fae4a5a7b12
