period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2000-01,168.8,available,,,false,a15d7b08e8e8d3c6cf24b13c1c468abca897492d8e5d71cffdcfb87b1e653953
2000-02,169.8,available,,,false,1810d18df14673b7d8bd2529ae72284cd6fa1e8b02549ec69cea4dcae87fec36
2000-03,171.2,available,,,false,cafce2b78348b155bcb67d7500dee6836503931782e7eec574eb1787647e9750
2000-04,171.3,available,,,false,edbf728842d6a7a7c0a4199c6237d12afd27f6d6b76cd565cf836095a17e1808
2000-05,171.5,available,,,false,d5eae1e264e8b4d4bd8160e8e44cc4404139f547177415c890118384b7b03c72
2000-06,172.4,available,,,false,9c456154b49d0377138c09bd63f9c9d840c98c1c7fd1c4bebb13a1c49cfb7425
2000-07,172.8,available,,,false,4eb49a93713c18060a98d06a770dafb64960fa2df5392d08ed2952b210668b79
2000-08,172.8,available,,,false,00453fa0aa65ab79a1b452b10639a28a81b71538832b8ebb6af21a5827691e98
2000-09,173.7,available,,,false,860bc9903ec976a3c8ca3a2f40d3bc2b2e3678546207e1696722cb342328883b
2000-10,174.0,available,,,false,9be86f710c1f0294ae8815ef5d5376c10c1018a3347a983fa1cc78735f329e5c
2000-11,174.1,available,,,false,2875086faec44bf5477af672de251ae4ffc7bbc89cd81ab0e89a82a8d12d730b
2000-12,174.0,available,,,false,533614bfc289e291473432f0de6b4a76c20b5a015b7f6fa4c5714b58dd0dcfac
