period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1973-01,42.6,available,,,false,f8ee4bf44722a4b13b0fa53c5843c0db5caa7bb123cdc1e4c5b25a8fb343e368
1973-02,42.9,available,,,false,481ce581834b8ef4cb376545e801940377bad0a9183381bc181919bee3734f3a
1973-03,43.3,available,,,false,4d9873ff02dddb444d615d1517b7ff552435ac93c83e40829e9608a3f01049f3
1973-04,43.6,available,,,false,5bc81d5f97c34085b1f19075514bddee169d995aa0942281fce1eba9d6195fd7
1973-05,43.9,available,,,false,1a2d5d39e55700215b0f9ea6f7fcb17b991b48bbef97bb8ff88d73690c6a36d5
1973-06,44.2,available,,,false,8842164705f588ee2c4b1ab288cf8646979d175121335cd3113a2369300c6442
1973-07,44.3,available,,,false,ee5b6d2ee74437b4ebaccfdf8093b778877337d41197e9788797204a63e2bbc9
1973-08,45.1,available,,,false,841fd3b38ff42b6ca3cbe952ec48f56d389d9b6983188371793d55b147bd95fc
1973-09,45.2,available,,,false,c1fd09f25dad383c3be461e11234a5149171a2545cd63cf60294f37489fa30b7
1973-10,45.6,available,,,false,550784ab3a10372a02906055fc9fdc21ac55cd9acea6032c9802c2e48639f787
1973-11,45.9,available,,,false,c871982a524d6a6b5ac6d0e8a4d36fb988031e20a50b13ded1107a1c215226cf
1973-12,46.2,available,,,false,268dd70b73aaf8b33b146698730601933b6b240722317daf3167870b79a52486
