period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2024-01-02,26966333707733.52,7023793814333.31,33990127522066.83,1,a65140a4ad0cb99d128074570301c7a5fc6176a9d0af35716de3a28d5a39257c
2024-01-03,26967954226517.79,7026265646050.06,33994219872567.85,1,2c84c9895ff331a8cf62a214fdbce33e259713bc487f2c7e52fda4450232653d
2024-01-04,26976928852286.78,7029342078398.78,34006270930685.56,1,de15ebfae69cc7672df2d142b643a6f76a305077f3a9fccd39329ed6950d329b
2024-01-05,26976084404477.05,7033605651118.76,34009690055595.81,1,283f4f9fbb55fcd7baa1361f214ec05b2ea56501874f8e2ae4a7b67c218df64e
2024-01-08,26973939599749.78,7038259272542.18,34012198872291.96,1,16814ccac62731b2b203b0a5aedba68aa06573da8e3da6a1d0bffa54b990c45c
2024-01-09,26974750049637.37,7050025008944.09,34024775058581.46,1,577c639f5bcbcc2db449a72245dc345bb991114621c529386218075e7d158b6e
2024-01-10,26974362934797.17,7028075942693.64,34002438877490.81,1,385ed71106b46c954150fcea459236cc3107252bac9f9e7bcfc0f7a2370070f1
2024-01-11,26985019110585.66,7073494783888.42,34058513894474.08,1,52b1d6b0310ea412ced241ae62a0c10d309b30b055dfadcaeb31736c0a1d98c4
2024-01-12,26984681279437.27,7073476530013.90,34058157809451.17,1,8873f98a9505d018488a849d839a880cd1f6e01f44caf272bb929f8d13c40733
2024-01-16,26977085934722.47,7084465647453.58,34061551582176.05,1,de42a3c45357fe020c3e1e36378d3279dff85e9c3459887580af0c6306a7f2b7
2024-01-17,26977279309230.03,7082884138400.40,34060163447630.43,1,d3aebff8235a99fa5a826152828ee8049add725c372fe18825ccf2cfed7f4d18
2024-01-18,26986540939549.35,7083359192203.67,34069900131753.02,1,a5b509c9d2a6c5d2b112f8c199903ffd0a3e5571f9d3d18e5a54fe1ad95433fc
2024-01-19,26985839298705.00,7086502734234.15,34072342032939.15,1,baf94e6af2b60f685dab499a1770f58ec3e8df7918a9771586d637ab18a7aacb
2024-01-22,26985255075314.51,7091416642396.90,34076671717711.41,1,ec63b9ec359fbc6a014dcfd0bbb15b154478f4a9ca43045c3bb29bc8275aac75
2024-01-23,27003770167433.26,7105608208310.77,34109378375744.03,1,e15cb9e2f1eee4dde4554c9a3db853dcf8aace50dc4ba7d90c30880bfed757cf
2024-01-24,27002945955816.55,7085429121176.76,34088375076993.31,1,e96cbdef41b625625b8630b591059ef67380bc6b9586844665ea24a8af2f6e72
2024-01-25,27031896294653.96,7103634187637.92,34135530482291.88,1,e90762cb2080914820ea4f929ef24bb574c5819029a5a4f257679ddb1d26bdf3
2024-01-26,27031563517077.75,7103893544561.61,34135457061639.36,1,8375738cdaca24de52cca7aae046982d7221f9c99da2f6fbc5482870bcbdcd3a
2024-01-29,27031268655335.78,7107203835974.24,34138472491310.02,1,11460b8c34f234691e1f13eb01a42053382ebe2509013b21ed0705a0de03dd25
2024-01-30,27058247867739.38,7114581473729.03,34172829341468.41,1,d17dd89dcb40ec2b989186bb7f609fff23a60a13d836071a0c0fce40187f48b8
2024-01-31,27071861894841.00,7119288507552.64,34191150402393.64,1,d5e33da0154e315b72796accecdf4dd99893e162767191f0b34a572d88b8cd5a
2024-02-01,27096145994220.71,7058869635447.96,34155015629668.67,1,a6c29dbb68b179ae8a429e99a3da31cf4ba78fe364d32452af6b30560dea719b
2024-02-02,27095216791114.36,7052130829072.51,34147347620186.87,1,65efe56f8bf72cde408e2ea8b8388545c5f0d06508ba998c77033f289c203604
2024-02-05,27095044263981.65,7058929865486.06,34153974129467.71,1,337a5db61bd005c77fad8ede2e7dcb27288ad5f84a353cb4bba3a3902f620b2e
2024-02-06,27125821609881.79,7070743038173.98,34196564648055.77,1,245b5bc981cf4023fda5032c584e7ea720be7298eea40f46de418e5345ab90cd
2024-02-07,27125624577903.55,7071969914445.93,34197594492349.48,1,747759ded0aeb9a41d23fa7cdd5d9c852b010e19c0237c8d724ad117f52de82b
2024-02-08,27150016696468.02,7078682446985.32,34228699143453.34,1,79788900defc3a82d5d7d840a179bbe35d348625ea49fc1af8f556751f6e4467
2024-02-09,27149917447710.42,7078260848636.45,34228178296346.87,1,0d9428fff24823867ee3306e3f4d04a69c7363f9bea9d201d93180ac4ac8d845
2024-02-12,27148944676868.26,7081838788515.02,34230783465383.28,1,928905a999518e85367e02296cf3589abbc69882fe255cbc56a5fb7254b48c7b
2024-02-13,27177924667834.49,7091135826080.32,34269060493914.81,1,79eae4d4ce07f5b10e32a99ff9ee326089c3140c239ae70f07cfb8b3926fd3d8
2024-02-14,27178010959199.55,7067304272552.47,34245315231752.02,1,34ca4ff1111285e5c7861f630978cd94d2212206137c659cd39bac267b38d46b
2024-02-15,27184526004247.38,7081535008405.83,34266061012653.21,1,623195b8dd77c8d6087a66d42c833d9a850623323e95815fb319d64d8e85b2f9
2024-02-16,27183667231435.16,7083563504673.22,34267230736108.38,1,b75fac8fd3d4f8ae4210c36e93d7c2cb30c6337ab9bdc7457d14d0ff72795e5d
2024-02-20,27208868737795.66,7096251893857.85,34305120631653.51,1,ec4c0d140432d5b8fd90b150859d3d77f3b4f90ee95c958d606cb39f0ad53a1d
2024-02-21,27209148794470.33,7088619180868.87,34297767975339.20,1,d378a3f128f826233c632e81499f25bf37cc921fe91b43289915f732c04460d2
2024-02-22,27242557270675.99,7089449355644.49,34332006626320.48,1,fe696062bb91e7c570741e15671eed78a8ef529d872ee091eca551ff382c7296
2024-02-23,27270277998967.49,7097920373931.67,34368198372899.16,1,7dc05d74aa79e96162ceaab1da87d2ddc8747e71d8576558d4e87cf0ebd21c5c
2024-02-26,27270274003272.75,7106043048764.48,34376317052037.23,1,870ee2fe19f8f8bb9cbf4b1175c9fd9fde962f0c951d06ad6a52008904c12a23
2024-02-27,27290138516220.85,7115061855089.50,34405200371310.35,1,1366c4bc4b9f74d91e2b0e23499b5227db8c94733dc71072717f9b947d017d4b
2024-02-28,27290151250136.39,7091996957424.14,34382148207560.53,1,a810d396af36d7779275845e6349c3ab919e9eaff9fbdbf0d60b944571bac3aa
2024-02-29,27380289989183.77,7090793248927.98,34471083238111.75,1,38d88e4174877dd3c3299483958557d7e4de9ffb2106104ca80d8af57a8e16e8
2024-03-01,27378941449836.41,7014320949165.99,34393262399002.40,1,bb09df71e0767a99a04728476678b9826dcb46ce8aee0ea29da42767c77e6d04
2024-03-04,27379505983815.03,7031386208537.02,34410892192352.05,1,95cc8de1a11114b15cc1648ac305c3d54b2ac58c3ed76d142273bdec056308be
2024-03-05,27394922018989.52,7044028048971.81,34438950067961.33,1,f0aa7784a1ed6f969846b548d19caa03009234ae4196a7e08786fd0cb3d06bdd
2024-03-06,27395073293225.10,7045758662531.44,34440831955756.54,1,d4ff550e3545b48238cd7002977d6810363ff30b45dd8bf7b866b5c5bb6f7add
2024-03-07,27409658010123.01,7051748549610.47,34461406559733.48,1,8e6fdc9340219c27be2accd9f7aed0a1cddb0e20d9ac56fdacfebaf49706338d
2024-03-08,27410398214937.37,7054660043964.07,34465058258901.44,1,6918f3c6fb1e8843517c1784d74ebccf68b30383c5a90668a3349d5286f99c94
2024-03-11,27411563369863.19,7059919295715.01,34471482665578.20,1,06a352eb6636fb9963401ff16f277e895724f236c4d276b2f30c771c5a9cdca8
2024-03-12,27424259576638.32,7072944247261.90,34497203823900.22,1,6668f41f3f28b1c4984c5f17dab76e60b166c410f0a5d309bc2560a3a6ddab45
2024-03-13,27424590793153.92,7051283950252.72,34475874743406.64,1,d501ccabc793394b8bdd74dcc43edc41b32aee1a72b7d741d9dda6eefea779a3
2024-03-14,27434194395974.08,7052025630311.87,34486220026285.95,1,4e44a6d609fb56df33df7d5288d2a4cb94aa460f42f07ac7170a0cc923141f41
2024-03-15,27486685431293.39,7056153065969.55,34542838497262.94,1,a50c7e3649a67e097b4e0af360a3122c203b958836b875586c69b3b0f2836587
2024-03-18,27486890326230.45,7064472922609.44,34551363248839.89,1,b5b3f4789e37cfa2d509f3647c29fa372827097228f2ef869ff09b659740cf90
2024-03-19,27495560223464.06,7086744301426.82,34582304524890.88,1,6ab89ea9f936bc1700711d7230416e99e38ce1864c1db2674c9d0457bc428467
2024-03-20,27495310693451.23,7065862968742.96,34561173662194.19,1,655a7d79faf3b8098aa0368ccac75a80a23dada6cfe7940ca8a3e787e4ec7ef8
2024-03-21,27511234577616.74,7066797643893.09,34578032221509.83,1,f6470ecc8fccb18eca812d94a693f662ea3c78a4533d013a54568abd8b5f20c1
2024-03-22,27511504384092.25,7070616881941.32,34582121266033.57,1,9635170f0e9b6e32a609919e29ad7f3a3be177b43a7683630bd04607b4f44cec
2024-03-25,27512574463575.43,7085613527787.28,34598187991362.71,1,ce770d779bf76699332507c9dca4505cc981216d64b454b3a3202644ae2358c1
2024-03-26,27500757154307.80,7093631715867.86,34594388870175.66,1,dcf9a631d080df2c8ccd88f39612ced202ffe746fdd9faf34bc32a10d9f2523e
2024-03-27,27503290057476.61,7069909488364.82,34573199545841.43,1,a454492e5cf90ac1750b0337cbfd2244e414d0e0a373507695e0c22764a03e9f
2024-03-28,27511740986475.77,7066868170703.55,34578609157179.32,1,25226c00995394232e1a01601d908c2b97e3e99238a99dcbe20c90b0670a0407
2024-03-29,27511454993243.97,7075078486105.91,34586533479349.88,1,e79117af71b7e7a207d91ae1ee4c2de443f96e69770fdeebf6763bccfe2be3cf
2024-04-01,27597003078569.01,7030198254495.09,34627201333064.10,1,78ffecb0de4da2d4c32969806e5c92d9e3513473dce7f51a683a3f66943fbbf9
2024-04-02,27571024016005.42,7051267854045.71,34622291870051.13,1,1deb5ae9b0bfe15ad1f7ebc1d7567691798de8015e60d5683ee3b8e7f7be3af8
2024-04-03,27570738421546.27,7033599371339.04,34604337792885.31,1,3801a08db7a9c95f40ba8bcd772109c338047d3170556b51a61c3c057d004750
2024-04-04,27557979891134.54,7040988643812.82,34598968534947.36,1,67860aa61fe8e9a8cea41d3175031907189f196d129af32beb671c175426c11f
2024-04-05,27558067093863.29,7042576398721.81,34600643492585.10,1,d66302fca895cb60a9f506c9797e96e22aa89863d080a2e96f6a978eb541cf1f
2024-04-08,27559152334116.88,7049260226525.59,34608412560642.47,1,b70599ff7248e594ff3da8f594daaeb8497fdd220ded4d02b204eb4a1384cf64
2024-04-09,27523837629266.01,7057172370278.52,34581009999544.53,1,198b672fa313a86d62456525eae3b21a635aa8c9c714d92d7430316aa24e26eb
2024-04-10,27524683546141.80,7036331970814.48,34561015516956.28,1,3cb0a48d9191112e48730082b12e16d4681dcb22f6fad819fd33e486957d2b89
2024-04-11,27509726461018.85,7041110153612.83,34550836614631.68,1,3558d46df5a5f884f49cfd50fe463e47d5eb701acd67d365c51c8b318e86381d
2024-04-12,27509636671273.47,7043582954372.04,34553219625645.51,1,18efeb9215fb1bf65c8ddaece133b63ab0a75ccd566ab7769cffdf19645108e7
2024-04-15,27525652789136.96,7077550042873.79,34603202832010.75,1,94910d89dfaf87de26bdec95bb50d00d9bd21fea9e047b5724f208decd1b3955
2024-04-16,27491006854258.45,7099994476618.46,34591001330876.91,1,22725cffe98877c262ae5fd0e4bf2d766e82067378d371e24a1127f7c3ae7e41
2024-04-17,27491018195859.82,7085470313069.10,34576488508928.92,1,0563d3912529a60f3d107dd210b18e925a0cde8af1c2eba2c02a7f65d589058d
2024-04-18,27485307938326.14,7097787027218.40,34583094965544.54,1,fd99aaecb7b9c6c63ae44afc3084079088498275d72fd39e39c57e2231e0b678
2024-04-19,27484861367243.35,7100666815532.11,34585528182775.46,1,1c3a79754133289f700b05fb4a3b5d9a3a288f986d70d25cbe912b4d0cf11351
2024-04-22,27486473714908.65,7105302639344.76,34591776354253.41,1,564a38212ea471951ff130e8edf714a016bae1b4e4d21576f0fb614c64236b7d
2024-04-23,27461262921654.41,7120619319098.66,34581882240753.07,1,15d5dd97d7e4c30bc3aacacd852ef34304b34042510995e71f10b8ea9959ed29
2024-04-24,27461572886205.56,7110054235908.52,34571627122114.08,1,1b9438e3d40e8c2b6f260046ed5c5f00d274b8634a2d49122ec923665c4c9eaf
2024-04-25,27443681857808.67,7111287168059.44,34554969025868.11,1,3dd173637384666ed83320a2981e0a764b155bf1a1791295701bc22cffa32fbe
2024-04-26,27444491423362.55,7113923533728.96,34558414957091.51,1,77ff8574c838a34c29f5ccd1e4b225ba7a1baa5bf29f015bb04980cfa824b934
2024-04-29,27445183037521.17,7117577083996.89,34562760121518.06,1,540717a4cfc36653d79f8b67c4c14f7d03cc65aeff52f3a2181603b66a94c68a
2024-04-30,27480960216618.32,7136033799632.56,34616994016250.88,1,95026fdd433e79c615dd38915d6b6cfca4b69d706addd499d9c6a30cbc8cc24c
2024-05-01,27479892592950.49,7078393608553.75,34558286201504.24,1,3a77d69427abba312e88a257ee805b02f70acbe70b7f4a2c1a1d760768ac8679
2024-05-02,27462987329423.76,7100361488780.74,34563348818204.50,1,dddc06f11f668e92d81515840820695c4a87ed96dfb57dea70adc9bafafd3340
2024-05-03,27462531568558.89,7085674715847.52,34548206284406.41,1,407870f1ad870a81ef1752b0c5759e0892d98c20fffc5465f3b1fb2094e5e017
2024-05-06,27463657361740.46,7097190278087.13,34560847639827.59,1,e764f0e7a7682e98d3fdbf0b7dbbc824e42f24a872d88b192b615583507da5b9
2024-05-07,27453420769237.90,7105974470632.43,34559395239870.33,1,7e2edc32330798c6f70a1780e294f85cab20691ec613c0b8ce7ab96438723564
2024-05-08,27454500607320.58,7087227363278.59,34541727970599.17,1,e85ce19fa7e74aa71b12693a6c19e06e2bc9e0aac3569058305ae94142ea0ed7
2024-05-09,27453899461694.50,7091012790160.03,34544912251854.53,1,6ce2011eb8be81a00884ce360cd7c898d08c04d665f88a3ccab8c109a5625423
2024-05-10,27453861306796.20,7090730710809.52,34544592017605.72,1,f22961f5ab9bbc719832253e416c6baa2d964a74c7f5bc0491cd9e70b42cb43a
2024-05-13,27455172055232.87,7096990063615.00,34552162118847.87,1,c702fd13392f7736a26f9fb4186ef752f696b8d91a9749a255cd8cdad5ddada1
2024-05-14,27459796281794.85,7112713088036.93,34572509369831.78,1,86a51ca22104738a77566095d6d15bb04a76532b9d86863d70172904ba7c1374
2024-05-15,27444319743354.59,7090525707392.57,34534845450747.16,1,75c59ffb1f0b22ac1a0929d7ce9c0cf64771295022e119336b18bcf6a981ee1c
2024-05-16,27456418787486.41,7096512136256.51,34552930923742.92,1,ae8d1fadc58e7dc82a7b6f8a60f6b33bb5dc7d6a25def7de3bf0b16f190a9052
2024-05-17,27456876652491.59,7104020702286.11,34560897354777.70,1,5b88d1e9551e265d0b8b58ce3ec8db393b96e73bace8a5f7b61e8e48c2325af1
2024-05-20,27458745418356.45,7110365893564.62,34569111311921.07,1,a30a9cb0892b2d5b8a875fd835722689772982ec02da7c23b0de7c073b4bd0b1
2024-05-21,27466193557963.77,7119366637073.07,34585560195036.84,1,22c3686ac106e127c0f94245aac5aa0008221b249866b81d1ecaf38aff164ea6
2024-05-22,27469724120218.74,7098530393796.65,34568254514015.39,1,e59c3fd93b0f35b8698e71a17b045a45d9904b378c57ef6d0812362e0c0a156b
2024-05-23,27473485937031.60,7103643031520.03,34577128968551.63,1,50bd6000083029c6248a859832071084268e454039c8f9c2bf25f91cab68a4dc
2024-05-24,27473812202939.87,7114168241161.52,34587980444101.39,1,05117f8d5fc87ba05d08802b4c77f32d408afa546d9409817003fc7c602c0a2a
2024-05-28,27485640159741.04,7120527755284.89,34606167915025.93,1,e7c4e37cafa62752c3fdde64b227cb1cc93407a78206fd76fa68285ce528edd5
2024-05-29,27487157223434.84,7134501132017.34,34621658355452.18,1,2cac9f60a767adc6f0efea70c5b51d6c87aaa0a35c53f572c73527664cca2b4f
2024-05-30,27479078222866.95,7130718594560.70,34609796817427.65,1,3848917c0414caab64d0d13d51be1d33d87c9989825579146f2984ea9c5f85eb
2024-05-31,27606806621699.92,7060308520700.91,34667115142400.83,1,041a8b5bd4f43b5f21ac85ac3985e367ac6f6d141c1ccea8eced083daeeecc3d
2024-06-03,27604546247462.02,7030817895866.12,34635364143328.14,1,06d49b311f420be37b35f4a8bc98a59ce99540f24930d660e7af35ce7dbf50a3
2024-06-04,27601036912476.19,7054598976613.93,34655635889090.12,1,dbea5998465496ca02f2a99dbee252051fa609f5e9c163dbe16df83040ea8540
2024-06-05,27601771436920.21,7058129597685.48,34659901034605.69,1,a766fc8c9fe0627db83aa49f9bd74c2ca8c68987736bf742cb0570ee0a43d2d1
2024-06-06,27590071808237.64,7080560846029.55,34670632654267.19,1,06b0e2f5c4825e8b70ffac93fa02b2ab635b3f22ef4ad0db2ced02e98c590e75
2024-06-07,27590412991651.25,7082479056181.28,34672892047832.53,1,b323b96afae19f25493cf3676aa46da0315c8e2367f76bb0ffff16d7a6004b46
2024-06-10,27590884592514.35,7118535504661.53,34709420097175.88,1,cb57785b7caa36f3eeb322da8d60f7f6b9267920c6093b4056f7b9a2319917f9
2024-06-11,27576833611186.52,7126102177829.74,34702935789016.26,1,af4f26d4face925642715f6fdab35aa03d4bb32cf3a9ddc2126502f2ee63c4d1
2024-06-12,27576420914357.70,7104892790319.76,34681313704677.46,1,616d4e67fa1f024da5e369ae3b6404ee4dfad64e26d175b40257891627dea662
2024-06-13,27572656623723.99,7110924005833.71,34683580629557.70,1,a1a80a319c7ff00c48d48758d59071cf72c03b0abde949b1731c92fe7f32657a
2024-06-14,27571224186740.96,7109857211392.89,34681081398133.85,1,d87e339536b65ab31d2c149918ade199a53a60ea41981ba464fac8a0145abc30
2024-06-17,27627953593560.50,7122545236427.05,34750498829987.55,1,58aee93fcfe0441e0b0cfcdf75dcd6cdd0a99de13d081a4fc3e45a1c519725d4
2024-06-18,27614043126341.21,7120067780594.39,34734110906935.60,1,1d5d587529a71bb3b4456c5aa523451bd082371980737db483820f84a4a5545c
2024-06-20,27596094209621.92,7129756113986.30,34725850323608.22,1,6dea83f511fb7f7be14d32f1df68b120ad76bf74504e6f34b203f508ee8966bc
2024-06-21,27594481222617.96,7139266543546.35,34733747766164.31,1,14592c832a5b0e7d881e3d5cf654865bb98e714892d41b5b8bc2debd67258511
2024-06-24,27594422516851.49,7154179953134.65,34748602469986.14,1,9924d93ec8dfb0cf1c9154333368202dc893229a47efc89aac6cc7522a1c7e6c
2024-06-25,27580828533331.25,7167570155124.24,34748398688455.49,1,38e6da0ca498b6b8bfc3a2b019dac1fa895633b76cc68ac05171d906f50eefb3
2024-06-26,27581121643497.46,7143567623465.65,34724689266963.11,1,374fc28ab7ba8b8a8d1929c8ce753d76d558c2149cde8bb7d6fd3d2d838c48f2
2024-06-27,27564579398180.52,7158197529065.63,34722776927246.15,1,61bf68c2f23800978aac162f750a9837fd43a99e4985d411535f9bf990f25de6
2024-06-28,27612896549329.17,7218737882064.30,34831634431393.47,1,afbc68b916a9049f1fb8d863c8f61ac2604667cb50c6be2efba6957f78f91f14
2024-07-01,27686611898025.85,7154447730760.95,34841059628786.80,1,58c078fd0db0bebe5a5f50aa5bad2f89cbef004d6e290aa224dc8915f5b3e17c
2024-07-02,27696947664513.33,7169092766813.98,34866040431327.31,1,f6c73ac979289f17be177af54c0e95c841acdabee06ba1f952e160369084bba0
2024-07-03,27696496266059.51,7151072723994.62,34847568990054.13,1,bbc81377f0fde2518b895acb48863c9d8dcedfccf91cb164520d87c7854ba540
2024-07-05,27693475216355.36,7158726071239.68,34852201287595.04,1,baeb03a989eda0b13ebe7b33dc4345b3369584694f7200bbe2b8061e83a86d56
2024-07-08,27693672925726.72,7163717134101.38,34857390059828.10,1,be770bb29388cbff28b286737bc919bada88f3a4b182f837963ede6cbca7eea7
2024-07-09,27709504208843.50,7174867301204.10,34884371510047.60,1,76b9ad5354a379e536559cfe4a829142fadb45083a8097a1ac0d24224abbf122
2024-07-10,27710406330174.17,7150915328510.84,34861321658685.01,1,8a536e53563990918582f0b8a554469ce135d4b8b42bc5df7dd6560963708992
2024-07-11,27733802372114.60,7155137174411.31,34888939546525.91,1,881e9c255051d9a0a94abe68befd886f95fb6e4d6327671707b40796d7138e58
