period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1938-01,14.2,available,,,false,288f0dee71b38a39a67f765d030aba0a6b56d762116efd3bb7616514ec2d11f4
1938-02,14.1,available,,,false,2a02df4e9fe3936091f84af6d7fccfa6b48f0876483ce157dd15049721570df5
1938-03,14.1,available,,,false,b67e85d87d79ecaeebaf5ee0f25fd98d39dcf5aca0111ff11c4b1b8f0b2e639b
1938-04,14.2,available,,,false,b43b1445145a8f2a9afc6f3dd8689976c83bf17755b182f742bf3a1ead730a22
1938-05,14.1,available,,,false,c3c1d2bc6b2ba2e4b8f3ebd2ce02dc6dde05ea60c0bb66a16b6012c9178755a8
1938-06,14.1,available,,,false,e5fc24405c8d42f60613c35a1546f379d6ccc98996f6eae947d18efe2a9cf9d6
1938-07,14.1,available,,,false,91ad20c8993cdcb864556c078b9d2a529fdfbb17777e1e937098bf2b98ae5441
1938-08,14.1,available,,,false,b4574f2642b3cc36c4e9ca3b5d824852109e2185cd55895cd76d3d15945e4ab9
1938-09,14.1,available,,,false,1aba1c7409fe801d21e08f7efa10a6cdcce6540a727123f1e94fd0e90a6576f4
1938-10,14.0,available,,,false,c7ef70150128da37e903bfe1fd3400a3e9feab71754cf7fedc0b5b35fe10167f
1938-11,14.0,available,,,false,919b318958d28b7be2d7b7f0f2e111016c8f6e29a2186b4d20b1f3aa37e29959
1938-12,14.0,available,,,false,e78c4831f551b6142e87310b450e74dce91cab0e60b5e4af1d6711c46f2b2d66
