period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2022-01-01,-0.5,A,F,,dd7142f11d5ede3526ebc6662d2664931561d02a8f89764cec83a966ba9e9354
2022-01-02,-0.5,A,F,,1c5ef82d5e39562df54675bc6f5511cf5cf38b64c384ef9fe5ef9b2855a27046
2022-01-03,-0.5,A,F,,fd3ba409d31a3c07614d6c558ecb33cffb797f6ee6c399e929d62aae6e87c8c9
2022-01-04,-0.5,A,F,,63da4802e1bdbbbf2bf6b76810fa3bff8160e6954e2a45dce085dbe748eb6a1a
2022-01-05,-0.5,A,F,,a7d1297e6278301d7f7c319928d3e0ca07f74e6a02923ca909b93f3157858e98
2022-01-06,-0.5,A,F,,82819c2a6536b772385ceb39c7a7d166c06eaff8d27c89cdf6eed90d8651c7fe
2022-01-07,-0.5,A,F,,3d68c81d4f39bd1e80ac27d66785e454f7a0f768161bc2a83cfe1c3651465132
2022-01-08,-0.5,A,F,,0c035538328684aeb3fadf59ccbbff39f7238b34ef16fd18bd3ce131bb723437
2022-01-09,-0.5,A,F,,9c871d6957e18375e50efa3761bb7eefff249c2e71cce7134f25e2666fbf5343
2022-01-10,-0.5,A,F,,42d3292f6f140fc5e803cdf9c5f519a8795eadd66a4c76aae42d13edbb9a98b5
2022-01-11,-0.5,A,F,,6a42f1d7394e9cd14bcf6ac933b193ea05fb9e01a1b7647f23cf7951ba014286
2022-01-12,-0.5,A,F,,e571519e9a0dcf1a8828cc110a0019c5a348d9c0382e16442f76478f90835aee
2022-01-13,-0.5,A,F,,bb12f9a797f128b41bcbd3346370b4e7f5a0f0949c3c03efab8b4c61c790b2b5
2022-01-14,-0.5,A,F,,66721a1c31f41fbbfbfaa4aa8b5d70ed6045a6ccd5949fc060c7a8d6c4e09ef5
2022-01-15,-0.5,A,F,,f8920623d8b9aab0cdcdbe87ae822d18e672a8b685b286c01770a9a2a09cf90d
2022-01-16,-0.5,A,F,,662c1a236630476116be6f3133289fe203d51d62440c89396cb2fea364bdb95a
2022-01-17,-0.5,A,F,,b52075ad937eb5c20b7a68950ca2c2a6d85f02316a8f2114be49429f059d9803
2022-01-18,-0.5,A,F,,fc0a49ba89c1941daba5c7817f329d03b958233ec72fac09b51411309ac672a7
2022-01-19,-0.5,A,F,,3cd1c61d49cc26f6f4b2055dd61690a510f6ebd1b7443e56a87e5433ca7fe003
2022-01-20,-0.5,A,F,,c6be24f33ede818bb32d5c34408ececd378a1497a6f8cf3ae19a77131878e03f
2022-01-21,-0.5,A,F,,78b95873280794a8a44756c1ea23d5f6be7ee9d60233522ad745e730459e882b
2022-01-22,-0.5,A,F,,5a4f3625bfddc52092dbc81e1672b0d7f39731621a5f25c5c494d10558de0002
2022-01-23,-0.5,A,F,,c19be94df83ed7409a51ef24853a85239740ae3a469b9759a7219f74da585282
2022-01-24,-0.5,A,F,,02cadea04143dc4e264dca7837350c097a03b13ace442347d2af092b761ca38b
2022-01-25,-0.5,A,F,,06b8c53f4c10d7665ba7e3f28deecbdafac52e97f553ec37b38dc6f7f67efb10
2022-01-26,-0.5,A,F,,cd173773090408bf439f5bf07fcd8e8af8ec20cde18ba1e1e2e0c4c819bed3a6
2022-01-27,-0.5,A,F,,041aa6add47171144bf2ebc74fc33034b1f8c1db173617f116d5dfc48830456d
2022-01-28,-0.5,A,F,,d886eceac1fba170ea195b71346054e3cb8cd3a520f2b1967a536ace2aff130f
2022-01-29,-0.5,A,F,,4d11c2cc8e966f3b73ccde9a7160a36251796fc03e580a3f1b3b418b600974a4
2022-01-30,-0.5,A,F,,278168e098fb10c16b04bd95cb6cf5f355d9c5a1014e2ba0734d40d994b31853
