period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2023-01-01,2,A,F,,265617cb5e38d8059993663811a9f8a56befb86346a03419a2ab25fda7082fa9
2023-01-02,2,A,F,,393f9cdc4c3185a4615586065bb717a7f2c3df066a234b089be368234da4b289
2023-01-03,2,A,F,,824114731fd5f29e4f5d3f23f80a67757f008340023b8baab7fb1e45460495d5
2023-01-04,2,A,F,,78f9055c2e024ab3a2e2bd5e4bcc8d9054f480bca806512c50207636dd3ed096
2023-01-05,2,A,F,,bc8230e91b317382ce8f154f90909f1247df635636eea7314df6cd8dcc9e7224
2023-01-06,2,A,F,,f6fd46158fa77f7398e4f59ca8ca2f8af21cb25793e2b6c58074b062cf459bbd
2023-01-07,2,A,F,,762462709af328d052bc520547489a8e20c50db9f2c10f004e8305eacd5fec51
2023-01-08,2,A,F,,e52da84114dc0ce5468c1d60fd29642e780d316f81a0bf0800edc7ba74d5e4f6
2023-01-09,2,A,F,,83d31f6f32e4c19ba2450e3914be82e453dd3c14589a5788e000a0517315dc5d
2023-01-10,2,A,F,,8a9dda50f0e7db70e1311f1a12cabee254ae3e3e42a2e97cc3c9c16f62d3e038
2023-01-11,2,A,F,,31455f75bc44a55a68e341407e9f9ba8886601349a9aa597b5030d2265a4a722
2023-01-12,2,A,F,,8a318fa30a5e532f6f6e0141b4750e9dee48184e8a706a087b852f7cd6aa5174
2023-01-13,2,A,F,,e66cad13221ab8cad99e6141c4f20c1269758e5e81fc01c057544e151d8877a6
2023-01-14,2,A,F,,06a38128fb1ab6b2a878ce1b2a1d8c074c0cb4c8c1dd4198783d0d1ef69d942f
2023-01-15,2,A,F,,b159a0b159b1b5b57f3756d2c95233ef408ea34aef26f41cfcb14e0ce369dda2
2023-01-16,2,A,F,,8359ec308a01412ea4e3e59b02f17da178d88dbd90af8ad213fba75a45e2acf0
2023-01-17,2,A,F,,2bc92526e25981e2b34a73db5beb9717846cf6f4f8636726ea33b77bb8507bbc
2023-01-18,2,A,F,,fed6918646d653e3622cf8dae1123db86471c7367c9e74e9c4d0e71f04e2fd77
2023-01-19,2,A,F,,5127fd128f362ffe9b9df6990a0d4624ab93be0639239c15a43164b478cc5ee2
2023-01-20,2,A,F,,2b3af7e1f900d30f892d41d37fd848db643903f89804fe4580f18d2a040741ca
2023-01-21,2,A,F,,fef674a0bf77a0b19a77db31911ed9112499ee7f9264303f3f651811c16c2399
2023-01-22,2,A,F,,0179e0e9748c18f7e48784e24327f447244940033fbb8389668d6f9deb774162
2023-01-23,2,A,F,,b0d75fa2801817c3184c8f642f08b77b664971f2f31f5f81a7ae6d48c667f629
2023-01-24,2,A,F,,3c16bf081cffcdc91e39f319b3680b015031097a5a48b0ada8c7e015ab0986d9
2023-01-25,2,A,F,,ca05e7ed188153214f8332d68b0efb2013d314c97ee93a0793049cd59ae94fc3
2023-01-26,2,A,F,,f627d6862060f6e7d7b86fd91a0aa0da50f651805c078ecd0e7137750cbb626e
2023-01-27,2,A,F,,8a38bc5a737347e77799651cddc5409e2cbbfab16062872ea025626cb7e80ecd
2023-01-28,2,A,F,,785258b2fe397c75dea9bc3c43fcf5b44dad3f3c204bf3b161dac9b1f17c52e8
2023-01-29,2,A,F,,f93c136de98b805b6fe3622d1d6dfe6cf4f1b9bc1a64de78ad424a6914071ef0
2023-01-30,2,A,F,,d0321bc6f204d4fd896657229302dcae98b25e3f3c1163928181b53da869c65f
2023-01-31,2,A,F,,9579feb85add77b97fc6239fca84556463b16c0be79552dc3e2c61f57507d5ee
2023-02-01,2,A,F,,95e7800ff25891976344d56be6c4d62ec078942f805a7783f6a5fb9ff6ad73ee
2023-02-02,2,A,F,,fd4357e17418482c40e35d5d5c96bc158951afd766853f50c2c0ae5796a545e6
2023-02-03,2,A,F,,ce352ecaa4445d5884f14fe30ee6a84aa50c7001889f016fc9876ae88161eecb
2023-02-04,2,A,F,,f084158a7915987ec5d2900f37b0d65deb36eecbdc68987a7141da9795d0c44c
2023-02-05,2,A,F,,f6298fdac302b93ce7bb560cff4c2aa613ec86ac24a8136e05368813db15d839
2023-02-06,2,A,F,,e84f6d9e31ef0aa33ce6b0d6349ebd7599f2afcde531e4a4caf640fadf6046fb
2023-02-07,2,A,F,,6fa597e2bff88324f1c73eb4a7a9d5d75b24bd6240b473296d17a0747f373657
2023-02-08,2.5,A,F,,df94c27659dc1792a3b452cae7dcd1eb84a9cd99b6dd1a5adfc9369287231735
2023-02-09,2.5,A,F,,53a06616d1151cbac1efc94f8d65fbf733f46e9d1111c240def95bf7df6369d6
2023-02-10,2.5,A,F,,3d01ae7f3895544093f33c81f23a076ee82a351f9760bb35f6754d583392a08b
2023-02-11,2.5,A,F,,47b40f3d9a3ef3e9467c0d36219a4400e6d09799e8b84bce0aa7a8284591ba55
2023-02-12,2.5,A,F,,817035db86889b7c613aee8efe4bdaa681a0274ee79da5f46ccc0a02f46f3b80
2023-02-13,2.5,A,F,,ad81c0815f0bd877d1ac7491591e19d74bd7b9cc9597c89e7e4ac02618859ee2
