period,stock_thousand_barrels,source_record_sha256
2021-01-01,485459,cf94a139058a087c2454cfb499513db1eca4ea4c6d06508f8bb47b9ad7a2fa1d
2021-01-08,482211,e1893d53609f0508dcf76f39a2c0136630a044c41d409abb0722f60df6f43ce8
2021-01-15,486563,6a568ee4451f1aba4982a418bb45906ecd4cab6b22f71e4a10f30de284f641ae
2021-01-22,476653,200a9822366f2f73b0145e0503dbcc6a928392dd48b90a868ff8f2ebea968cfa
2021-01-29,475659,2e034be356c369bcb28375a8b5bdcfb2ba2e69dcea8806c0c14c39ae41cab589
2021-02-05,469014,698203ceb4e260cc30df98727e1934a6e41ecdbd3f892e93c77362e697a3d721
2021-02-12,461757,e98e9dc5f3df39351b1ef8ae467f8940a6403e4851adfec33d32a7dee099316c
2021-02-19,463042,34d256a36dce99c4dd4e71d72f5d90e9200f21fcae9c259a683b2430c0d7742c
2021-02-26,484605,7e8f6c4f753c050106056b4ae118ea607149d7c8eb4a333f0dc401719b6d68ae
2021-03-05,498403,ba6a426b5070a059163e21fcf4318abd787a12f0b234889fd54d37cefe73bf76
2021-03-12,500799,850af71f14ed685dd043075a1532af65f8b8c48f0ba1e69a19cf609e8c2c8536
2021-03-19,502711,32ae1ba52b06bfee702f50e56892e78f7c09ce6634acf613dfd86c715704d783
2021-03-26,501835,d585c3cf9fb4048ad9bd5a228f02406c852c32d3c586d6d4c1e934f9d6d0a0ce
2021-04-02,498313,0ee1501e0d557487cfea2df9b4fd027430d7006ad8b470e3d14b50dfe12d5f5b
2021-04-09,492423,22d72dd26787067b6da04809ca2e0d699228f66978d0757c924af065afd59c41
2021-04-16,493017,cfe0ada90df1f992af1b6db0a1b607d71b4bde2e3ac091b3dd799c8e262ebdf6
2021-04-23,493107,d733efa66a8bfa4940410737e7c1819225468f98af5f04a96a293519807ccd0f
2021-04-30,485117,426cfebcc1ad7ec8369d57c0684a1042c363561028639fd69b3b8b3bcc3224e7
2021-05-07,484691,2dd6a50de561d536574d21c18d4d5ec49da50ddac89734ec44e4aa159f2a5d88
2021-05-14,486011,40c1bce79f751783b6027a248a69f9944ec22658138bc46ac3b3b21f2d9f9948
2021-05-21,484349,673a729f6c220f32e70f6024e58596c7a2b4003f65545313fc751d1a2e8beb91
2021-05-28,479270,ba07ee4ecab4692d74a20186b3e49582e3d07d89be0b3db245d0e79a4d8dda23
2021-06-04,474029,63cc349879d5775c18433909b936d49aeac0f636b4445b7c6d77f6a67aa0f5d6
2021-06-11,466674,74f62ae6b6ef744138f64582a0220c7575d9877b14d0a792b92924dac43190a8
2021-06-18,459060,1a83c2dce7ee15fdcc8d28730d70e473baf1ca7e7885db4d1a3e985dd175bd54
2021-06-25,452342,309bbb9e9dc6523aac091b59a67fcaa1c0be143e7586609487c30a4283253215
2021-07-02,445476,584cf8206a7c4516ec382ebfb6d9c720ae923fac68b9b1af299c34c229c59ac5
2021-07-09,437580,72d53555cd50a839be3491d8c17009f546b67eefb6652f3733d09143b5b5ff6c
