period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2011-01,220.223,available,,,false,552270b0eb1abe30d2b8307c37c0e9c4c59be141f9005698e1967aea449d6c90
2011-02,221.309,available,,,false,2b90100a06b9a5df8c134926884579eed83a3128f00fa6bde52a1e5db25ba377
2011-03,223.467,available,,,false,0c4c2efbbe422c57da7422c6163fb43b9751d8110a3a762ecb1a85b9946520ad
2011-04,224.906,available,,,false,5c1fc536c0ff021cc0043c43cd861039b62ba56d7ce8e1b926bffa3416a4a6e2
2011-05,225.964,available,,,false,8225eaa0c5307747411b29dccdc0bdb9e2f120b24050f8a2bdf254c2c5b04ee5
2011-06,225.722,available,,,false,fe12c54ed985655fa23a8d5e13e23529ea7764f7e064a0cb89be9761ed9eb00d
2011-07,225.922,available,,,false,097d5864db24f564142d792285e1efef2c685f59601cb60815a36d243073359a
2011-08,226.545,available,,,false,3508c6f0a307ed2488cce7f2ec5ae769666a2e4e9dcf8c256f66d4382474eb4f
2011-09,226.889,available,,,false,9932675d9598a22695295e754cc206b33a15ca716a5150f4d73be6101fe60c84
2011-10,226.421,available,,,false,c79d3043c79b42616216983c30c1463848b64818c84aa0914a11b6d9c61a08b5
2011-11,226.230,available,,,false,ba34f3fb2cff4b648396066e5d366ea489295c9384feab534e4e95adb39968bd
2011-12,225.672,available,,,false,4072346c04eee9887f0bc29308673fa1b1c3727fac8bce79be49717fd1d42049
