period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1953-01,26.6,available,,,false,b8a106120a39108164498ffdd578b593f5af725aaedc07674975c46b00b1e775
1953-02,26.5,available,,,false,256cf12ac176de1d742ffd8843831a94ac2b53bed963130daaf1eb969d4544f0
1953-03,26.6,available,,,false,c3f38531cff3b5fa171269eb1c3c7a8f59bb8c7fb501b48f4cd4dbd45d617274
1953-04,26.6,available,,,false,40861caf1ceeceb2f0ee9d4765ff74ad10467c58b96eb9011f41e17a42dbb163
1953-05,26.7,available,,,false,d5cccd6f1b03900ccdf63fb1b28c54cc15d9c1d3fab6abbdba7f4b1899787334
1953-06,26.8,available,,,false,432ba491ee1ba35392cc4b40d94c49e52a1abca37d7920a0bb96177dd21697aa
1953-07,26.8,available,,,false,a3c5e59dd43270cf6ac812077d0be72e9660dc5148dc7ff8b428feafa2e974e9
1953-08,26.9,available,,,false,5e505a6afb58dfe05a474142cb6cc13915d2a38b38f9f0063f99ae8c75d8ac2d
1953-09,26.9,available,,,false,b71a2d8b896db6dc684149488a62e4fa091a0b45d907960bb9262c66f526d898
1953-10,27.0,available,,,false,aee7a37037c875e83ebbafef9ed49903f162c69990087cd5e7b964a48fd4b76f
1953-11,26.9,available,,,false,3ce210ba2c776441255d502981769edb29a9cea8ed20c404d522c43b38bb7a73
1953-12,26.9,available,,,false,6590e845d93abc1035aad20e1ab1ba3fc71294face834b09fa1a941bd2987914
