period,ref_area,cli_index,obs_status,source_record_sha256
1960-01,CAN,99.64111,A,3f09dbe941c03a847d52e3851cd288096f75510c4aae993d05f623097cdc7e80
1960-01,G7,101.7804,A,2a03144dc3dfc5c198aec4ba4a45257b4fecb88c50e2d6ce286ca1f3c0883ccf
1960-01,GBR,104.2105,A,637ed863d2bba22d370b7a3d42548ed1831d0399f0db18aaa50c02571966e5ae
1960-01,JPN,101.4242,A,c5a651ed4b8013a48aa37a0708e92ed7069b6e0d0d2b48d62c2d718b8eab9ea4
1960-01,NAFTA,101.6588,A,df82760d7e86439c6099985a6c1c197eda5e1aef0823498eef514acc532dc8a1
1960-01,USA,100.759,A,6241c2a63e39c8b9b1054866f4cdae8910b62459f377331800da8baa174b71c5
1960-02,CAN,99.43886,A,137d3fbf03fbacc95e1ece743cf611854c036f649fa60742301a517cc254613e
1960-02,G7,101.5532,A,5af0be287b2992a45f6064e81f2e9f17ffd3b4e53cbacbb1a7050f98d545ff9c
1960-02,GBR,103.8743,A,070fc65af986b8aa7bc91a1995f44cf69cc6cf7af332ac488ac05b3604d27f8d
1960-02,JPN,101.4677,A,d0d79fb187a4f89b68a7df442483ed437c10f1691f8315bb11b43bc271665bcd
1960-02,NAFTA,101.3575,A,c2c179014119216672e0f1fa996105f0d731f1f9c47e9394ff98564f184ddd3b
1960-02,USA,100.4511,A,0ba5c47682c5f311a77e9739f9b457bef8df3ce910edeb886e824224d9c44682
1960-03,CAN,99.23056,A,03be3f604e975cadfe2016a21e9589c00704087d664d7635e0dee9c8344adb79
1960-03,G7,101.272,A,77d687983680b2fe1ee367ac2f42ba6e1bea6f83f8faf461471eaf5218325892
1960-03,GBR,103.3167,A,72c08ea56efedb2f6a8a611de695313e549d7a6d64b34a9fd57f453e082dd642
1960-03,JPN,101.4758,A,be6b00cc17a34eb24919ec31ca8c97be03e8b849f934186bfec2ece4184e329d
1960-03,NAFTA,101.0254,A,123175f5d2c7bed88b7ea82ec7a831ff9df2e349728c153a70ab1b8cf675935a
1960-03,USA,100.1103,A,a20b88b2bc2c18600b4cb41466965defabe547a48a9cd315e4c53db90b07bcc6
1960-04,CAN,99.04715,A,0a06747d6d83ac22be43556c7e18fb1cf662a80da866ed2efda2ff707fbc624b
1960-04,G7,100.9911,A,69f15ae755de33d47d3be9c793d1cf51e3b96383b33cb9c2ba694ed44b86d173
1960-04,GBR,102.6964,A,b078ef2c50d575801028efc425a2513f9e09eb12df4640f3cc07faa749a1c992
1960-04,JPN,101.4603,A,fead95dadc460fe529df2e1694b062513d9355fea6b9028063a61a13d8d7b971
1960-04,NAFTA,100.7127,A,86cb3aea2f94cace52c945190fbdd90c6932502be250c0d6b1f8c53cdfcea9aa
1960-04,USA,99.78828,A,db64d27f32997c2f29d443562b9ecb5981f0dea59ac0de19917b910b45bc22b9
