period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1965-01,31.2,available,,,false,28373ce57011a15a4cc6f67e2d9ff9df715f4c4744b56c137b2f4d5a198d33f0
1965-02,31.2,available,,,false,cba3ce02b11368ee3c96cd67cbc68ed7b59139402cb6f31d5243e16fee0f3f90
1965-03,31.3,available,,,false,361f07e1a439aa148d6f5fcdb52ad13742c013ac3ae5bbe2efafd900dd3299db
1965-04,31.4,available,,,false,126ad575371882fbdef487e64acdc5e1e2ae1b031cfd0c18445005b6f94f6175
1965-05,31.4,available,,,false,8b60b2d98714e756b3c9025dbd658d5d5862df01c4b996ec1218a36b932c8f95
1965-06,31.6,available,,,false,272604782fd7b0accafed3a7342a1464d36ddadb552f71decbbb097df4420ca3
1965-07,31.6,available,,,false,29dcf38f347e3d7e18a7a76ba783413694fd5d21825798a40868cbbdde04f6b2
1965-08,31.6,available,,,false,841c3526cc9656d5e794fa0037b17a9bc425febfb13e2a477d15d1a16f3078b7
1965-09,31.6,available,,,false,17646adfbe758f0992dac9c18843cb0c676a4d4c6f9764b8e2ae83498137c87e
1965-10,31.7,available,,,false,9c8f28cf8b86486ab81e485f2bcc598acddab70a6b2f5707a16f4f7f957abb70
1965-11,31.7,available,,,false,447b4b7a261cac9cafcaf87b52b6783137f17c7115a93c425a40dd3a152694d8
1965-12,31.8,available,,,false,8097aec8071cf907d15ad38c0280e0bbc541ec95943992b2e4be7b9ce71e3c9a
