period,base_rate_percent,source_record_sha256
2009-01,2.5,bfd1b09264c2e23ae731f46aebbb16a6720013f2a7ad0432d27dd8e21e7d422c
2009-02,2,3f4bb6be7bf07bd922d44249827f04047a361e692641f7a5d7312c24a4ebd96d
2009-03,2,a2bb2f16ff9b525fe468ccc91f0f598cbafa77e3070cf05bfd8c160f747f8059
2009-04,2,c6bfc0d4fde59fd1451dd4297eb8f536ad4dc8179cb5787af03edd93a9a414d3
2009-05,2,267a22b0ee229a95378114fe841160ea169317ade38eedd680fd5b30325056eb
2009-06,2,6f565b126a7f93746036a70fd71c380794a26cf0c4942178cbac78c32a353012
2009-07,2,bd8c1bbea0396e32305d0d16b85d12599bc90c54b20f4ed760776bf2eef9ba51
2009-08,2,d8989f13b5d23101e9903c7dd11bfa420e719158c6d41c78b605d303f1643c81
2009-09,2,16c6d0339c217d832be8035002d2fa2654fd204f9393026f1ececc4700fbc37d
2009-10,2,cdb80962e962e929151f51468bc640519a5b5806c9dbac9024b61d3d0c9fc6b5
2009-11,2,20d8ad4781f503c22c84dd4172306a35e144424f3432494d013d36af801f93da
2009-12,2,69c3826bd7cc600c0889d30662d4f33fe89555c9ab920956469f0f440ee552a1
