period,base_rate_percent,source_record_sha256
2022-01,1.25,2405b6351af9f02f19ec8638021f4b444d3da5a4d365f4ec1e13571315713086
2022-02,1.25,ca468fa75e01bf2f62926abf60f540ce7880bdbb116363803459213296cf37df
2022-03,1.25,ade3862b1a35c9a38e31247a9754c32bda1a7738cbe0cc4519f25cdb0e2c21a2
2022-04,1.5,01d30c0c3734d9352e4d07d412e504b636c25de96513b8bd6dca2d15ee07c0c1
2022-05,1.75,8e5fe4e40577a434c5c5dc8399b66ff253fc3de42661199f1abc1f7bcbbb203b
2022-06,1.75,42fb7af5383953de572338f7bad9fd47874e8ad703ac224281c528d5c6b1247d
2022-07,2.25,cf8904fe5763e6ad3cc197f1bf37e36ef9e33a6404d7f5374388af90f21d327b
2022-08,2.5,892d55cc780984210e868843df7bbfdec19aa8a7f06fb2f44875f55877d9a6d5
2022-09,2.5,34751a56720dce50d845da7a8268e744240b1fa9c1e430fedc7cb028b7f9cc8c
2022-10,3,3dd5ef8fbcca3924b61638f3c1764e937ca2d79f6a7f352f6f4b3eb84192200e
2022-11,3.25,343110fac7343cf171ccdba31b33c9735e3e4d1d71c9fb55affc011967b84984
2022-12,3.25,5cd10e2436873e3844f9d561de559e4b1b0d6e3bf17bd4df9f48925c3b429b04
