period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1973-Q1,1377490,A191RC,T10105,1,96c1f6c1e79c11bdf82ce3a368cdc0fd38ea411655df140c15b038e4333a1e48
1973-Q2,1413887,A191RC,T10105,1,c1e129e372a61e5185a74d44bd73a07ed863fe3212511224170be1b6e3e2b9d7
1973-Q3,1433838,A191RC,T10105,1,c79d5093cff53f8ce1b39d2cfe6e7b7935eca122d6f301d4f98cb786229a79b5
1973-Q4,1476289,A191RC,T10105,1,1a0999399e0d8d640d30fa8544484e6b8ddf4c98669679fed5f7d03b58a23ba2
