period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1984-Q1,3908054,A191RC,T10105,1,f5d38b4d3508a36c1f6f0fbc0265d837e6aab0acf9bc4e6f1d9a4c6098df7a38
1984-Q2,4009601,A191RC,T10105,1,6f568975c43ab7077c93c93f5fc753db8e050fed4d1ad46b7941ffa99670531c
1984-Q3,4084250,A191RC,T10105,1,89e00cbe80e3d15ece8a9c830e55bda4ccb2685fc9fbbf6ec5069021958025af
1984-Q4,4148551,A191RC,T10105,1,8ad70d697e9585f309fb528253dd744a0e44be7d48ede9d13e3e0da24e646813
