period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1961-01,29.8,available,,,false,ac7cedcb58a28fdeb13b4b4e444ce3fe66bd1f50ab3bd2578e40ad08e0ce2b42
1961-02,29.8,available,,,false,18c620e5ac871ff3e5cc407bdcba37b710e190bc620793cc96fe40ce139df3f0
1961-03,29.8,available,,,false,abe2b9213fbe9f33c0d4c2f18c7a8cfc82274b163638f55416dd9f922e65f41d
1961-04,29.8,available,,,false,a3f53f8e2e25a5743c8c56f782e268e797d4d095408e899dff04997a6873058d
1961-05,29.8,available,,,false,6733ce47a1a9d7beea7a2452befc99d1b730f8a92e5e4d1ea22bf75e015d5ef9
1961-06,29.8,available,,,false,5037821671d963d355f7ec34235536ec43410c1abba3d4fc80e3b11a75a551a9
1961-07,30.0,available,,,false,ab41b2405150a9992acf7cbd1d5968f00b9db44743c1c25b25556fbd11f7580d
1961-08,29.9,available,,,false,92ec6b8d1895d57b8a6cb3a002874f8e7d4b752087ac5d12da744e3861dce1d1
1961-09,30.0,available,,,false,6e96dbb5d9fc4ce62cd3b778c55ae3a4b81f767c983151ebd118599555f340a0
1961-10,30.0,available,,,false,12f931479f0a44fde5345eaf81c008ae2dc2359e31e71679038fa4e1937c7a1a
1961-11,30.0,available,,,false,accc1866cd122f6e0c3a21293e637b45bd5ba14297603be7539e53ed559b0e1c
1961-12,30.0,available,,,false,24adee1d733efbcbc9d3b50ad0cae22844ef2015df687ba45472f338b51bcfb8
