period,ref_area,cli_index,obs_status,source_record_sha256
2002-01,A5M,98.47428,A,b85834e8198a10bd10f07e61dff374b6120c342349f7a7370c3bf95d2eeb2844
2002-01,AUS,100.9245,A,2a780dd642279885fb9f9257b0509537be52caac1a6f79e10cf7ddf147826d1e
2002-01,BRA,99.0332,A,abf9c9e9ec45115a396bc99418a261feaf8e6311bbcefe7f98bf0f452b9a6b81
2002-01,CAN,99.94431,A,9ca23e3ff40978ec5b397ad13b7608b5cee7a76ad7a8af09388c2f80dcfca46f
2002-01,CHN,97.86147,A,fe245926de38b925e972e422752c505db476960bb3329c1c661db439935622b5
2002-01,DEU,98.34872,A,ce6e28f3d39e96f0adeb4c8381a3a6378493c73d099c21865a2864615a04d7b5
2002-01,ESP,98.18505,A,125f55234274704e6137b9b1ac1154115d654c70996b957eb09713ec4b9d8e41
2002-01,FRA,99.16692,A,bea257ce3020a1322ca0fae7e4e0dc6f51c9241f4f3bbbbc64c1bfa7a0c0b990
2002-01,G20,98.9612,A,92d01ebe440294e98472a12e7b3ed03372f3ac9bd21b7e573e4c6658376d4948
2002-01,G4E,99.20152,A,928a4ee2d403cac9949533a3bab71ed3b2c6c997b4946df4c4e3f032665680a9
2002-01,G7,98.95885,A,ed1c847639beb8b47b741e9290e6728d9244d6c4abcf76706b74544187f960a1
2002-01,GBR,100.2387,A,e856bb68b522420d60b44ef0ea3c31d62cdf92b6abd409eeaa29345f9fddea65
2002-01,IDN,99.8611,A,b5542a71e5b1e44ab7621a01b29e1214a5810d9971350ee3e1da9401de677194
2002-01,IND,98.00238,A,3db890b35478446a36c906b7918c10bfcea39ae0d9631fe3b4545408f0d5f970
2002-01,ITA,99.56691,A,d9e750227dd45152c900c28ea1d145aa4cdb5aa0142be189629b8d2eaa528e2c
2002-01,JPN,98.5338,A,2cf1049c5fee401e1e6f33029359eefb2ab6dfbe6abd7157151cc2aba4ddcecf
2002-01,KOR,100.8324,A,2f6499817f955488199fc8c61c62c41e02a39709928247f8fd9193dd809336ee
2002-01,MEX,99.07023,A,0a4299b58cd00b796e6c12f78d6282f6007c9af5b4a69f8fbafc9e0be6bf8350
2002-01,NAFTA,98.96485,A,933646a78b76e624e893918e54357808132af14e8c0658fab15cbf4c48d856b3
2002-01,TUR,98.77021,A,c69ee202b2e07b992eae14dad3716c874e273c08f8e736e2536f22cc308cc0b9
2002-01,USA,98.8692,A,3e683c4f07584c96d65e8614ce7518ce6e7e47339e5b267edae79354dda4d925
2002-01,ZAF,100.5522,A,ed07237f1802beb45bc8760e1d0c5b1773188e5023085c7ecd794c6c475b0f51
2002-02,A5M,98.63803,A,8adb79f01cb408833c37ed921b4497e1c207f99838d6e6d10e426853c103737d
2002-02,AUS,100.9524,A,edde611163e6dc08980c1a370ca66bb7bd4c382656c61cce4411fa48a26f2e3c
2002-02,BRA,99.29623,A,374f2d36b9a5b6e08f97c89e1f98b1e50fc11e2692b86c21cd3a4f5acfc4d282
2002-02,CAN,100.3526,A,f8966613cec7ac605b6e5cd361875f22cede90001ab0f6f45e65dc6f80fde569
2002-02,CHN,98.0838,A,6e90b2c5a097c22b66d649a14a581f1f7dc139ada4259fffd0328c374d710cde
2002-02,DEU,98.64819,A,fc9d7a3168c7f8af9e00ef5124984b4c8ac486fc05e2c6f1916d87c52b6578c3
2002-02,ESP,97.94193,A,4677e30ab9a71e620339d5f905c114612a52506625cf1282eb1f4b9d1c6682ea
2002-02,FRA,99.26832,A,d1928702c62fad61846de997465aa0e8d3525059d521d44e522b549cf1bdc162
2002-02,G20,99.18958,A,c852fc081f6d21bec2b876ef1201b3b6efeff518211aaeaf3ada0c9cb58f0261
2002-02,G4E,99.39389,A,e4efe369b0e71f998fbf085a1867e56f5e4319e49b313051b99bc69556f6e8b6
2002-02,G7,99.19939,A,9c9dfa1a8fb3b6c52664c7dcbdc4730480f5760bf565089e29b19053d25cf7ee
