period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1944-01,17.4,available,,,false,80c1eda410877adc56818499717b026422c2bda5b37d7ad05c6bd3ab7d4ba945
1944-02,17.4,available,,,false,634c1aa7f6df831bb683b33895c799558012d676250b9ffdebd093cd01fd1672
1944-03,17.4,available,,,false,4d38d7f63b923778c8f3e336e0c1a94cd205635f90ae4bfd24ef779f0d4159f1
1944-04,17.5,available,,,false,85e445c682590916574f8d4489c4fc39b57b2fb64263409ce0e1cca4e230a123
1944-05,17.5,available,,,false,c72913efcb7149c0d5181d9a3dcba1bbc6dd24155bc249035a60d0931443605e
1944-06,17.6,available,,,false,2b0790029baa324fbb822f8cddf044e454bb7d3bc8d874fbe3155b9b09b13ad4
1944-07,17.7,available,,,false,173025fda4f73432febf4046b58929f83ebde327fc461023ee942bf160ab5cc0
1944-08,17.7,available,,,false,f3083fd30b305645c313e2766b7541ca42bb9d2f2656b0a71645a6d73953db3c
1944-09,17.7,available,,,false,0c0357a206d555c4624dc748a57b554d4711563c146edcf821fccd31599bb01a
1944-10,17.7,available,,,false,2a210bb3071a5fc242435f239cf944bbe78693d176a1af598151b686517a0d6c
1944-11,17.7,available,,,false,c78dbabad27f9000ccb9d8d9cf1c17193bff1ee5908398e3201553de9170f9e5
1944-12,17.8,available,,,false,5a91f07f0ec49b5206e649eb9e76057c8be406acf5a6f35e5114f473d83a0291
