period,base_rate_percent,source_record_sha256
2011-01,2.75,e8b841b0ff902be2d2585ad7c245fe52b67a1c6242c049509a5c011cc906d61a
2011-02,2.75,a7e7df26eeedef358e80c627099d526783374f110efd275647f30fce670ae133
2011-03,3,bb16a4afc44c2de26ac58315fb00aeb26a8b89eb44cc067820c6295eb6579152
2011-04,3,e7cc003a27e372ccabaf9703373749acf43505823f4dcef5491f2b605e98dac0
2011-05,3,33e1821b9feb6bcd1699f593ff20e750f5847725bbd026de5b82bbb4082babe8
2011-06,3.25,ff2a31e1cf3a31f4d8567931d4b33f2f6f53d33b8091687b305db4276ccfcfbb
2011-07,3.25,2e93f643cdf8d7112bdb7fba567c1d6a620bfbead696190d4fced82f9b973be7
2011-08,3.25,eedbafbd940581a3d43e98c274f122f8ce9dc55addf1cc1c58b1d1349160db0e
2011-09,3.25,8cfd65c26544c1bcbf60c95adf375bed1d6f8e065fbb3f02386e85b2d4c4358d
2011-10,3.25,3ba58a1913c6bb69196f4c20ce19fbc583b46571ba9434a6f4b8483ff7fb7d8d
2011-11,3.25,22d168985dbcf44b22d14ae8f0ca93621d73eca1a8e592b3fa98368109e30e54
2011-12,3.25,e95f5be0d4a8eaf0bca2e209c4844bb862d0f5769639016a90a35adc31309fd1
