period,base_rate_percent,source_record_sha256
2020-01,1.25,c4d278b01b1aaa42ee2b195c7a77e876f7b4246994568975723f2f7ca66511cc
2020-02,1.25,d5c16c6f701adbf2069fde05a9dba41c5136bdbf7fb9e7650861c16f0996a1c8
2020-03,0.75,d9cdd6f4c409590cf6d04c3de5d58db9e245c44c1efaa6aad6964a5a04ac9505
2020-04,0.75,cd6d3f23ca3b2c3800cbcadab91c34d744cfd20173150c34723d65f7ea89d56f
2020-05,0.5,2714a99850d9910d37962d7eb1cdef7a121e8fb2025d69a544bb6f1fdafeee66
2020-06,0.5,9234b523bd94348170b7242033d156f84eb6f1c9e9d3835285e79a17cfec6585
2020-07,0.5,dfe9bba5d9e080e167923fe37a542ce388a26f19cc0a4aecda7bf3d69e535fad
2020-08,0.5,9026712413a5d46187d8726f50fd3b8e5899579b87fe26fa0a89caa49e799946
2020-09,0.5,49c41a3135a00063a933b623eb9841ab7d0938c147ef0c6dd749687a919896ca
2020-10,0.5,9f71c557e59a7cc5d2482fb336f4d1b672997b25aea3981f0151a351258d6d44
2020-11,0.5,da36309632bf75b2d3b82d097983bc58b4952d8bcf3e62d0c0438051be83a3f0
2020-12,0.5,f93a71678edb981c41c9e78a0ca21a0730581ee6bd3c08a8c8621cddfc31423c
