period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2012-01-03,10481500229395.09,4744717259257.24,15226217488652.33,1,c1b97eb9d56084be2ca36f96d6606ce00b75cc800b7499c517d6510edd573e44
2012-01-04,10481673696216.94,4754868551273.95,15236542247490.89,1,8fdada6e57501f1202be0b61dc7a98e6cd527257ef99d98e89104adff848d638
2012-01-05,10480172546585.01,4756369353388.09,15236541899973.10,1,2bd618e7bcf4fcdf09dc0e61db00bce0d3ef3c9a133e7f98e3ce18738dfbbaae
2012-01-06,10479995098494.85,4756537862102.85,15236532960597.70,1,f3a1f708e64914ea39d4bd961faf06ead66dff85d87ffdc7cd9a76aad61a2582
2012-01-09,10479710007297.10,4756796132689.76,15236506139986.86,1,26ab53c19e9e93447f3055458fed6e7e6c588b22793b4389f17306f7d9ad4bda
2012-01-10,10479782125048.10,4756715073851.62,15236497198899.72,1,4f39fbba8fac31949db2926599654e06e7cedcb670ff92064bbe1f6c46de3ff2
2012-01-11,10479760763533.87,4756546312097.71,15236307075631.58,1,b49f30177b732be772bac5b6a01ddc3d2ffde0274fdaed01df63aaec76a9d5ff
2012-01-12,10479482014785.77,4756850219062.58,15236332233848.35,1,dd11db4e58ae824ce7471731221a9cbc225ad2fe04a0e659869fce08d6fa72a1
2012-01-13,10479256097326.87,4757067299073.57,15236323396400.44,1,818fbd7ed0e1e4ff236fe1750b44af292231ae079f5181e66739eca5e81ffe6e
2012-01-17,10489003852225.76,4747284209332.89,15236288061558.65,1,fc3549fa06f1183f19d51a0b02428ea61dad441ae6b5c0b4c74e6531c46b7174
2012-01-18,10486879731480.65,4749399490377.71,15236279221858.36,1,fe4ed3d1143f9f90bc64b1e6750b600270c93442a531c7dbc948c61fa2b3bdd3
2012-01-19,10484316260480.30,4751964475207.46,15236280735687.76,1,c8bea014e4dcf6a9531e09eb0ef5be2b16021acfbb0ba66fc7189926c5d00315
2012-01-20,10482317023993.23,4753954855799.55,15236271879792.78,1,2b571dc13faeffca8a56ef0dc4bd958482e4a0dc6e17449a28ecab56b724f9eb
2012-01-23,10480362319987.54,4755882989882.15,15236245309869.69,1,b4bc43adaf9e7548580fe259515679b8d24cecb0f27ef9dd23cc3d78107f16d6
2012-01-24,10474499550118.73,4761736902261.76,15236236452380.49,1,9df682f7847f15249fb640c6d33ee3a79d4bed746098803eadbe8675fe5f5a22
2012-01-25,10483288572827.13,4752939021592.20,15236227594419.33,1,8c603a570232d144b7d4244d37663edffa6be8fe26cf4e6f0764eb6594b77fb1
2012-01-26,10479009838168.37,4757221950271.85,15236231788440.22,1,4e25f44aeb53db8b25c85b297c6a81967bafc4a43eec1501e8ade69834a7adf2
2012-01-27,10478934933314.29,4757287974166.40,15236222907480.69,1,6ca974436f7483b264df6f4defc5f12870f11e7be524e2d350f11a384a5e1747
2012-01-30,10515737118509.60,4779315460208.41,15295052578718.01,1,fbbe77fe09338cd4c6ea76b196c564602829431a7fd0f5856d144bf5bc9b3608
2012-01-31,10572374387699.06,4783766105917.00,15356140493616.06,1,25b135587fa95e14b0dc3f28c66a6d78ecb244871e638a75447c2240a74bb43a
