period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1961-Q1,545018,A191RC,T10105,1,6577a3601f64b88abf3f037fa05ef61a82759ed1a760183eabb2c877bdf40385
1961-Q2,555545,A191RC,T10105,1,0611fa40994d629c224d483946a7d45a579a0507aee65252a17635c8f2dceb18
1961-Q3,567664,A191RC,T10105,1,fbaa116c43cf33e9e8af7d720418574e19b9ef7030ddb813799b2482f7bfff6a
1961-Q4,580612,A191RC,T10105,1,d6ce885421665a14090cc928b18cc55a31faa139ebda2bf50293244e1169cd32
