period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1968-Q1,909387,A191RC,T10105,1,1fe137d41102db058e1134f68ccddab18d161097f48f57ca63f85b3bdce1e7e1
1968-Q2,934344,A191RC,T10105,1,a0bd0df8281f59f5cda8da7511021b8b6b15a9bd5fd96ec901aeaeb99e2a991c
1968-Q3,950825,A191RC,T10105,1,7d42815aa77378a24a1df35e3de736876e5a58698b0004ff65b848f403770e85
1968-Q4,968030,A191RC,T10105,1,5e9eaebce8c4a6da9307c23f15b76aa84b205a83e0a9079f8aad5b373fb0da70
