period,ref_area,cli_index,obs_status,source_record_sha256
1980-01,AUS,101.5774,A,10131c6cbaeab71526093c251c7eb3a3246d64d9e286f0da83073d4a321306ab
1980-01,CAN,100.4102,A,8915ff0ebabc17b56a34d4dcc7ed9afb7f572f6a5cc8f05e7e8eaca0c472597a
1980-01,DEU,100.6129,A,4b1c8600ff1b1d54310ebe9629b5e22f440e764ba6976da3b98cddc38d384569
1980-01,FRA,101.2271,A,99ac71dd8c01a3cdf1c81d4e42cc53d7f1c06c6df2686597cadd4f2e46487344
1980-01,G20,100.6126,A,8e74de116507a33ec6e7e0cc0a6c4365aa5aa6cdc00a5c0dbd7247390e377965
1980-01,G4E,100.7782,A,1c988843fb91525d75087e3ebe38a33fbf14aab8586a9c1acc00578ecd6cb97a
1980-01,G7,99.74213,A,899d60346d67f56f646c7c948bb287f51f5b10b7a2ae3db9f94a34472e91fd39
1980-01,GBR,98.97866,A,c13fc2cc0f070e350eda17f1cf8ed1963066b7d3f8ed64d4828d700396be4c7a
1980-01,ITA,102.5986,A,fae56b0c59caf52ff5336c56f2c4a9223a09ce3b5346f6321c5d08d65e77634e
1980-01,JPN,100.8092,A,8bd88c73062737235d7c4e1fdf9b5fe5d22fdfe95f9f80c9f3e38c1aad0374eb
1980-01,NAFTA,99.58849,A,ccbd4259799d52830af3b14fdcfb1bd070476567f0e804f63194933a77f9c236
1980-01,USA,98.42961,A,427a2fd363733e776115c08f7080034b7c652bc1e0b48294ca6f7606ca64c9b0
1980-01,ZAF,102.5743,A,3c005f9044316e07816d9b036b3ad97c7037c0734f9e60f3d549930e5af6c42c
1980-02,AUS,101.5315,A,6f1bd93238fa2cd21ff29d91bbd42c6e8d3d121034459ccad2c47e95808a032f
1980-02,CAN,100.2225,A,171a77cd49b946697207d5727db1c70e482bba5fa2be7acc1d4f00095b926a37
1980-02,DEU,100.3722,A,738c71a2bed4c84865b32370f8462d2b6d14eb1c327371f088276a87c71ba6cb
1980-02,FRA,100.9889,A,ea6265a757562ba28429ff0e98334c2925127cdc17614889b7f28c869777ed6b
1980-02,G20,100.2926,A,28196c47329ebfc1afb78214d5256355cb5db1ff2bc49ebaa82cc03ec5aae55b
1980-02,G4E,100.4543,A,3867e94a0be1f2cd1a38a15f8af53ff1b4348f76da2d5d2a4d30447ddea51d9e
1980-02,G7,99.40223,A,11af09078ead6fa2bc88f8640bdb20446c78765e3b97de62f8778fcec0cdd3ef
1980-02,GBR,98.57269,A,bc3e27f0f2f2b7bce4d83ccd0372239c491e41d72393a67de6c77de2130efe8c
1980-02,ITA,102.1496,A,04b8624dcfb045e782f34b7e3753d5972fcf6c5030fbaa29a1598c3743f8d158
1980-02,JPN,100.3358,A,e54185ea56dc683c59f8aa47bc4a2dddd9c86396f95a4fe55d2f284a2b38a1b7
1980-02,NAFTA,99.27742,A,92dd7345937b472d497245414a6ff01cbe0d7bed6a040ab9b6bc6564ed536285
1980-02,USA,98.10967,A,8f07f9f17554d0399268f286dc8f184269248e18d4e3bfdf2b676029500e6005
1980-02,ZAF,103.0455,A,c4008703b0c7287fdbff251382350c66ff678dac805b62d5b0898ae9b388face
1980-03,AUS,101.463,A,7f1d0a7bff5e6855559c6a021901d783f5f3f02078089115fd0a3037876f27ca
1980-03,CAN,100.0211,A,48d9fb4f68f177f78f4f6488f117395dbea3bdfe2d89889071b07eb10626a9b8
1980-03,DEU,100.0891,A,929e89e623eaba994b2ca174458398bbc0b9ba2293cff3eaf6e3ffaeeb32c219
1980-03,FRA,100.714,A,2fa83841ece27e62f7958ba03809dcf592bdb2f8df54480261a48774726890fc
