period,stock_thousand_barrels,source_record_sha256
2004-01-02,252611,1832693acb7a84b16173dcd4804445bdc602e1137110777005a9855ec7473741
2004-01-09,247627,d6bb6ee7282b69f1aa094af17fd6626e166fb9e549f99105c96e7f9acbe7122d
2004-01-16,248839,2cb2efe9e61d912c7d789749e1fdf8b42f7a7bbfdc82d56d1e4a215a6441ac6f
2004-01-23,247323,2d61e95ff656536fe208ab11185d96f56a4139b1c8c8d9b64cd5ddd519c97bfe
2004-01-30,255245,0fd6ec5c3a492f2fa1f3bbb123a15f85c75bf0f163f1a307e4834f344a6b2580
2004-02-06,252192,08f4182e7dfe5bb5944c66efaa2a067dc0a48995bb4b271d389a31bb84513bfe
2004-02-13,257092,5d6c412c87bcd83f9567a7cb0c9dc0da841ce5e62b85cfec6950838e02f87c17
2004-02-20,257092,49ef8b199f2725552f9400caa1bc456eda251f92a2dcbc995fe8aafeb7de7831
2004-02-27,259092,d575ded08387a756a149f32065df0182faa8104fff64ab73ef1612be9158e112
2004-03-05,262729,659c7db2041f9a6326a08bff85018e928872e504d3ff30eda1c9e2ca6e47a310
2004-03-12,264309,d897a088f2287b61878b6583e83d853746fece8c87001ad8e72e768d0eff5914
2004-03-19,271841,1b092295effc9a9a0fad1733271e6e95f140ee619ac9e33b233753020f412701
2004-03-26,277539,5d414af30f5bab193e81c1b8e49fae8337e88a056e521f6d9b5edcb245d07967
2004-04-02,276118,d1ef2475e94af3c1a39054b5a70c7a78b36bab94eab9946be5b7046fbfd39828
2004-04-09,279266,f7a8bce792861f157236033ffa05cf9a642042cf87ea0431d073194006d8249b
2004-04-16,279474,a77575d4f591a8635ad530eb8d123fa2290caad7f72570a4931341f27f806652
2004-04-23,282653,44d627b9972f606e886977a36be4dfb8eb94c4f47fa3c401e77286e61ba716fa
2004-04-30,282748,7fd1ff59a971284741272c4c58478a93e7c5e70878e95a65e2ecfa5a34439152
2004-05-07,283676,6fdceea3b7935610e45308f644b0ec1e386562d6a0af918873d40486f7adfe24
2004-05-14,282580,92f2e12b29a0b3a7d67fc28ef8a4f4a57acd2f3b9d67d479bd1ef1e979e506e4
2004-05-21,282605,471d52e583f947336649f352d1742a791a1bd9c7838d73922d6e6b6602fa9483
2004-05-28,285384,3d7a71e7cc6b795d27c5bd4a73d6e0a85e4a82c9cff00d99be5d3845af748f43
2004-06-04,286099,fa87e550c06bb7170890a5d12170c7ad6f05ba1d2867ce01448cb5114c1ce2a3
2004-06-11,286951,ce30e133d5c126774586e5f8a6b3117f5c4deed71bea21e452e98b6340bca948
2004-06-18,289366,a33ad39c1bc81f4880da75fc51355f7d81e1b5749ffbb1ea0b53d4e7ebd867f0
2004-06-25,288862,0dedb1a87046a9aed4e82c86187b4acb3f030dc975b0f02b7b4c39692a400ede
2004-07-02,288952,96f936d5e121a6ea10d2bfb31b9b381d2ca8c4b46c89766dd18a11d46e4c47ad
2004-07-09,286780,f4025aa382496a86b7412c997dc1c5117f4538e14f3a4fc21fe740af8d3d2a16
2004-07-16,283207,330d66e6edc3fd7cac3e2f296937245bec33bb80f820dfd4c918423fe13ad819
2004-07-23,284379,b3710e6167c9d51b1754d126780eb4b5994231d329af2d735f28420f5aae7891
2004-07-30,282564,fbec0e8b6561a4cf47005b9b44e6583cfc2be34337bedc138cca273173f7e2a1
2004-08-06,278427,4ceba09238d891c5b82d1fcfff8520729a2851fa312761616f7e23f5553125d3
2004-08-13,277216,9f05342983b9350137d89f41263af7d27d1db5ce4f0a114864ce10630af0121a
2004-08-20,275516,68a6377c44f20fae925c631368ffba9a716574cb8c4107d44e3a7d5f773e8568
2004-08-27,271284,cf93f7e69bc837108cb2cdae7362fb95c8087b00bf0a9e88988b3c89f70d9dc7
2004-09-03,269754,f3fa0bcab1f912228620299e16ca90dbcc177fb1818501892f713589d49c09d0
2004-09-10,262742,8876555ca7356e3a4e21598bffa123ce02eaf7b4d3fc25156f6c19e50b66e1a9
2004-09-17,253630,2fc420ee3d74ede1e66aeb3c90a9532dfa8d30fea3ffefa48c9ed0a63b250ef4
2004-09-24,257031,75f2d8ed9d1cc7fc0ed3b5c6d8c3fee12aa16502fe5f25847df29d261fdf20ea
2004-10-01,257912,7c0fc4414c8bbb84019c5877b0b0e6a2419b56a213a9dc1028ed325bcfb03b28
2004-10-08,262115,4dee4318a7198ddae8440697c666ff0ce0b2140c954aef75298458c1d705fba9
2004-10-15,263313,1a4d7a2817455680e1964de22d3e037d189bab56e5f1a7b6f8b58fe781e3f43f
2004-10-22,267257,400c13ef862db4d5985ff0498907bc3a2c841fc68c3a39e656ed36d29e31d865
2004-10-29,273529,73277c4b3d84b80ef07caa7b31a4be6e98ae81706f6fc8dba378b605741a7a2d
2004-11-05,275232,17f54aac74988151928ca7e1d9286daf268b5b5314c0b2993357f00d68aadd71
2004-11-12,276047,54ce13ad20e24d6da49d41dbadad7a1b47156332a02fe660ca2c5c1eef8cf3b9
2004-11-19,276132,b0d2c80828fc231fa74877246a74033ff341548590f8c70fe312261237e5dc76
2004-11-26,276981,dbbf80822d7a3db2cc106cc860754e7b91dfa80d51ee53b5a140c181e5d60b52
2004-12-03,277522,47a524c534e1c31d8e76ae249d2f96822fef12329ae5c0861b9213029f25fe46
2004-12-10,277396,4678d86f7745f85196e4ed9f65d8e31231d66d81f56ff14b37fe76c20bac07e2
2004-12-17,279520,42c2cbc2f2844fa00c70208196db04d148eaebcdbcdd5905546be86b405f386f
