period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1913-01,9.8,available,,,false,1f91bbd4f793323f8e41b68ba6943a4e4228910123f16840bd77e15417a134b2
1913-02,9.8,available,,,false,4067ba629b38e49daef112793c3fb8ac471bc484d9e066577b1680a00d46ba28
1913-03,9.8,available,,,false,5b0282be2709628f5dcbccb02900c1bf1221857473240622f60dac00500bd2a7
1913-04,9.8,available,,,false,72bdeb373cf5dd350d220350eeaed7cb1bd8d0efbea497571930a1089901db14
1913-05,9.7,available,,,false,5a91ee399e0bff68eb340d96ea547fedd2351aaaaac3c6df131aaa2093941816
1913-06,9.8,available,,,false,afeef7d563366e4088ce1927c123cf99b7094740c82adf8dcfbacf4c90edc59f
1913-07,9.9,available,,,false,2eebce0529088af0b2035e1560d2916227959a216faad867e1ed9e7afeb6f7cb
1913-08,9.9,available,,,false,5d3a3c0dd5b55ac39c5150f1844298f6a83b7d3853cf0919203188d6e82e6e62
1913-09,10.0,available,,,false,b7caed45d9951e2ec42604670b7e03acff993b1931d52b8b6a0cfb38562b8de0
1913-10,10.0,available,,,false,fa04249cf020bb5cec6a28961aa2fcca6c4266f2c7df1a6696b9d5e3c3be6dc4
1913-11,10.1,available,,,false,388b2ba86770479c0e15d93cc0ae6d2e7c11b605d03e7c52228a858cb3e04adb
1913-12,10.0,available,,,false,b8c831f80c7a3c5cbf789ce0b54b26dba9792d66f40f95419a128be79779df0d
