period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2013-01-02,11577114260043.07,4855591654212.41,16432705914255.48,1,480e84e076039650db30a31a45c3896ada5d9f20eb4e32a58db81bc1261252ab
2013-01-03,11578257530277.50,4852961613419.03,16431219143696.53,1,1b92468121615655bc5b39bcc21f6f38aa7f8c488cb7dfe51f5387c03289dfbb
2013-01-04,11577454260707.67,4855253002741.89,16432707263449.56,1,6482ae276347e1e6ed9cbc8cf216b696b39ce72d66e70700b0058050e5780348
2013-01-07,11576942656816.74,4855728430954.89,16432671087771.63,1,b00cc9ee747b14edaeecc5c0bebc4cee9907b30c23cb269bef3b460ba8a23ebd
2013-01-08,11577258793985.11,4855400234082.39,16432659028067.50,1,2ddb40456b9195828666a20b85c8e31e62d8fa3c707b136a24aa77a593f46ae9
2013-01-09,11577058451453.14,4855588516966.52,16432646968419.66,1,09b2fdc1dc13dc72454d16828a83f6adde561dd9ad5ec9937250ff51b1269bbf
2013-01-10,11577361703183.51,4855330426327.33,16432692129510.84,1,c35647fcba93f7a5e64e288849bc7c767c2f37cf32a252449fbec87cea5e1a88
2013-01-11,11577420895333.87,4855259202279.98,16432680097613.85,1,319da6434e1fac2ebf4d6ed8766792826e8551def373d0b5e9ef5ddd8f1f90cc
2013-01-14,11576283283071.84,4856360713608.80,16432643996680.64,1,3f8e8a20d11932b5b3d93c851bbaa636d1cd18e4fe1e3a2d70198b168cecdbc8
2013-01-15,11571499323932.43,4861132778356.26,16432632102288.69,1,69dd1fac3475d6141936a238bd9f94e57a201b2a57c5677472770d25a3f0ddb1
2013-01-16,11580163620602.10,4852456446889.35,16432620067491.45,1,5c61b1ff0fedaf7c2e7b2b052fab71ad87ca0cfd6c101d9b9afa3e58eaacfca5
2013-01-17,11573578115566.81,4859053374287.89,16432631489854.70,1,67511b98c01407f90eee5b532f93afa58f13c10ba33729e43a7887bf418b1ceb
2013-01-18,11573119153243.76,4859500271459.30,16432619424703.06,1,5696266876f18588939b21ae5de6e52354b2d173cd001de005114ff55abeb6d0
2013-01-22,11569641536510.27,4862929622901.30,16432571159411.57,1,1aa2d68900c88d0a5bc7a1c96e9322518c5c0cbfb30c785e74bc43a7fabd1526
2013-01-23,11571556605939.06,4861002486006.88,16432559091945.94,1,158ed8f88fe12c195626b0a0c213e5ec1a39e757c6cb9cbbf3b52ee2882e7d5a
2013-01-24,11571751368198.13,4860816571179.19,16432567939377.32,1,ce07318abfc262443ebca5ec506c38c74077ca4603ed4bb6b4a9d42ff663a3ab
2013-01-25,11568168297110.57,4864387626648.42,16432555923758.99,1,6fff31d7b56e7d51798ee1ebbfc75d8f73f96d9a9f614347d75c091489150cc7
2013-01-28,11565560140260.75,4866959735542.22,16432519875802.97,1,1c53ed4682523a6950cccb7d99ef604384ae765d42d02f54a7425fa2701815a5
2013-01-29,11559948067585.89,4872559791234.56,16432507858820.45,1,5eaa3591a23df6d61bd0c1757d3c39960d1eed37079dfd636363cc484b2217d7
2013-01-30,11561546986123.18,4870948855321.50,16432495841444.68,1,1190c62fdd8194b93774af39baa9d926370cf3a5fe31c4f84545f5756f153ccf
2013-01-31,11560175568531.63,4873616281762.41,16433791850294.04,1,68702aaebad5bea119b3a65796f64bd644b492371cd7723252f8025f7213e6f0
2013-02-01,11598372554293.94,4835407359586.40,16433779913880.34,1,fb682f1f77179e4a5438e542b9d096d21d5a44863624053c894342892c1ab3b4
2013-02-04,11626337288025.30,4848711110140.49,16475048398165.79,1,a0c841bc7fdaf90cd346412ebabefbc7b6207fd809d48a561258eb8079f349bc
2013-02-05,11625727190868.48,4855183465735.48,16480910656603.96,1,b8e2dc860191e876a18a90d23a73a3dd7bef0854e79053b05ea3e074e3514082
2013-02-06,11625346979571.39,4854607678532.18,16479954658103.57,1,93109d38e547837f71ee16c45d62b674e86dd8872a6c0d34dd959e27a67bdf15
2013-02-07,11629141154310.54,4858423143581.49,16487564297892.03,1,8363e7e0db9d7665779f3dd226a1edd648973f77e9b52eaaca0a1b6d33602593
2013-02-08,11629086187262.76,4859822660565.49,16488908847828.25,1,6e1f0caafa3c4d5b5e63b97befc78d9d989e8b02486bf7524fa0bc42cb2778ae
2013-02-11,11628591907992.80,4861338742601.35,16489930650594.15,1,09428d6b7ffdc3c8b337eb9f6ea74501ba24555fa054f92c2d570b032d06b6ab
2013-02-12,11628648227429.31,4865719111994.35,16494367339423.66,1,15019f06d6d3a1eeecbdfe08035c6ffe693da785c227a3472bda97bf23e40db7
2013-02-13,11668602027147.93,4855702571931.11,16524304599079.04,1,7988d3b8ab75e71e309e661c0d2f2471dc8cd3810c312821acb9e6abf1a7e322
2013-02-14,11684037184012.31,4856763106135.15,16540800290147.46,1,abdc04af4a51777e61f6d31df75f8f09f7258cfc04a4c1b8b255949a087cc24e
2013-02-15,11690221227952.85,4858705577176.51,16548926805129.36,1,26fe4bee006a4d1cad2bcaa4dba80765c21e095f67688e6898f001811bf19f2b
2013-02-19,11690986523097.68,4861832619109.72,16552819142207.40,1,93c01481faa18f3168d17e4d570ebb2b7b4a5ad9d85b24fb4cf464286bfdf000
2013-02-20,11726900735373.96,4861850299932.41,16588751035306.37,1,472242829c2838063eff8e10d9c2a1eb50504b248be7009b02996bad42f7449b
2013-02-21,11745346816554.79,4862971540821.75,16608318357376.54,1,fbf950ca2d0aab00c7adbcbb006e4928dcd597aeea7b58b54e1e5ba4a1674ab5
2013-02-22,11745714714472.60,4863326086372.96,16609040800845.56,1,008cbeaa90f7fd00569d6a5afb82509ca6ab16500a41246061aaa583ccd5567a
2013-02-25,11745861277022.58,4864696500882.40,16610557777904.98,1,16e27398e92da605382ba9da7e9186b6f04dc1590f02f8a05af552ccc9c7ab3f
2013-02-26,11746654992852.21,4872046818075.56,16618701810927.77,1,5f4ed50c260ce6a3850ca0be004b9b72712345f3c6ca0178b78ea30beefa7bb6
2013-02-27,11747359892695.65,4859856611255.10,16607216503950.75,1,173f15802db953ff135c5f3f561d7795067f842152a29107da87e6b5f702f561
2013-02-28,11822436182671.08,4864852997544.29,16687289180215.37,1,89be10ca2412c2b1a0dfa524ee4f3332c2cdb8ff332404aba87f6ddc608fb479
2013-03-01,11820053588447.65,4820081728177.68,16640135316625.33,1,830da6f304d697db34b598d2e346315f83064e8d122103bb55c5fe11791bc410
2013-03-04,11820506733842.34,4829196726125.66,16649703459968.00,1,1199d4c71634ef735744211c4c625fa19a7e8064822466787a9c58db059e9155
2013-03-05,11821124476225.46,4842585002295.56,16663709478521.02,1,c2b4384afd364d378737fdc8213d535a93aacceb7d7fc3dadc83ba9e3befc02b
2013-03-06,11851125738615.09,4841113051404.11,16692238790019.20,1,0e6d9d2ce4084953dda71095d95fbc23de139b837f7f59f8389c2b923db6b4d7
2013-03-07,11855868140512.04,4845382500597.64,16701250641109.68,1,c3e0940c7b3be23578085e327b9da9daf45ca77ec33414c9feef50eb048ad4cb
2013-03-08,11855687948374.48,4846158989505.26,16701846937879.74,1,ac16eab885ccda868e8ccf8ee35a0a5ab1a0eaf40f60ffa1ceee39571381210a
2013-03-11,11855880363426.63,4848062765989.51,16703943129416.14,1,b61c733a861702e5a8e167fe1d499d3e711c7b4c006a56f3710ee60e93325bb6
2013-03-12,11856073789288.19,4853902425506.25,16709976214794.44,1,0e6277281bae61e1b6ce4db34eccb7e32d11ba2290a259b9b29a9a573f9086f8
2013-03-13,11856553916339.54,4844080938130.98,16700634854470.52,1,9f775846c6f49136718584350c183fed505a84be9ab026b0780cea526160b313
2013-03-14,11862580086458.01,4845645373717.13,16708225460175.14,1,8b8139cbeaebaf3388d0766fe63ab3b9cbe17125d436ce2fe30cae21e0e316c9
2013-03-15,11886788690412.08,4844904351446.04,16731693041858.12,1,c5e03793e0b73f2aff25d7df6992e0cce051df5fb312c489b899b5a13c3423f0
2013-03-18,11886986270725.16,4849201755322.70,16736188026047.86,1,714a853047dbd6c5abbb1113272e154f4b7cbd335344cfcad3e9cf1a9770a9a5
2013-03-19,11888479325385.46,4860790262022.07,16749269587407.53,1,8261b2ed1162104447075fcb372fc3cf82ed7f4a96ced1836b40bc04a8e3deca
2013-03-20,11889311552493.68,4850628303371.71,16739939855865.39,1,74ff21b6492b5eb5e9652d1da14ad898026f9fc4e27c88976c04b3e937124c58
2013-03-21,11895330386361.15,4854799935759.86,16750130322121.01,1,b94899a91b1cf33fdff71b60e19d3a8d307aeb94fe366e1ec20a8633b4456239
2013-03-22,11895445966375.44,4854478971718.99,16749924938094.43,1,1254534420d7d3c27ba0707fcfa921e627597381e829950816fa148d09e55ede
2013-03-25,11895649154059.06,4857793910839.81,16753443064898.87,1,125af7ef2ba7292098c0b4059f5c308a5aeadb538f2ff7c3e675122a5e98e54e
2013-03-26,11895989170692.28,4863074573880.18,16759063744572.46,1,58cd20b017caa505ea364708976e0792b41ac04265d0ff410a949fa4816a12e9
2013-03-27,11897486042923.01,4851996411982.88,16749482454905.89,1,22d40fb0c9cd4a9b80b1218e5ec048b9abe39968123b6f3b8e760066bfe429b9
2013-03-28,11917129749753.30,4849858683039.32,16766988432792.62,1,804cfd7d01e8fba8817018673b2d57fc9c9739d532af4c875ddf2983b686fd14
2013-03-29,11916887638498.36,4854491368262.02,16771379006760.38,1,ef25d5914d1153434e8bcfed50be0d2b008ba381d9b85757ef10bd55f2f3d3e9
2013-04-01,11956521964259.37,4835598045347.43,16792120009606.80,1,3046ca8770d3dd59caaae4738ce72f8cbb866c946c45a4004be75b2d9d9f4e8c
2013-04-02,11958659888679.28,4846217066437.50,16804876955116.78,1,3f186528793c3f23851b6411f6d57153f20abf485816ebece014d75731a095c6
2013-04-03,11959086403460.80,4827883739018.03,16786970142478.83,1,37ce240b61c97601536ff313d69be413848060930d18b50d8fa5e87e051fc004
2013-04-04,11963992444855.95,4834059145078.73,16798051589934.68,1,2eb1db1abf2b5155d67341d3590990172aab2e3b693ccf41d0a7b0b44272200b
2013-04-05,11964101618672.85,4833727280413.95,16797828899086.80,1,f35aee0d1fd9323ed0f47cdfd231ea216c488a00aadd48c32d39733e85c65259
2013-04-08,11964701103061.99,4837814648845.62,16802515751907.61,1,3ae7af170c462930704163aa522ea6bf34e2fbef08958d008486c83d748250e9
2013-04-09,11965728364175.71,4842546050031.45,16808274414207.16,1,7e394eb4fb529c8c33ceccc3e75f748bf596bb97a101f89d99945cc18ccdf5b3
2013-04-10,11966412740544.37,4832571494247.96,16798984234792.33,1,73e76f811a446a1508c9d88991810aab1ad07bd3570954cbdf7442ce650dd44c
2013-04-11,11973457167619.66,4834609936524.40,16808067104144.06,1,7501811bd3c380f451797d047febc6b03f05577533c0b78645e73dd35790b26c
2013-04-12,11972610122573.13,4835630263700.38,16808240386273.51,1,9450340ed10b26ba7ee2dfa5300bf12205b4cb4e3358115a8ec5d577ca879a87
2013-04-15,11949925556918.45,4851381930298.11,16801307487216.56,1,4ef63df1f559cb9eb3c915168185361b83da3be5ddf719598b73508afc6c55f2
2013-04-16,11950741882219.27,4861323727153.97,16812065609373.24,1,0a44e8dea791484812ff2d857c8a0010579e984dc90122350b3f96899e8be470
2013-04-17,11951382624833.00,4855887740074.39,16807270364907.39,1,7b3fcc2b8179048e5e214841f334982c87f679863f863373ab3133d50f64192d
2013-04-18,11916935124816.33,4862534449476.35,16779469574292.68,1,9b9ec921868bacf60c39cb307543f196af4bc39b5d0ff0c4ed69244459b04bf2
2013-04-19,11917014399413.45,4864953302991.92,16781967702405.37,1,096ddbafaabb84cf66962f4fd5e13e2d3f4b22ef2fc375ac8d3d196b60237a55
2013-04-22,11917551034088.30,4869900084059.02,16787451118147.32,1,a10df0dc913ebdc2d241daa4c5df0cf4377888d2a98175bfa5c9c438de9e026f
2013-04-23,11919663839494.38,4879288760461.21,16798952599955.59,1,633cf9701c2ae6c9b0550e2294532bea3a917f60d3ad9db68067fa920aaf5aa5
2013-04-24,11920312314073.28,4874037513824.02,16794349827897.30,1,0ada961c72655fd35eaf33ef3872956fa0050a8f7a56619fa8c237f1cad502c5
2013-04-25,11882018443343.86,4876088638954.77,16758107082298.63,1,8c15a4eca1757f79a92e78ac94021852278876e6cf5e1fc0427191fc10c76f91
2013-04-26,11882358300866.68,4874286092840.37,16756644393707.05,1,a74a4bb62f9ab98ddf8c2be516c2287b61389828b55c584a38c66770c748227f
2013-04-29,11883187129042.84,4874981100337.37,16758168229380.21,1,78c938e858105ee81be909c29a736fbdb8719ba8df667e8ba90a694d8f0a2208
2013-04-30,11943148398205.65,4885697098978.25,16828845497183.90,1,492645cd55d8883431580f1e7250c165849473c57fac64fac0bc44090160217a
2013-05-01,11941250695378.20,4863786189376.81,16805036884755.01,1,896391ba29170823e9e481d3b074b2d40e3f613c8b34fb8b3a918a0c59cfc1a1
2013-05-02,11916811238228.03,4878167934988.58,16794979173216.61,1,9ab1d0ad8ec12b7feb2b281214a274a6de88e86ee5970fb3505966c0a3bfa1aa
2013-05-03,11916626030277.37,4864274163856.73,16780900194134.10,1,93d04df755c1e31c1306621d9d61abbc7ed14c8d89dd7aa1fda97ffb59eba582
2013-05-06,11916773963956.66,4871653220582.77,16788427184539.43,1,eaef67e5f23a26500c5fbd0c3872ff3b8a2f11adfd29f2ea4246bd7f5fbf14fb
2013-05-07,11917157774325.76,4878394615872.64,16795552390198.40,1,3fcb591e86d0b1a451698abbfc2017205862f1885130164d74e27a32e2ee19b8
2013-05-08,11918172096170.35,4865934785672.41,16784106881842.76,1,3573f2da57dfdd82f23d6ad7eeee8cc3a3f5c15d89700292992c344ba62f5c86
2013-05-09,11887048630805.07,4867686151007.81,16754734781812.88,1,f3ad932e996a034a9821b3fec518494bbae9c0fc1827014b8c61b8b8079bc89a
2013-05-10,11887058199153.94,4866934376636.20,16753992575790.14,1,4e64af527e7440db7ae5b6e7caa4c64079abf1c1c9afe8c15bb6aaee5ac4ad6e
2013-05-13,11887081948561.92,4868706488480.53,16755788437042.45,1,cd9dd396562d4571575ae4ce846784c4d46590045dfac2964f9212e353b1922c
2013-05-14,11887608207956.34,4873353643978.26,16760961851934.60,1,ebc0c8bda321eefea939f216a5a17f68473e2e6d899701c53ddf7cfeb4ad97ac
2013-05-15,11901125505217.10,4863915219916.62,16765040725133.72,1,03ab938acf210245dfa8c3196c00885fce6f5d1557267d1fb226699c98713e6f
2013-05-16,11867088850551.92,4867719794096.15,16734808644648.07,1,cfdcee5b3ccdd6512607db8674f59060d0427e0eb0348446f48e2aebe5be21e5
2013-05-17,11867831161091.10,4869497077057.03,16737328238148.13,1,db8ec5c68c84fa1125234d27c04063e0a44932c21b35c98c6d5365ab3fb9c2bf
2013-05-20,11868008008647.18,4869286296068.34,16737294304715.52,1,42a39cc954c989da5364116f8e43ce0c48893cc8e6a9a9787c594a45b9c794b5
2013-05-21,11866707237456.99,4870575754633.74,16737282992090.73,1,bbdeda8a003b73fa0a8b5b6d06fdf22c2dbc722eeb74c7a22d302743b06e0a5c
2013-05-22,11869033052284.13,4864999921926.14,16734032974210.27,1,3ba38dfe0ed3fa847e193cf77b10e7b0fb2210fe60a25ce2a726082aae582469
2013-05-23,11867458606329.51,4869118012243.79,16736576618573.30,1,6601ebb2f0bebb7f7e49651ac7031db00bcb79a157e81a8b22ba4972f9ae15b9
2013-05-24,11868333732925.83,4867090538332.04,16735424271257.87,1,9117cadf3ea9021b017922a2ad78bb0d57f00047a67e6692268a809c3c40983e
2013-05-28,11868395289961.27,4868824436439.95,16737219726401.22,1,094be40ebdc023b92f01a7b809aa1464dc15b2d1b8a5c3389095246c37b885e6
