period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1929-01,17.1,available,,,false,6192428b2d70c0bdaeecac72f61750c98d68db1d25776ca0fd657773aa8b4ce1
1929-02,17.1,available,,,false,03f8856e74adceed4bd7be6c2431d2b2eea4873031850efea378c1033296843c
1929-03,17.0,available,,,false,ad149ad4719c741d3af401e4df9ae6696f18a10a978db59b1b8f8d8cb0fa4565
1929-04,16.9,available,,,false,c5463ed762e726e0b372a03670754f445394a87e83bbb1f1b85b8fe55aab840a
1929-05,17.0,available,,,false,e3e0e1ca1b32fec23622b59d58ab7accda9b4fe333592da06c5ea1689a14bf41
1929-06,17.1,available,,,false,95f3909a28dc45d6bbf77681531fecf2c3b52d91aff5e36cb67df585b7760c0e
1929-07,17.3,available,,,false,4898f00c4ec27bde9bffc30bcc54c39959f7c73dd175c1b4e7c49a6a02914564
1929-08,17.3,available,,,false,b13025b62c370caf88d7db0ba54ea7f0d883a5f481b9c27de098385e2554f5f5
1929-09,17.3,available,,,false,d3f996e903847347d2b6683711362a840ccfbaa616580e443070382359d326fc
1929-10,17.3,available,,,false,7fb01758b14c9f07b7b233a4e29f691bfe19f126fc5d6de515f93a34053d7d48
1929-11,17.3,available,,,false,02a1cd28e2a073f79d723baee885f60d07b0530e84d2141c4e2f2376d6c1198e
1929-12,17.2,available,,,false,e0b400c67bb1ad9cdc81d293e7acb3b50925fe6bdf48b9e5271d29bd3718027c
