period,base_rate_percent,source_record_sha256
2016-01,1.5,71ee3e39a92f8279a57756b57df4f9aba11717105b6fe02cc8f2c256996684f7
2016-02,1.5,d2a0f6f82dfaad1874b9bd6fedb7f4efc5367517905ba6ae2e03ec578f798d11
2016-03,1.5,3df2cf32c272200adaf0399e8fcbc45a902abd3f756263d2576bd6df6dc5c12a
2016-04,1.5,6e3e5bc43f6f81de5bdbd8e35a489242bc08de97a798e83a6c7927d10c2497de
2016-05,1.5,f4e2a67c4436172fda4b7d58496088c010cde87ea7bf0698f0845dcfd13c6b45
2016-06,1.25,824fd9422e4f6704dc86c9828e21cb161cd1704b6a1eca4f81e8fbc98d79ff82
2016-07,1.25,acb8f8181594d20ca889fd20582cea5b774b633a63d26779d40c0b22706d8184
2016-08,1.25,033c1a11cf6c6f49b6610eff044717ed5b6e1805d6e978f8d7127cc88834d869
2016-09,1.25,6f4f6a6c59a0f57854d4474b760d72a427f37b0c3d6b499c71b5d14992c0e811
2016-10,1.25,d24da250a4a5867bb2bb0c9f49eeff0fb8af5d7ff8ae1944e531117579c50f58
2016-11,1.25,6a30cf8152d6458e25e9f47282876b72ad66be9dfaad0b0e98fb2b4ed2d147fb
2016-12,1.25,89998c3e62cc91fea10398e7f98a18f4c4560d667bbacb50e2d720d092634d7d
