period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1934-01,13.2,available,,,false,d27615427f6841db646b56ba1719540860024e5b60eeff81a9dfebe0ad6a0fc2
1934-02,13.3,available,,,false,2d08a0185b7a0809bc9ca1eeec731a6fd112813d0561cf70d17fe8cec547feba
1934-03,13.3,available,,,false,b30304657ad4fc76e8efb7db5c92dd5ada1ec4b95420863eb6a5fb22e03a6d22
1934-04,13.3,available,,,false,293377623b93a9824f9124c1e7086459a606a832dc7dc61301c8d339ae5c2134
1934-05,13.3,available,,,false,ad2e73f1b02dd15aebc6653b7479856f970a662e9a23ff71c9652f96727ba543
1934-06,13.4,available,,,false,9d1e39eae816de353cc7bba208309fb9f861231458faada474ec295fd3a22003
1934-07,13.4,available,,,false,220ce013c39ec2db78fb792dd44cf292f6d77d6b8dcf19cee619bc41fe2cdf08
1934-08,13.4,available,,,false,b46ce8128450e7654da87a5bba04bfe767c5b24889f81510fda59a3a070b6f1d
1934-09,13.6,available,,,false,ab446e8652566be947dc8c6aeae392db0323d1e0993823685e920df3bc67b9a9
1934-10,13.5,available,,,false,ba6cd8c4c33dd6d1f20d80918dbc151f03b569ae2e52a72d8423d3c10573fd1c
1934-11,13.5,available,,,false,4ebf90c44cb25557f30e62508283946e0cf18c033d375a4f599e4f1f22936cd7
1934-12,13.4,available,,,false,cb5b3e97117f64bd9449c5defe4f8e80cace79ffe689ad15361839f501ea2fa2
