period,base_rate_percent,source_record_sha256
2021-01,0.5,6ca478e548e7d399b10ffe26b7440895cb4e6acffbbef057516c23ee85b54c95
2021-02,0.5,6d9e3a2d245ee4c963cf7a6163d2536a7dbfbf3c731f245bf59350159ba6c416
2021-03,0.5,bf64a70868b5fc54dc9957198020491075430028c05e3ee0662d0e47e1c37769
2021-04,0.5,cb9e0e03c07f76f80abc6f212734c3751ad3f6988907aa2cfbcd42c7c0ee33ce
2021-05,0.5,f200df6b4a64c3c1883cf79c3d815ac09d191ab621af9f72eda5a95d5eb8bc4d
2021-06,0.5,d5b948e946e27a3601de6239e78dc4b7231115f75a00e9e5ad8dee5b3c954ae6
2021-07,0.5,51d21434d6ee7d3c7e7260ff2e07cc93a94e0d8b74e8f5d01451f994a540af85
2021-08,0.75,79267e25ae847f85cc050836b2237c2129a0732a3e4521a5406a544b1c8131dc
2021-09,0.75,2353ea5eb0144ff357d42488589ce9cef24c41589700c2505173bf568a95889a
2021-10,0.75,29663ab6946a99d7812b6fd9c082226aba6d9a1d5e4aee37220367964521425a
2021-11,1,650c4820dfde5d35f9df7725158c471e41a409df811f19dd007a3ba5326dacb3
2021-12,1,51836c485ace34384da8ea3ce5504016f1f51352018c87e0192d80157975bf36
