period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1947-01,21.5,available,,,false,544a75b812fba49e1127715566c880004f29c266f47c4db80593f1ed0e9d5452
1947-02,21.5,available,,,false,26d68e6373eef50ee1032ceed5132db24a7e3619006f4d00894c0f74a6b1cff2
1947-03,21.9,available,,,false,7ea40abe1cc7777b79473789f09ad340a72c89c10ebaab2c27fec8d8216d3004
1947-04,21.9,available,,,false,e9905f212dc717dd93a6f0388d616c8e6eaf64c232af8e2fd9e4e982810bf316
1947-05,21.9,available,,,false,c12527f5d559366406a23485336caf3bacd6afe2dc8b323716b5c382fcbd43f0
1947-06,22.0,available,,,false,2fe097b859544ab7ab4ed208e6238291b3876866043ea574a3a83f00d48f4472
1947-07,22.2,available,,,false,d4e3f092bd2cf11a594e1800403b960ae7c351a023303a29a1a3be3d2c764fc1
1947-08,22.5,available,,,false,c0b209c5bc531b26d62519ff5c6637ff52ab47871acc4714b6d8bd4c17ba4215
1947-09,23.0,available,,,false,284988437d8cb7c34fe8a41234a7d3f616cc69f6862816985d8b424b173350c3
1947-10,23.0,available,,,false,3e197301d9544b22e6261e7cbc4329bbf88cdafd245f904c0cad2255cdb767db
1947-11,23.1,available,,,false,b2ff2e1dbce544a09e098658b46d072dd756bf5d423efd6607ce4036ea42993e
1947-12,23.4,available,,,false,2ea7899c7586d293cef97446826d78e58a414fe5f0ecc8574afc5896db881617
