period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1977-01,58.5,available,,,false,d09b993d1dc76d711bfee2a3462411b4c6f2b511dcc13b466fffe109c28327d8
1977-02,59.1,available,,,false,40a6c3764783fd90ca019f750a993c8e625102c818b208a82b18ee5e0f74c9b3
1977-03,59.5,available,,,false,dff5e697bf6a2d0d4fd8daa84f959baf333941382315c2296b421f11f339c45c
1977-04,60.0,available,,,false,3a25634484226e49fb5aefdf25c4cc0baa34b2c6604c9521a2bc2e808485d386
1977-05,60.3,available,,,false,ef73fdfbf58d64f9a2dfd6c9b9e7bfa422930e0763434268b0cceabe29e1b65d
1977-06,60.7,available,,,false,d898f92d768686b6bf2c6d78373ee8bfba549a66aac0430b3a227aa55cad8b14
1977-07,61.0,available,,,false,a9982db8ef181dc9efc80945635cfab3fefb3daa41f1a0d3e11684783561123a
1977-08,61.2,available,,,false,a149bb02c4abd01e9664db9c4220142cb08d0761a583135accab9626064a6b65
1977-09,61.4,available,,,false,980cf5bd5ca69f30dc3460751246e99ee5d0019fcbb81ef84440fcf7f171817f
1977-10,61.6,available,,,false,956c4ca5cf091dac1dd9d623ec6d032fc03d91933df030e0581703a6fa5a9bad
1977-11,61.9,available,,,false,51a29f6aaaa20c12a59c2ecbc69c5d37b01bcf6e0be8f3ea7072d54427b0e087
1977-12,62.1,available,,,false,f29e8146a1b1119d69066aa33356a1bef58a2fdabfa654ca9601a084304d0522
