period,gdp_millions_current_dollars,source_series_code,source_table_id,source_line_number,source_record_sha256
1978-Q1,2202760,A191RC,T10105,1,1a86a8fbbf0f8549f2494af255300aacb75e4d1353757ffb127ecebcf9bcccae
1978-Q2,2331633,A191RC,T10105,1,c416155866b2d7e2d257080513df5c4da3cf35ca655ff710b2a762e1bf9f762b
1978-Q3,2395053,A191RC,T10105,1,46c6867dfec4c75918b66a42056f6ebe586f15028413731d52681379a1190c27
1978-Q4,2476949,A191RC,T10105,1,0b423d556d0cd980be5c6b6954c378f1424f0ed35cd482a7864da4a96c98eee9
