period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1971-01,39.8,available,,,false,f332cbe56bb1451420c25537f4b7e2538e662ceaac58b1a0fad385a586a21aca
1971-02,39.9,available,,,false,c924999a4141e54641dfc531eed6852026f9b32cc8afe3d964d133640a9bb5cc
1971-03,40.0,available,,,false,84fc5738a83a304511450b7ac59bae1a737cc504e347f35a9dfe7f7efce843ec
1971-04,40.1,available,,,false,2883ce0af51d95e6607d51e1340cbbdeb11748aa0733c45dd402cef5ecaf7e47
1971-05,40.3,available,,,false,3026dcc63a6fb16e243fb47380e9ba40c8adcb225df32937a697e82722820d35
1971-06,40.6,available,,,false,7af6bf0a799d839619114a7a30c6d42491c7de6fcf0e588ed6438ee529855815
1971-07,40.7,available,,,false,520f754153408a387437eecd3da2e46b65e08b4e8c50143327a729d11e3e04fd
1971-08,40.8,available,,,false,1a2979e2dc12151d54705563515287de7857b9417e0ebd10c5ce2be6a23b1ef1
1971-09,40.8,available,,,false,a1c0e1923a9243bc2de15ad9013e683e2d07b6000aaa154f390c93edfb029827
1971-10,40.9,available,,,false,f3cb8c32d1b60dd9f5a060a19e8afa4c133e3f8f6a6bce3625ae22aa7f20fe37
1971-11,40.9,available,,,false,191d3d722837d67546aa7abf40e7ab9ceb533bec0b59e2c582bca6feca4a8b5d
1971-12,41.1,available,,,false,e7513bf85676d26f5e76f133a9f4c9eae3ed23a4f624bfd247f46ba75b2cd9e9
