period,ref_area,cli_index,obs_status,source_record_sha256
2008-01,A5M,102.2625,A,d2248fe9a72558365322dc2e8356e80d889e0678df2ebb0c6f4003e8a625ba03
2008-01,AUS,100.7551,A,c5d0a9949220975183a7d84af5f35cfeed66580bf45d987af6d18e989568eee1
2008-01,BRA,102.9408,A,a6c30253eee08ca5f4aab8cdbb9983b960b90dd2086d391b36e57a674705876b
2008-01,CAN,100.3369,A,5839e0dd3d9b42b3bbaee19be90168a0469bde3a5f677188bc337e1c33730c13
2008-01,CHN,104.3509,A,e7e7975bdbae39d1fbcde699e17d8620a935cdd0bd019377e9ce0ff1d3f24ea6
2008-01,DEU,101.4962,A,c6ab3069795d3b06d9a2d53108811a43d366c4deeaec50919433cb40bdf1fe37
2008-01,ESP,103.4715,A,64b5fac0118183a7fa14344cb46d040a8d080e68956879509cad3a5fdfaabb8f
2008-01,FRA,101.8668,A,a77f39027901ee54148126cc98b5fb6cc95b01b42053820187ef40abbbc31abb
2008-01,G20,102.0517,A,f39dc5494cfd067b06135fd4f30438a7b13ec2e1732dacb1d39f93ffd8b4ceb2
2008-01,G4E,101.6704,A,3957a78bf45f7851b6e48eae57f335b14c3fc75a63e3e76515a00c734cea10ea
2008-01,G7,101.3138,A,8b4c51693bd4b46996042084dd5295607da27e0cac0467c405120b154427e125
2008-01,GBR,101.4023,A,4b93d2017e43fdc497a07150550bbe40282db139cb981e46f28a1c228635206f
2008-01,IDN,100.463,A,b3a4b4cbe4b5db278a342470e5bc5b657b43cf8c76518d93d247b282bfac044a
2008-01,IND,101.7978,A,fb1ca223fdf270f4cf073a2330c64c7d9cc15df6b6fc23492f82dcd76a323860
2008-01,ITA,102.0534,A,1020bfdf9501742621d3ac47714fd88f4a057ba459d3b9d503380d344642a21e
2008-01,JPN,100.3753,A,0590a7fcaa334412ec994d2c6357f575852281666dd013409e04a775f3734600
2008-01,KOR,99.62868,A,b33d356321596d356fcf2cf87a2e3231307158775b2fe7a39c3e28b5fb24c76e
2008-01,MEX,104.1657,A,f03d322e3db400d4141d39a079993b33b743f6b2b2cb7fe414a6581b2a100918
2008-01,NAFTA,101.6785,A,e3067a6e5ea4466492b8492ac9142d511763ed0b0fe207f7eb62db9aa91fb10c
2008-01,TUR,104.2667,A,81a03fd6c81f66e23089044fc038ff1a1b41be8949d91d2e51b1f5492970b441
2008-01,USA,101.494,A,e6487da452b9070ab6d887d375f840a9fe8fe23f80423031c2b7150d7a47b101
2008-01,ZAF,101.1206,A,bb0e944a5b7aa6bac4497f8342941c121140898f8a930fba0316c55af6dc7d0a
2008-02,A5M,101.6649,A,b1208144cd8bbc0824f156e3a24be11f0f55a3103b78229f0e015260f45a1e68
2008-02,AUS,100.6018,A,ca530fc2c148f7b2c430e52fc299fb5b66a19466b88dd4feb3ba9eb8de6e086b
2008-02,BRA,102.8759,A,cb11722554a232facaf587b9624594826a9f1a793e6b33080e9957165ac6f134
2008-02,CAN,100.3044,A,807de3d174062f4bd08a1ce6c0fde418cdc11b0877cd42410d33143e66b6bd09
2008-02,CHN,103.2083,A,61a2cf2bbff78c3476d4ea28a0e45a46404a61be3ffcc47102eaedc63645f8bc
2008-02,DEU,101.3323,A,f1fc14239fa9ffebfc75b96c9781ef7ba9de94333950ac95ec7c916d06179bf9
2008-02,ESP,102.7719,A,f2da188493fdb2fedee7307e27ba37e3605ef2780fcd70683700af8941a9ec2a
2008-02,FRA,101.5439,A,5b8bbf29e9653643de65d4f7d0c190ea62ca23eb425246bb74f20e603d5882db
2008-02,G20,101.7083,A,604c6e1c8ab4f5bb28be69d126a084f6f92426183b635d740a647ab0aec30cc2
2008-02,G4E,101.4152,A,8496e2c401ebf9c1297b08184f6b9509f574cc2d4680ea4ca2a0cf8a97c012ed
2008-02,G7,101.1686,A,78057068e220b6ac27127b23b578e766d7d83b09c381aa194dc1bba1d5c3bfa8
2008-02,GBR,100.9078,A,6f5c67df262aeb900e82c0268c910f9272954873bd66ab3285331793da89a2c0
2008-02,IDN,100.0086,A,e5444b1febd4e7b542fd43e5e127ba1772fc04e71d70e0741dab5d7896b741d2
2008-02,IND,101.5204,A,319883b27f3f5ed49616627c33fb0e4d5b7ad16278d31e9e2c758f29ff208199
2008-02,ITA,101.9875,A,bae19706c8fe6ff85b31f8d7d3c3c44eb8d165ccf2ad53a09f8d14bb4f77beec
2008-02,JPN,100.4478,A,87f8968f3ced874250d583529894ba90ef5926cdf7fafa0accecf5e2f38a91e1
2008-02,KOR,99.12759,A,9410a28904a1c1a17d41b9c4581fab9f43cb12c7970031f11022e8adc462d377
2008-02,MEX,103.9234,A,e68182afc419d642899216fc5ed399cfbf5fc29e3337364f89743bc672987ed6
2008-02,NAFTA,101.5279,A,89cb22f7f697a82a2ad3aecb533e795c2fa8ae045f092600257053e65f7002d3
2008-02,TUR,103.9777,A,31c03cb890fec537e73a4cabeb0772049f52a5f64cbf1e85c50034f234744e93
2008-02,USA,101.3441,A,d778f842c6ec5139caea155caea7da64d8bf01030700a74c3bd648ffb5996c5c
2008-02,ZAF,100.8154,A,d48e93f41581690fa8091d4d7c76f785de8cd320e91469f887b5219deb4f801e
2008-03,A5M,101.0006,A,bae68a177e8b6e0a2b0fe00dbcfc2e86578250977277ecfd51b8ff2356f7ac98
2008-03,AUS,100.4687,A,67e10881ae0601ad83ba7da02b66e24cef1e82e69750cfe1cc79ed9c18ca4929
2008-03,BRA,102.7837,A,7c854a1380b8e51764598dafd838fa0896d1e9bdaa45c40cb041fe281f8c9e97
2008-03,CAN,100.2664,A,9691c5764e48f0ab06fa3358b600f3bdb01492f0c39ed93c19ee4e98ff9503dc
2008-03,CHN,101.9647,A,1fec6a0c18674eae6ade1bd1e3c2de100935d0a18705162b8eb70cc074d340d5
2008-03,DEU,101.0972,A,0f9565381d9bfa9a26ef7aeea570d4645c419872448d471ca36b22d55b82ea40
2008-03,ESP,101.9666,A,9caa8680cdd9eb8ad69cd9376312a115a3b82b2f3af03e5e6466944d0c6c7af5
2008-03,FRA,101.1872,A,d9594f343ee785aeaeb502aac169e66e7e9ff674dd1c602b934723a4aaaf915e
2008-03,G20,101.3119,A,52fd40dd208092099f8a42305df8e1cb342942ad3dca2548bff795f31c17c9b5
2008-03,G4E,101.1087,A,5e8649cdfea8030578ca13df572d25bfc62104059cfd4748d6557e340b302261
2008-03,G7,100.995,A,b742b9700ea670369d758033187628bd2f04db5e91a0f71a663721d367e86b8f
2008-03,GBR,100.35,A,1c6c8112f8c944c2802c31c78ec74cf4795b1755c8985b88cccbf8324670072f
2008-03,IDN,99.44698,A,2ee267b38ae7de37d7126aad5dddbc09f38d52e8eb70af1c7ce7c8cd1ecbe979
2008-03,IND,101.183,A,bf50f633ec44754ca14ada534cf182bec214afe5692d22a0fb4e7760c8f9fa72
2008-03,ITA,101.8937,A,1ef8d84bdd0421102a96a61b6aeda39b0747a2c584ced633f0eb3fc6a43c4b72
2008-03,JPN,100.4968,A,0b661ae3973d0fee678664dd0416911e257789c50be68d2c7f48f8a7cdfa3c22
2008-03,KOR,98.66326,A,a027a66c7b270dc49e596ff1c4f500cee522e8eee348e41b07fb800d37449900
2008-03,MEX,103.5356,A,377b62415e56eed7a2e80e4479e331b72c4e9b90e22b9e745fd12ba2e83b64b1
2008-03,NAFTA,101.3484,A,235e508cd4b2109d393b1699329df2396c8c9bedc8e1efec08944b8d4b16d0af
