period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1997-01,159.1,available,,,false,804f2ed57b23c2d57ffb71ba32a811725d78eb37871a29b95551b3d53625bd48
1997-02,159.6,available,,,false,2f7cdbf03ac62a2c5ba684fe6f3a8f118c32f4fc33e07cc5a752e4263ea504d6
1997-03,160.0,available,,,false,ae78a9ed0503e2f912e44b04c75a8663047369ba702a4f1124826c2f8a2418f7
1997-04,160.2,available,,,false,292cc2d246fbba6e6f1dffa2580f00cf46881f3628b55daf940497d342490910
1997-05,160.1,available,,,false,240068770aa0f832c1073c181841d0ba1b25e0a7ea773bf6fbd498862396a481
1997-06,160.3,available,,,false,1d7bbe8a578e776c2cbc483272a08cd8ca85c347f5989911ef719648b2d05652
1997-07,160.5,available,,,false,93bbf683fb6ada349a0f769852977074b5a17cb83cdcf256bdc5c71cb4e8f9d8
1997-08,160.8,available,,,false,371a37756ce10e48aac098f82d8b4fb8966775ee2c5227bd19c17915f96faa48
1997-09,161.2,available,,,false,75b1729e9b2c4ed609e89c65248d5555611ed3f40bb764725bdd07eb5234adae
1997-10,161.6,available,,,false,2e6d74763d9edb63afceb56601070216d720028a1f452c665106f01e7a28696a
1997-11,161.5,available,,,false,9420945cf656d802efc87a9d0b91ce39ca15561efaa2c453f17787f986bb08dd
1997-12,161.3,available,,,false,d291a08f8ffac85378aafae59b54c49d04135910353122a0d7d2bfc68f76247f
