period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
2003-01,181.7,available,,,false,10c842e53f7650eaf8a90715757460291908c93fd7497e23a6a7aa98292789e3
2003-02,183.1,available,,,false,bf567aac2afb0035e8b5dadb72bb436dc0716600773cfb87ffcc57e7cd1f641c
2003-03,184.2,available,,,false,75a32ea0a8298934ea3080839bd47758e14616dc0ac769c9f69fda29d7a1a169
2003-04,183.8,available,,,false,9fcb052203e7e87d382893b3c36c2db563f456b483d71e25ac0f5be3a8468fbe
2003-05,183.5,available,,,false,7d2ded987618f4c6e0345521326b30a87142d59736f15ca1734b6400fbe0cfd0
2003-06,183.7,available,,,false,1a8076c8956168c7bbcc76dfa775879ac53f33a770a5b60a138ec3accf6057f1
2003-07,183.9,available,,,false,cd96cf342cb717cfaab4962a2d357e254cff9d3fdb2ac6ce5fbc209715873e7c
2003-08,184.6,available,,,false,e258f51e3a0054ef37f58e4f77f36312c664ab9d59870ea82ada5bb8941adc38
2003-09,185.2,available,,,false,86b7b6c0d733ccf04ef0e1fae49ce96b7ab07f2340499c7aeefc4b921ab4cae7
2003-10,185.0,available,,,false,86d5b415b9846a5cad5514d9c7bd3446c1811a0d69ca0877ce65028b77dadb6e
2003-11,184.5,available,,,false,6e4fd5a699bcc3c32f90a7e240c2417905a84d6c4a20ebc3317281b98e10496a
2003-12,184.3,available,,,false,c290a488d905b61d34498ced0ec681e236e9b3e82e15238baa235e29da8d3208
