period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2001-01-01,3.75,A,F,,34043e89dc6b4fc69f03edd1182a42f8df584bce187cf79ec4dc732b438fe4ed
2001-01-02,3.75,A,F,,5ef0579613fe31e82125ede0e91122bbc469394b61e7d332df72c9e24813813f
2001-01-03,3.75,A,F,,1164f2b37ea8e35573222ab0a0ef1814e909658974a67c4c77f79c80cee2a583
2001-01-04,3.75,A,F,,bba962657eee29630edc3de61134fa5484d7538d93e3ad1374d3ee3fdb73dfde
2001-01-05,3.75,A,F,,d213a8020a15b61d8825fe3066802ea3cddb7bb937d707916c564e17d263a058
2001-01-06,3.75,A,F,,8d22c54179ff96a9f8de9f3d433e7a1442ae659f79b067a4eb0e07b7c7595358
2001-01-07,3.75,A,F,,37e9a97041491ba662b359c3422ba2b040b33938b4c4a4b9d9a443a5d98bb535
2001-01-08,3.75,A,F,,1fe0c73ecc9179582bb87ef77ef7cf4a6bb21e06259ce4b9b7bdd3a009bdbf2f
2001-01-09,3.75,A,F,,92ec796a0bc8bbc404024a4839a47b4183b2f9f7e36da96b1854c9104cbfabc9
2001-01-10,3.75,A,F,,f5dd7c7561f91b5a749ca1c476cafe8eed4949222829041385fed633652702bf
2001-01-11,3.75,A,F,,ddf5e8a3180cb2b765ccf51f7947891591e18b2f8bc564a02c8b4ca947737aca
2001-01-12,3.75,A,F,,26251fc0aca2cc3f29c295847284eeeaa2d0efe74c4f489bcedcd81ff5e50202
2001-01-13,3.75,A,F,,d4112516adcf426a9eddcbd8162b255a79cde619fc6f828c5ea182e2568309fa
2001-01-14,3.75,A,F,,5aaba5e5a00b3f2eff58949f51abbc944e0e7a2e3043afc3590e5d8dbb96f216
2001-01-15,3.75,A,F,,bb763a7c42e84a359b2f91737f3a570fbb3eb23a3c50d49f63cf5c2dab4980c5
2001-01-16,3.75,A,F,,2b16993b2ce87f451490c9fd5b3594caf0f99607812dcd19f131bfe4077e3788
2001-01-17,3.75,A,F,,c37044f1ff58b73c6368fd5ee99698b4f5bd70f9747b65e413529a0711d4c5c0
2001-01-18,3.75,A,F,,25726962bb1f587c731d5b910d830cb9f8a96d49d28739f985b78dbcedd31df6
2001-01-19,3.75,A,F,,fc7a9b64d43737c8aaf3e0c6db0d409b70cbca669fdaf383aedb968fd8b5020d
2001-01-20,3.75,A,F,,b2de469ca183961df5cdfdd7d9090763635f3cf59c52246cc2d4954b86df2077
2001-01-21,3.75,A,F,,c6e9b76b036878139524b14892fbfca163ba6d9bbea2d60b5509d5e5cd0ecc64
2001-01-22,3.75,A,F,,10b15c1b28d31f9450c310a569ee314ce234c73d61be69bcde5258027bdb41a0
2001-01-23,3.75,A,F,,4259927656c4b5c71e0d4b52c96f4dc461e1ba058d6c7332f2adf1de271a15e3
2001-01-24,3.75,A,F,,8bff409ed3e1a1f845dd7592c33ddc232452b5d78cf7604c5fe71d3b8d5a522c
2001-01-25,3.75,A,F,,caddf7dd040934bc7176377d4de78f4ebbaf25729d0c98bf999ef4091c807fa8
2001-01-26,3.75,A,F,,50cd00513fe5cedfc8610033a7a136946fccd85526a1e65891d8bbfe020d1f38
2001-01-27,3.75,A,F,,304d583e9b55013bdbe5fa31a43edd8f9f30f8036986b85d17a5273504369855
2001-01-28,3.75,A,F,,644a1c68d63be2680acf774343935df0528a399c8d63d843010e748aceae5f24
2001-01-29,3.75,A,F,,0b6c48091c2d832e47b4ca94d198f9b0cf9a08b00864d995e890f5b1bbcfa5b1
2001-01-30,3.75,A,F,,35bf12b6812f4fdda93661b30155c142bcea0fea5297480f7239de47cd7a67a9
2001-01-31,3.75,A,F,,859c5abf2469a071db07052a217e9cf3acbe9eb2ff620fea47a5996205446dae
2001-02-01,3.75,A,F,,3df59c208696a425322b9398a8874c487448efbdbe08622c9526995cceb025ac
2001-02-02,3.75,A,F,,93070933f230bb909abc95e7cd3e58534e000f3f49f27336e9132120d3842447
2001-02-03,3.75,A,F,,105b553c69b71d3581cc3bccfbc46aa59e0ebf7052e304338b2af189b42407ee
2001-02-04,3.75,A,F,,7fb8183305397a0b7f115c53ab254ef93d224c788a81cc0b0433976497067101
2001-02-05,3.75,A,F,,277eda69463f8f57ec6ced6e8980e5b0a21204a8a1aa9a7c8a814e96762f6719
2001-02-06,3.75,A,F,,56b62b8cd7fc1d59ab9ac5e321dca6dfa4205c4f535b812e6090bc3cebf518cc
2001-02-07,3.75,A,F,,4958e64aaf70f45235ceae6a49cfe08538bc38be0268cc8eaad4b34bc0dd4e47
2001-02-08,3.75,A,F,,b4cc53dd530ed26ddcb39bcdf9f8167122b88f119073f3d5ab05461bf3c8bac8
2001-02-09,3.75,A,F,,975f6252daf4f172eb0301eb0f1a07a400b9931547efb699ceeb15f512406b8c
2001-02-10,3.75,A,F,,177159b76c9f24ab5434547d8de42184e44ae7aa2e540513e74987570cf3acd4
2001-02-11,3.75,A,F,,f109b180273cdad58f0344d796b87cbf3fa1254582b868054bd9d9d1c3535cc3
2001-02-12,3.75,A,F,,120062775529804d141965e06cdab8c245d968537c90ac9e5ee6d9ce08388440
2001-02-13,3.75,A,F,,9cac1eb9d34cf1cad9d3498bde892803e4184411b04dfdc1a04866b3c47d575b
2001-02-14,3.75,A,F,,c7e4ab390b072f441bd3c63703d3268b5ff3b5a4b141b681385db2d2d23396f0
2001-02-15,3.75,A,F,,7392e4fbf031850491c4b5562064c20dda2ea187a92fcf148a5ef1ad2a6c9669
2001-02-16,3.75,A,F,,42ff5ed4906576755f86533ec33e1d39849ed213f60bf8e8d8fb57e45db8216a
2001-02-17,3.75,A,F,,4640b30a1dabfab66933658547dc6517cdbc2ec9a936a8df680c9f9b1a2a8723
2001-02-18,3.75,A,F,,963871da1ba1bd01bfffcea1aa7cbdb1047d10f6dcd5eb5121a8c343fa1b1195
2001-02-19,3.75,A,F,,492a6dca16c87cc99afbc4a2f899e5801d94b1c1a3d4a0c8973e37e82f0b4bf9
2001-02-20,3.75,A,F,,56066d57435e86984004f989ef9f0359d45a35413d86c66a3b58e56e54a2343a
2001-02-21,3.75,A,F,,9a90c2d389fe132ff090d3b62dc53a429c5f0bd8a5173d5bbb2b267f0efd14df
2001-02-22,3.75,A,F,,6e7317be5cf60274a0da3254495f32f53bbcea749676dd8ef319c360fb412f1c
2001-02-23,3.75,A,F,,a05cb9772a958bbf6b49673ed01fded37be865d342c544327274c7e4b1875286
2001-02-24,3.75,A,F,,1ae0917c6323017cc87aef990923c85017e0b0d74737d21be5a73eef125a6f88
2001-02-25,3.75,A,F,,336ce807ad81df1fb9d38cc8969aca72ded0a507daa569e421bfffa329a41fcd
2001-02-26,3.75,A,F,,49906e434330b428727ad4173a94fc4d2dea4e846895d06b309eeced63273a47
2001-02-27,3.75,A,F,,f2fe642d04166b1f28645c421d766043fa3bb7903fc2cc94a5cda95648ff10d2
2001-02-28,3.75,A,F,,354fcd8006a16e27f3ece43e7748d0e7c4f4d78f756aa793cfe2713ef44ee476
2001-03-01,3.75,A,F,,c1d00c4a2be725a8472e87684ae897938679653e3211a02d7716ed352f59cb6a
2001-03-02,3.75,A,F,,435b615f8df386ad9315e9a14974d0e2a4cc0641af5c5e92729df298f484c148
2001-03-03,3.75,A,F,,a7156e1b4e1f0ab06422ceda3b414c5e7d6dde1309b88803880cee681679c21e
2001-03-04,3.75,A,F,,7318c360115338b0f60dcdef64c73eb35e1d7542e3db30214eaa776a3fc98af1
2001-03-05,3.75,A,F,,688bd5056118ed3fa935a37689ce61b97285b0039e50b3beda60be0ed66f53d5
2001-03-06,3.75,A,F,,6e575f245ab635c21dbd357cd2b5ea7c723d84d334520d0e74df1f75d5fbbce4
2001-03-07,3.75,A,F,,cd6ccd2a3dfacc4c50a1d6bafb8768ec5d4ca1ede2077b95b042a0a8fbf90966
2001-03-08,3.75,A,F,,a25d62e7acfd82e0f26a6a13e78ffcc46a91bc681602e207abfc128188300028
2001-03-09,3.75,A,F,,45f884216321c3212a34f6160fd984e4b75b2ff049237cdeab21bd95ab0b1549
2001-03-10,3.75,A,F,,93f091f115ecd7c4410c90851f74a0d136acde9c59f16bfb75023ff149e9a6b6
2001-03-11,3.75,A,F,,10d1ba6cfd72bd46d3b5b52c3d9425aa941ccc4bfcca1d1fb4bdaffd79361180
2001-03-12,3.75,A,F,,829c6e97df1170ceffc1f7027d48e567aa38866ed5e2599268b39958ea3fef23
2001-03-13,3.75,A,F,,d939c06b8efae5e21d748ad00c109a4cb57393d033c9e64375b398f553428fa0
2001-03-14,3.75,A,F,,f584074938a867e35dfc7f00b6b4817aa09dcd19e2961e665072fe30631fc1db
2001-03-15,3.75,A,F,,bb8f5d663069268f5c5a93966f38df2cf4bc68db26ab11e11aed86b53d0fdac6
2001-03-16,3.75,A,F,,ecbea077860a75536587ff93b56dae9384bba11b066b6d428f8535158a757e33
2001-03-17,3.75,A,F,,3ad7cd55eb25d9c37b0401833a1e8178e0c75c25a7e03951f30b253a34cc9e26
2001-03-18,3.75,A,F,,3d1d627cfe60f78373f3df33f4bc90df21a066bc5931be965f6ba0f5c0dc1191
2001-03-19,3.75,A,F,,eaea77fb7e7dac2b6fc41681f0df17745aaa6c081ae6e11d6753abbda9544d9f
2001-03-20,3.75,A,F,,eeb76bac45f1465902ac8c40d591469871ed05055d8e61fb3abac023f0c8bf6a
2001-03-21,3.75,A,F,,00ac245feecbaaa78e448b2e43dfb6da069dd60bf9006117330c0c21619b7a9c
2001-03-22,3.75,A,F,,517bd01a19d925426c19e7c85e646ddc0df9af4f512f6da6d24210428fe92f63
2001-03-23,3.75,A,F,,1e2120bc4f0848657883af66b4d6200bc6efada72b730ad0ee9ed11d7f917971
2001-03-24,3.75,A,F,,365de1cd594cddcaf64ffe82b470e86cf4047001eab06f4d851c11ac591ae61d
2001-03-25,3.75,A,F,,50612da687445ff08d8f0d0d155f8f3f797cb5ac49476dd0f57c30195cfcf6aa
2001-03-26,3.75,A,F,,93142d70b85fc804b1d49bf0d6e5dfc064761c34f34b1597b13c9c770d159bc3
2001-03-27,3.75,A,F,,1973b6a6864676726e09116ba21a082ba68249b040c54d1bda759b2be44f2905
2001-03-28,3.75,A,F,,64c9a85a56f01899d88cc1a592e873c0e53ef021c9bc1ccebc7590a681b7d267
2001-03-29,3.75,A,F,,e59f0881a6cda635c962f2509fb4460398572ca146d402ffad4fe972aba5c783
2001-03-30,3.75,A,F,,269a32b4aaf752ce745cfbbcca3e7ce6c67009b5b45f0445838df27a682fd57e
2001-03-31,3.75,A,F,,0652bdcaa4e3682a9ff89f3929a64ce7af7d82d8758714ac9121c82c3317f05a
2001-04-01,3.75,A,F,,e8702e6f64f1db2bbe72e080b5b8f9b9d22826dd6f2f2a5391f0a8fa26d471c8
2001-04-02,3.75,A,F,,74f73e1eb091714ac76505dc25cc59040166ab4bb38098ff0ebe2ae7dbaeff21
2001-04-03,3.75,A,F,,21a4666dcda52ec56945284b301755a15e538d60ecd8b3688f485de33797e93a
2001-04-04,3.75,A,F,,aa44098870c93e8879b793f4781f3a4f6949633112b3bb43e209caa53071450e
2001-04-05,3.75,A,F,,a7257dec44077d5106eb70639743694a087597c5b7ca0fba39491e1a6c7309bf
2001-04-06,3.75,A,F,,7614c1351212d8b9575c6d4bedb16ba695331bb7d743c15ac5c98bfe5902a51b
2001-04-07,3.75,A,F,,3e808001be7fc7aca4be393ac168ec134605921bcee28472b6d182c3ffc722e6
2001-04-08,3.75,A,F,,89a5fa3e25bf59037ae62dd19887817776b7c060871a6601646be57804f19814
2001-04-09,3.75,A,F,,598102768a21f3c398c77a7f05cabe6af5c46dde2a80db7525f16f5ec4132fc6
2001-04-10,3.75,A,F,,3b0df890c81e1941d0b01fc6213cfaa9e1a7dc8a4e8ac8d978a4868088190d70
2001-04-11,3.75,A,F,,d5289c932d5fc9079063bd2e44abd1b53849815908fba8b5916fb0467dd33d15
2001-04-12,3.75,A,F,,32f8146bb2bc9bd1a3914251d3b66a7c30aa9c2de38aca963b68d68f6c5f65a1
2001-04-13,3.75,A,F,,570566093baeea6389ed2857c7cd1301edd6b0a454d9788bb634b6eed1830702
2001-04-14,3.75,A,F,,39c453b17e6ca6110656775750e4fa34c719870afd033907fdac2cf469ad3892
2001-04-15,3.75,A,F,,c4a991c189f65fce806d58c55f10b81101b363b6ce9609304bcbbad34d3762e9
2001-04-16,3.75,A,F,,399137a2e9451eba82a38dfdbb761ca1dde8a3a929005ea644301aec5e7802c9
2001-04-17,3.75,A,F,,9da1ba9e40132690bad8cbc476c1b9fd3d66b6909eefe0793bf7f814ea9ac48d
2001-04-18,3.75,A,F,,2fd23130bfd52545c3bd2ca8e6f5380c129d296dd6e16d87485e2a9f0fdb8416
2001-04-19,3.75,A,F,,cccab65351f604e621c18d32664f85ec72f64680dd905f06d59e540d2e3f2836
2001-04-20,3.75,A,F,,b74a8a4db6abbc17533b317bd1af91933f46d4a877682387fa747031eb7ff4b5
2001-04-21,3.75,A,F,,89364d7f254939850c5223deeba0a6a992b620e07abd39b8c7c260a4bffea3e8
2001-04-22,3.75,A,F,,0f66ff5ad3a3fbd1f5023d219910d4ad416713ec8afa1fe544fc6ec0d27f3b64
2001-04-23,3.75,A,F,,afc4308cad1ebb0f767fab990f64aa0f21484eac572b486c3dfe2bf259820aad
2001-04-24,3.75,A,F,,1d675bbf7eebd09d84ba2ea41ef79720a068531c4a0cfbea7fd36ea5185aa810
2001-04-25,3.75,A,F,,004dc3c15d0d2c3be2763cbc3b89831d060fbe4aca31aca119c0d2ec6ec1272c
2001-04-26,3.75,A,F,,f002e02260c701d103b82eaac7ff9f5865a20e06673f10eb1f0e7cebde21e32f
2001-04-27,3.75,A,F,,1e58c72e0e962b31389ebdbd12b7f6f3b053b3e0faa121e69bcf1302a3f8755e
