period,stock_thousand_barrels,source_record_sha256
2012-01-06,309056,440b2ef5e6572a9b1c245977bdc9f9879f2cfccb3f2fdc3473acf36ad079f678
2012-01-13,305618,483e7563ad413411cc438729d2978ff86870af74bc061b9e488e77b4efaa2c23
2012-01-20,309176,0398fa0225a6d72966bf83e2d4d7aecc27c432eee37c466094c397b245cb2555
2012-01-27,313351,42e68de2e49f9b0a11af0a4d8e3175dfe065b0ceeb511c76b25016af228f9ab3
2012-02-03,313642,40725b4e70ee57fd75a4953b6de7f5fcfe2132e1652abc2c613a26cfba6d3f0d
2012-02-10,313471,125368f705189ac670f349eaad574b4d54c36279f40ef63545d0901c880f948b
2012-02-17,315104,438813bf6e287b4cc2e9ff5f4b031aa71576cd1704fe5422656bd529b2482980
2012-02-24,319264,472dd190885d440f9379974a1c108a21e5cec13fc6719eb8463c4d1706cf0970
2012-03-02,320112,c8276d2352e3b9ae4165dd321c261c1e41a7a5c062d20f9e42d2bb59d5a0fd77
2012-03-09,321862,aef0c06464cbd1a3d1423a1be8435ee4a6a2166de2b077955d046603e65df71e
2012-03-16,320700,5c63882d8b72b834efb31c454252ac7d219e4f4fc1db7605e46d5a75969f5fef
2012-03-23,327802,70f6fbafa57866d7e54c5e9ca7d9c87c35feb4b8cd1f355455e2307a6ab85213
2012-03-30,336811,08b243fa1eb5bdf53dbf2111769913d637eedf185e7a5c30d59536660193f2c9
2012-04-06,339377,f31a8e9632d92203868cd9e866cda71f3a12d868a1679f155e0de5558b45c702
2012-04-13,343233,8ed26e1ed4ccf3022bebae46e7e066289c59da52458b218ab28794b097c09be1
2012-04-20,347211,09c45e86d9fbac15843f895f4058310a20db9c0d7e5bc24f1df1c712181c0009
2012-04-27,350051,ce72113a57834618a4702f6df874ea2883edce7e78401252080e69f93ed18696
2012-05-04,355340,534be3a516a96ebf795fc449e630850f1f9ebbb272a360315c6ad46983ec7a06
2012-05-11,357468,3ec670d0a6e83dd304422a255fb2e1f9c03b2e6d34346e6a2c0309c436770079
2012-05-18,358351,0da0dbef4abe525bab09d0c1ce06f9eef323634e106efd020d791da64f933809
2012-05-25,360564,f91b2f8c1822370fec23dfe9c85079988dfc50e8eaf5e52bbb939fb32908caad
2012-06-01,358801,d567468dbbbaa640e53bbd34cea01a51d41da6a7dd2ef26605dba7629034180b
2012-06-08,358610,3e489daa0c117cbae58031704d19776a5b144c9885bbf37c9a2c1b5c855f8958
2012-06-15,361471,19ac0abcc88d303da6ae64668dc01a19dcfda37f2e633f14d2efea8686e24083
2012-06-22,361338,220de6a8c67e02ddbc14eb947b1dccaa9562034192f3751ac7c524779c2f9072
2012-06-29,357068,b9c71023ca6873e6b5ff1df266cc3780ae9466d88d7fc15290b902d2fdc40dd1
2012-07-06,352213,832aa9ca15b7d9f92ef51f4b5280d87355f7e20dcebadfdcebdabcb12394695e
2012-07-13,351404,4c4cafe09951c3f1feec207afa672972152ac02eb79d5e92d12143a4fcbab49b
2012-07-20,354121,9be77ab581fa442e674b8fcb30c4a133adbe81991fbe85c5654aece9ea423605
2012-07-27,347599,da8e0497b334ccf50fb2fa51cb0ef75d34b0da3b5f4a04c32131f10a33372153
2012-08-03,343824,e7e05453c65c88cee6c153518fe82d6f29b57b079a982369d1b07aad95af2d27
2012-08-10,340125,4c6390469c420f3e23916313c71e10d7c8530ab20f31522f454f46582979c4de
2012-08-17,334713,325105ae75f3b9e48ccaf9ca6ec0473dda74d8d91bb99c18be3e573e58cf46e8
2012-08-24,338491,e8ecb2f79449e4905496e797dfc9364a40d8884c6556f7d515d03d20bbd62ab6
2012-08-31,331065,3728f24340d00b7df87a2474c523a50e55cbee8a2f7a469606c3921c93c2325e
2012-09-07,332474,312bac5d8adfc88e9628194d298bb403190725fa0a78beeb3808b306593d6819
2012-09-14,341008,988d6dd77e5a5dcdc4482b088150e716f5fc9877cd14eb287bf6b4ea9b152e76
2012-09-21,338562,6d21fb7fcfa50b8d124581201136fb899f08467d644443b6f9865dd7b14aff8b
2012-09-28,338080,643bd3ac4eea1af3740175ce30c34fc5003d6cd4d175ec2d9aab6ff5ed6d7279
2012-10-05,339592,bc409de48bdb347e1b1ac43723e0fc586f56b9cd7b8a17d7b108a31311b5a1ae
2012-10-12,342452,5d9810fe05c820f6dd1637b061fdd4db5e45577e5882b909ecdd7a7957afafab
2012-10-19,348348,310863af14a04a5d6f67513e28c647facebb4e33c849041674a763d22fdeff5f
2012-10-26,346303,00a364accf53975795bb959c3edfd17e622f36ed0f47819c5f1cc7f658e843ff
2012-11-02,347850,c47d4b6117934ca066bcb07b2cd02e1890a2bc14b1ddd2915597f3f723b184c9
2012-11-09,348939,b59eaba307e9276f3651ea1de9de3c8266ed933bd356ab32eb7bb635bd3cbf51
2012-11-16,347473,377f779c1e4526a88a2d1a6a36ec7b63f9d0748d2b9874e3427d5efdd75bbf78
2012-11-23,347126,32a4508f82768e83517f884c92fbfee3baae2671f0fa3c127159c817ce68ca27
2012-11-30,344769,3ccdded4d45d2dc7ebe5f5ddb7325b14f48b82681c38087de4e3d2f7ad1b34c4
2012-12-07,344909,0d98126581a8faba4d5e2bd69c848f2643f1d0230303f37ef832a9b36e0eac55
2012-12-14,343945,906d335715bd7318bdbbcc42b986124177f65edfc543f64bd87d17c94c006f50
2012-12-21,343359,cc65d0c72db4ea3b04b4d573f78d40021af528f9c51beebb5e813deb59637982
2012-12-28,332239,a88bd1d1dd5fe6b0a8c912981d3cea7d8b2f54f782ef076c7bf9a59528d839da
