period,debt_held_by_public,intragovernmental_holdings,total_public_debt_outstanding,source_line_number,source_record_sha256
2005-01-03,null,null,7591307997129.40,1,060fbcbe1a21dbe04e2470b6319045ba6644fdcadac7180e68a963ddb10c0e43
2005-01-04,null,null,7601016892663.19,1,749f63368de5e6d9aa3feca4a228e65dc633ad6b1cd80ccf37a474adb43e399c
2005-01-05,null,null,7601702269584.12,1,927b997ffe7c7ddf30389f3b7b57b914f5906d504c26bec46f126c8d8106be30
2005-01-06,null,null,7595653400600.33,1,ace9e65f6ae85a70dce23317bc79a2d4621204353c828b4342a2d6005230a9bf
2005-01-07,null,null,7593997228123.74,1,9ce8b48db1e62971c04696de3882cc16fc646e6b025ae440e924a1c9f1728cc3
2005-01-10,null,null,7597502679583.99,1,d1d0ba97e0900236bd542fc66935d1113107a5c2be08b7c7beb1a6caa575b21e
2005-01-11,null,null,7600704954888.98,1,3da06c060b128e0915321689cefdb33d328cda829b9bd82e61935d676fe8caa6
2005-01-12,null,null,7597557493831.64,1,f71566a030630c9407160ac7a4e71c1d7a3b27ddcb849af4e9b6efcb3c00f0a0
2005-01-13,null,null,7601173485023.73,1,20dfcbfe2ceaa681720728c4a3f58c47313e5a453883f150671a659e79be59a0
2005-01-14,null,null,7599584015246.26,1,8b2260c75f0ff1b49c41026db6a154f8aa99f15a1b72c4c7d11beac6ee6d6d31
2005-01-18,null,null,7608114209434.69,1,6375101fdd7755deccd7d8225dca486b0cf31b7e56009dfe2d2457ba66c8cab1
2005-01-19,null,null,7613772338689.34,1,1919d7e018dace3a0b2ff9f61e5e0f1d8e6cae9450261d1f35854e96b3471423
2005-01-20,null,null,7613215612328.37,1,227ad667c76ad2c8dec49bfb01fd442d123b812feb588f6607bb20734405ec2f
2005-01-21,null,null,7614468360651.30,1,a751198b9351059889be4b15eab9a5e5a1fd238b91bc8a9890668a04590f8bae
2005-01-24,null,null,7617000567690.18,1,9d8e3cd4bcd823074af60316b2b48d730bfef1c8e36a3632fb34d707ebce3da9
2005-01-25,null,null,7621293891611.15,1,47888786452b46a700ecce57b2763f0d5f642aa8cbcda03915a16ba2aa172950
2005-01-26,null,null,7622132208684.54,1,5a26edad8b5cdbd9617ae55ef730e5dfcebeeb910b7197aa00ca033f117896bc
