period,deposit_facility_rate_percent,obs_status,obs_conf,obs_pre_break,source_record_sha256
2003-01-01,1.75,A,F,,32e79fa393d7a28cf6e16d488b91c178ced413fb940136616ebfd7fafdc04c3c
2003-01-02,1.75,A,F,,4e47fe58d9babb54c1041008c36e89745f11a277a19cc944b0c37f891ade9879
2003-01-03,1.75,A,F,,b865e7a9ed665fa2c7f669f0886317ac3348da7da961cf4d689fce2016bad09e
2003-01-04,1.75,A,F,,10eee1a93c9ae8ab202ece9e4739432e7d9eac392b4558a097272df304d2e346
2003-01-05,1.75,A,F,,99e1eb7b879da7ae0800c64ffef66d55aaa8a706c528fbdd29d68b03b3220e43
2003-01-06,1.75,A,F,,332929401fa0da020f15c2cd939d3d2a6848d3fbdd8f77a9417f15e446ac9eb3
2003-01-07,1.75,A,F,,e460ea30f273986af529a9d1784da9b5c2148784020574022f70e558451dc049
2003-01-08,1.75,A,F,,6aafb468f5a6a6a0956e4753c8d565a108383909b4667905a96f927ac8263e78
2003-01-09,1.75,A,F,,fae94f51ac99362f1e9c3b30a38c36b916fb3bd712cef807fba4ba0d1b8b6de7
2003-01-10,1.75,A,F,,11e3c0a63ba1da041dae90fb71296d778bf29fbbe1ab8ca6c9ad2d58d1e93e22
2003-01-11,1.75,A,F,,66b95a409cfdde0a4880825588a16f6db93959f686bf174e50594c8b0f6602d7
2003-01-12,1.75,A,F,,cae0ac84da7fc201a431e0cde17f41027651bf8997fd53d861c01c7adf28f607
2003-01-13,1.75,A,F,,c02c86b12ee9be58a67a316ca5ae5560e05ae0f51ccab52eb95ba4c507b9e710
2003-01-14,1.75,A,F,,e2046b5428242f20e4093dd12a93dcdea3858cab537d032c2a7b7297b76c7939
2003-01-15,1.75,A,F,,cd34c602a10e2516eee0929495024705c163836f192c7574e5f7091c772e603a
2003-01-16,1.75,A,F,,73717775dfc713e2ef4c07da06fdaf16969fda02f844c8f3fd7dc92914eec89b
2003-01-17,1.75,A,F,,12afdd3b07bd63ad7be911372111f18c0b56377325483439fa1b6f0ab8760a75
2003-01-18,1.75,A,F,,b4cfa3aa7b79253a1eb2ec230f2dcc20b27c04e1b63f4f16e5a572ee5ae61116
2003-01-19,1.75,A,F,,7d6e3bd53d2f09a2f69e5ed2928e4822c401f924dd15e75de01eaddb6bb8feae
2003-01-20,1.75,A,F,,955d61dcfda1dfdd17a35631742297653ae5996ffe2507741ae49030c880144b
2003-01-21,1.75,A,F,,a0b9242bf77a7cb4710fc31d95c356986efe1a5c2d81acbf7cadeeb766f90d89
2003-01-22,1.75,A,F,,dc120f03ced9be25b7bc9d276cc810c1fd21c4b74dcccdf7b4506dc23fead8f1
2003-01-23,1.75,A,F,,41d8da70151d05c60aad9ef567544c7fa679c04350dfe1627521392b96754870
2003-01-24,1.75,A,F,,cdc0c0e7d08a7729d10ee4325dd7267761e25bd82de1b5ed768f29c74d5635d6
2003-01-25,1.75,A,F,,78938c56888461bfd0599268c31e6410a1eb5b6cc0462c9439742eb5a50b15bd
