period,stock_thousand_barrels,source_record_sha256
1985-01-04,319923,2d73b0b34a1964a41dcb9c102caab063b115b0ca3a202aae81feefaa17c2e51f
1985-01-11,324107,645c304dd569df35fafc1fe8050dad0e5a5c7c7c0161675156c9314ae95baa25
1985-01-18,326508,d0873ad094693af2fa915c039bbb62e3176a325fac5bfe10965c498f988add4f
1985-01-25,317918,58aa7e0c2ac80a26950318f89c89079b0f92d08e1762af8321dc34e89dfa6998
1985-02-01,309460,ff7f891daba26e757b399583d7a2dbdb6a2acf58ad16771825a01841e2e9af14
1985-02-08,305989,8205e82251f3decb376a78f4a99aa63f0db1803f0ccb50b41a960e8c8d6289fc
1985-02-15,298076,6c5409e67f0c7ccf95402a4bffa7cca0a4c4a02f879b35d4c526476fac2a60da
1985-02-22,295928,2ce0db330d34b8ca7ce5ed006edef42bc6143b3ac03f65d6604213efa50e4869
1985-03-01,298757,89b922f43ec72e7ac7af0e9aaa79ae64b54d7d449ae7edfcac34e1c1733fa83e
1985-03-08,303198,1365202cecbf0f6c71379b260db557f3abc87600b782a76a09c27903af932b53
1985-03-15,307344,a09e3ee29961973ad01fa698f9d9263a3760e73af3f8c2be6fcec5162411f61d
1985-03-22,310423,7865b1a05db9084de9071aa196efd291ff10387f19ba510c63360c10318debc5
1985-03-29,313149,fe48e01c9b89a5010b10820c6c9216803c93d6a83e6dfd5435d933f407cf5e46
1985-04-05,302000,788881ca071b011b2c26fb9d3daa7ffba60c742b9b7b0f9d20ee6f98364d1569
1985-04-12,304744,5792e05f27aad275d7ba1df99e05f2d5b0a05ce77c8e1d9b9727e156070c14f7
1985-04-19,309715,58b9781176acabda5a31f76349e06cbdc402af0c453c32b246a507c65a021845
1985-04-26,322205,f71894293b6c691de09cfc0dab022f5e426cb42020027310067439efb7266b90
1985-05-03,330347,4c39b82f4eedf4383336dd19c1adf26e369948eb1e522ade070eb60b0b88a9f2
1985-05-10,327605,3946ee846f436b5e841295c32bf081d85ea8e460cba8611a3c98602511d58bae
1985-05-17,328263,c595f123bec3d76a02cb4de00cb315a3d5f183158250dd9bba48ba5de393628f
1985-05-24,333896,ca48a441357f5bce6430748df0f791b07cd4bb9e7d1b366aa4e69ca0a19f2fc3
1985-05-31,333399,1e5a277a126eea1ef815a96d362374aa5c149b4b593d779478536e3e7fd4a799
1985-06-07,330564,14c4e3d530298d9aa2f1719cf24dde2f8ab25adf5adad107bb247abd5f8ae9b0
1985-06-14,331306,631b7c7575c787a6290f83a1aa8d508ab3103486ff292ace17d99416d92d26e9
1985-06-21,330077,f338ff862d73127b18ca9a8752d6fbe446f7e64ccfa9ea94401c9e94328b11be
1985-06-28,323682,43e471f551e9d22287dff31543d1b6559340111c6ca0cddc88fd1c5f40c6b471
1985-07-05,320782,c808cec696aed4e2ded33f9e6af4b1856b78500e03a9af3ea29312f0e12b19b5
1985-07-12,314931,00b3b277cf295dc340c13ca9a42f74e0090487f2d158cae6025cf3f8b24ea4f7
1985-07-19,313728,2b85677fc4832f58b17149bceb97e6b58aa7333d21f915824ca6aac3c6f33d9e
1985-07-26,307219,12d81c0dacd7277319f1ef32e4db08115351b09f5e2e9d3857a243d4803a5a24
1985-08-02,302128,9f12f2f1c70126d9bc8c5ae6a75bfd1969d62dbb5eda8055a7423a5e2988f42d
1985-08-09,307275,80238c171d6c6e0d56ea5c0d504d0f2ade24e53a3cdf301efe18c1598595192e
1985-08-16,304954,c52eddaad2e9bdc60a4ccd34d9887defdfce2f977d9f3bce316a70a8e8be3f30
1985-08-23,294068,851a96ec18c2ad2e8066fdda0dd3124830dedea3e35d01813be6cc8476640f95
1985-08-30,299740,9d1d7b2a9c402ece2ed09f252c3972ae61e64fa42666150109c8e040ae806f0b
1985-09-06,294402,68b55074aa231ec233ffc66c4a8fa0146b58490ec35443f237df46ce370ef331
1985-09-13,294828,1ce142237db760e39b150980d37ca4aa3d67ce9bdd0de75687beceaa18943af2
1985-09-20,289541,32de183fe55e1e00ae8522ec1d0c6fd387caf429e740574254a28db4a87c8952
1985-09-27,291175,a8d81b09b4670eeb7884d3419406297b8280f2d86936770a001ef7a7bb2ff4a9
1985-10-04,294662,fa113688500f72c63d5cb98708d8d3cd3f24c3ab34ff6d2a2d5e4e009a060708
1985-10-11,302337,a08e5e3ad60450ab89e6bc35a698f45c541f7445815e621d00014e5faaac58ff
1985-10-18,294952,7dfab7b94c90a859cecc29eac7566745c5d80dd9de940caeef336a9c8f4e6e20
1985-10-25,298122,4920aeb1e8e21efd843f3caf89aae73f0058ace4a86cfc82895e5ecfa08c2480
1985-11-01,290776,4da77dfd4a77455e07dd11d5c0253d1cdad1e50986954ea50a35f2e69325d7cf
1985-11-08,290134,4c335cf12a3a3e9f6a7947e1f4387932d13c962ab6b8b89cb8593051b9c7cd0f
1985-11-15,288284,dedde4a2ca208e6b17486192cc58a579f29f4b6f9effd9320d3314fbf4c09a1e
1985-11-22,291676,833c5a5c6e83bec5de3a6710325778c1ee8dd9c5fd47b335866e79bd468eecb2
1985-11-29,294140,f93dc6ae95f3161a5901151b1ed20f083826a92be119592be9805e0ea8436c69
1985-12-06,300376,364f97929fe2d47e2792d0c8f0361a1c42c5b80f8e217318fef097b85c83b1b8
1985-12-13,296771,faa938b5fe6d829e6aeed84272d5ae3dc070ba60b660e7b1a6092f03e98d2612
1985-12-20,300234,33f38d30fa405ba45e7ae22cc7df0b8ec581a6330ffcbbcd51039633550235c2
1985-12-27,298551,adc44e32a52672fd84e9d670e43c9532f30d1353b0421769d24af7a452053324
