period,index_value,observation_status,footnote_codes,footnote_text,source_latest,source_record_sha256
1936-01,13.8,available,,,false,4c9be429b6a101ff36f2d85dfa340dcde0cd2929153202a7ed0c62df2c500b02
1936-02,13.8,available,,,false,2b30d29d31749d6e03f2bfca39f1d4b6ca35aaa3804059d919667d32d5fc842c
1936-03,13.7,available,,,false,d48b5a4badec780ef6be5099dac82b829709e0e341a82753a90fe4b113a4dd43
1936-04,13.7,available,,,false,184b389eaae1d0904b5ebed4d2ca155fe9e91c2cc79745bb7bd0a16f65cd09e2
1936-05,13.7,available,,,false,eb39617abe7fc6b572e34432e4db4a2eed7e30f1d3c44b0c7f4fe3b9f3a41357
1936-06,13.8,available,,,false,c59e73098de69609984c6f57ac15d81249266f0b47044f33f08746e6a5a3e5ea
1936-07,13.9,available,,,false,0eaf393217d32c916e735f8a717d7323c510e1389e7ce86d59ecc2b93e41c945
1936-08,14.0,available,,,false,5fe5fe9c480f745887c908b10cf19a6bd65ff273b534cea6f24adb961fde5416
1936-09,14.0,available,,,false,d1decc890dea5670e3995dc4db722948a6045312eb9340f492ffc4a820a688ff
1936-10,14.0,available,,,false,91af06803d3453748c07ced861887c7c703f30ea019e4d45e3dc6120e949cec4
1936-11,14.0,available,,,false,789f25657ffd128b38d0ddfe8f68f1fe2a691c52bd62b03e7ddb0553a7acab5b
1936-12,14.0,available,,,false,d03b79d83776588cfc553ea125d943e76b5b7d8d1109ba3e6c22fe74df777efa
